id,city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,rent_amount,property_tax,fire_insurance,total
2568,1,680,4,5,8,0,acept,not furnished,10000.00,217.00,151.00,10370.00
2569,1,82,3,2,2,5,acept,not furnished,2100.00,252.00,27.00,3294.00
2570,1,198,3,3,1,4,acept,furnished,10000.00,363.00,127.00,13690.00
2571,1,75,2,3,2,10,acept,not furnished,6000.00,400.00,77.00,8119.00
2572,1,320,4,3,4,5,acept,not furnished,5200.00,292.00,66.00,8558.00
2573,1,200,3,3,2,7,acept,not furnished,4000.00,770.00,51.00,7821.00
2574,1,67,2,2,1,14,not acept,not furnished,1350.00,94.00,18.00,2402.00
2575,1,220,4,2,1,2,not acept,not furnished,6000.00,17.00,77.00,7434.00
2576,0,284,4,3,3,4,acept,not furnished,6000.00,483.00,77.00,8900.00
2577,1,80,3,1,1,15,acept,not furnished,2250.00,44.00,29.00,3143.00
2578,1,170,3,3,3,0,acept,not furnished,4200.00,239.00,64.00,4503.00
2579,1,145,3,3,0,1,acept,furnished,3738.00,445.00,48.00,6087.00
2580,1,64,2,2,2,4,acept,furnished,4500.00,440.00,58.00,6298.00
2581,1,390,4,4,4,0,acept,not furnished,8000.00,1305.00,121.00,9426.00
2582,0,50,1,1,1,10,not acept,not furnished,1600.00,13.00,21.00,2352.00
2583,1,64,2,2,1,7,not acept,not furnished,6950.00,276.00,89.00,8497.00
2584,1,40,1,1,0,0,not acept,not furnished,850.00,41.00,11.00,1082.00
2585,1,65,2,2,1,0,not acept,not furnished,1850.00,0.00,28.00,1998.00
2586,0,78,2,1,0,1,acept,not furnished,800.00,48.00,11.00,1184.00
2587,1,42,1,1,1,5,acept,not furnished,2100.00,107.00,27.00,2564.00
2588,1,50,1,1,1,0,acept,not furnished,1750.00,0.00,27.00,1777.00
2589,1,49,2,1,1,14,acept,not furnished,1800.00,105.00,23.00,2388.00
2590,1,46,2,1,1,6,acept,not furnished,1434.00,9.00,19.00,1742.00
2591,1,32,1,1,0,7,acept,not furnished,1800.00,0.00,23.00,2123.00
2592,1,360,7,6,6,0,acept,not furnished,5270.00,245.00,80.00,5595.00
2593,1,37,1,1,0,0,not acept,not furnished,1180.00,57.00,7.00,1244.00
2594,1,54,1,1,0,5,acept,not furnished,1500.00,0.00,20.00,2250.00
2595,1,124,3,2,1,4,not acept,furnished,2750.00,289.00,35.00,4144.00
2596,1,114,3,2,2,9,acept,not furnished,3780.00,100.00,48.00,4828.00
2597,0,101,3,2,1,5,acept,not furnished,2800.00,91.00,36.00,3707.00
2598,1,450,5,5,4,0,not acept,not furnished,5740.00,520.00,87.00,6347.00
2599,1,126,2,2,2,8,acept,not furnished,2300.00,263.00,30.00,3593.00
2600,1,54,2,1,1,2,not acept,not furnished,1869.00,0.00,7.00,2226.00
2601,1,48,2,1,1,10,acept,not furnished,1650.00,51.00,21.00,2122.00
2602,1,280,3,5,3,0,acept,not furnished,5700.00,436.00,86.00,6222.00
2603,1,164,3,4,2,13,acept,not furnished,12500.00,915.00,159.00,16470.00
2604,1,113,3,1,1,5,acept,not furnished,3000.00,50.00,39.00,4089.00
2605,1,72,3,2,2,10,acept,not furnished,3500.00,185.00,45.00,4290.00
2606,1,500,4,3,5,0,not acept,furnished,12000.00,84.00,181.00,12270.00
2607,0,140,2,1,1,7,acept,not furnished,2600.00,580.00,33.00,4083.00
2608,1,260,4,5,5,3,acept,not furnished,11000.00,2441.00,140.00,17010.00
2609,1,40,1,1,0,0,not acept,not furnished,780.00,17.00,12.00,809.00
2610,0,62,2,1,1,3,acept,not furnished,650.00,69.00,9.00,1208.00
2611,1,42,1,2,1,6,not acept,not furnished,2500.00,313700.00,32.00,316900.00
2612,1,565,4,5,6,0,acept,furnished,14850.00,2112.00,224.00,19520.00
2613,1,500,5,5,8,1,acept,not furnished,9800.00,92.00,148.00,10040.00
2614,1,178,3,5,2,8,acept,not furnished,2468.00,342.00,32.00,5242.00
2615,1,30,1,1,0,15,not acept,not furnished,1650.00,0.00,25.00,2375.00
2616,1,250,3,3,2,0,acept,not furnished,9500.00,609.00,143.00,10250.00
2617,1,35,1,1,0,1,not acept,not furnished,1305.00,0.00,17.00,1572.00
2618,1,120,2,3,2,5,acept,furnished,11500.00,250.00,146.00,13700.00
2619,1,190,4,4,2,4,acept,not furnished,3200.00,134.00,41.00,5375.00
2620,1,420,4,6,4,1,not acept,not furnished,14000.00,1417.00,178.00,19800.00
2621,1,40,1,1,0,0,not acept,not furnished,1350.00,80.00,21.00,1451.00
2622,1,57,2,1,1,3,acept,not furnished,1300.00,3.00,17.00,1846.00
2623,1,38,1,1,0,19,not acept,not furnished,1000.00,46.00,13.00,1642.00
2624,1,174,3,4,1,0,acept,furnished,5054.00,439.00,26.00,5519.00
2625,0,92,2,3,2,5,not acept,not furnished,4200.00,275.00,54.00,5789.00
2626,0,80,3,1,4,0,acept,not furnished,5500.00,0.00,83.00,5583.00
2627,1,50,1,2,1,3,acept,furnished,2826.00,39.00,9.00,3959.00
2628,1,100,3,2,2,2,acept,not furnished,2000.00,422.00,26.00,4248.00
2629,1,70,2,1,2,7,acept,not furnished,1400.00,156.00,18.00,2117.00
2630,1,210,4,2,2,0,acept,not furnished,8000.00,684.00,121.00,8805.00
2631,1,35,1,1,0,5,not acept,not furnished,1900.00,50.00,25.00,2375.00
2632,1,50,2,3,0,0,not acept,not furnished,1740.00,84.00,27.00,1851.00
2633,1,109,3,2,1,11,not acept,not furnished,4250.00,109.00,54.00,5813.00
2634,1,80,2,3,0,6,acept,not furnished,3300.00,427.00,42.00,5081.00
2635,0,69,2,1,1,2,acept,not furnished,800.00,40.00,11.00,1121.00
2636,1,253,4,5,3,16,acept,not furnished,4100.00,0.00,52.00,6252.00
2637,1,74,2,2,1,9,not acept,furnished,5850.00,300.00,75.00,7225.00
2638,0,210,3,3,0,0,acept,not furnished,3050.00,300.00,46.00,3396.00
2639,1,70,3,2,1,3,acept,not furnished,1290.00,92.00,17.00,1779.00
2640,1,390,3,3,3,1,acept,not furnished,6700.00,687.00,85.00,10530.00
2641,1,30,1,1,0,9,not acept,furnished,1965.00,459.00,25.00,2834.00
2642,1,76,3,2,2,8,acept,furnished,3500.00,201.00,45.00,4425.00
2643,1,128,2,3,1,4,acept,not furnished,4339.00,85.00,55.00,5234.00
2644,1,50,1,1,0,0,not acept,not furnished,1200.00,84.00,19.00,1303.00
2645,1,100,2,2,1,10,acept,furnished,1979.00,225.00,26.00,3530.00
2646,1,237,3,5,3,8,acept,furnished,5500.00,917.00,70.00,8687.00
2647,0,80,2,1,1,3,acept,not furnished,1000.00,0.00,13.00,1431.00
2648,1,108,3,2,2,3,not acept,not furnished,3000.00,350.00,39.00,4212.00
2649,1,50,1,1,0,6,not acept,not furnished,1209.00,129.00,8.00,1813.00
2650,1,70,1,1,0,0,acept,not furnished,1475.00,90.00,23.00,1588.00
2651,1,156,3,3,5,0,not acept,not furnished,4000.00,0.00,34.00,4034.00
2652,1,217,3,4,4,17,acept,furnished,14500.00,910.00,184.00,17990.00
2653,1,82,3,2,2,2,acept,not furnished,1500.00,159.00,20.00,2779.00
2654,1,52,2,1,1,7,acept,not furnished,1200.00,65.00,16.00,1871.00
2655,1,620,4,5,5,8,acept,not furnished,15000.00,5160.00,191.00,28310.00
2656,1,320,3,4,4,7,acept,furnished,15000.00,1659.00,191.00,20290.00
2657,0,66,2,2,1,2,not acept,furnished,2270.00,76.00,29.00,2911.00
2658,1,200,4,4,4,0,acept,not furnished,4500.00,450.00,68.00,5018.00
2659,1,113,2,2,1,6,acept,not furnished,3000.00,50.00,39.00,4089.00
2660,1,170,4,2,1,3,acept,furnished,5200.00,570.00,66.00,8273.00
2661,1,45,1,1,1,3,acept,not furnished,3200.00,105.00,41.00,3866.00
2662,0,47,1,1,0,2,acept,not furnished,420.00,260.00,6.00,1112.00
2663,1,80,2,1,1,18,not acept,not furnished,1500.00,167.00,20.00,2237.00
2664,1,260,3,5,4,12,acept,not furnished,7000.00,1468.00,89.00,10780.00
2665,1,122,3,2,3,11,acept,not furnished,1650.00,334.00,21.00,3420.00
2666,1,84,3,2,2,7,not acept,not furnished,2640.00,740.00,34.00,4314.00
2667,1,28,1,1,0,9,not acept,furnished,2300.00,59.00,30.00,2779.00
2668,1,155,2,3,2,0,acept,not furnished,4000.00,377.00,61.00,4438.00
2669,1,58,2,1,1,2,acept,furnished,1805.00,150.00,23.00,2568.00
2670,1,52,2,1,1,3,not acept,not furnished,1138.00,0.00,9.00,1487.00
2671,0,75,2,1,2,1,acept,not furnished,1600.00,135.00,21.00,3006.00
2672,0,72,3,1,1,1,acept,furnished,1075.00,49.00,14.00,1608.00
2673,1,260,3,4,4,4,acept,furnished,12000.00,0.00,153.00,17150.00
2674,1,35,1,1,0,1,not acept,furnished,1650.00,0.00,21.00,1671.00
2675,1,25,1,1,1,8,acept,furnished,4000.00,0.00,51.00,4051.00
2676,1,216,4,5,3,2,acept,furnished,3000.00,1084.00,39.00,6423.00
2677,1,215,4,6,3,2,acept,furnished,5700.00,959.00,73.00,8832.00
2678,1,750,4,6,2,0,acept,not furnished,15000.00,2041.00,226.00,17270.00
2679,1,80,2,2,2,0,acept,not furnished,1850.00,173.00,28.00,2101.00
2680,0,50,1,1,1,5,not acept,furnished,1160.00,185.00,15.00,2110.00
2681,0,50,2,1,1,2,acept,not furnished,1200.00,109.00,16.00,1855.00
2682,1,340,2,4,3,14,acept,not furnished,15000.00,917.00,191.00,21010.00
2683,1,126,4,3,4,0,acept,not furnished,3300.00,167.00,50.00,3517.00
2684,1,450,4,6,2,0,acept,not furnished,4900.00,486.00,74.00,5460.00
2685,1,32,1,1,0,1,acept,not furnished,1990.00,0.00,26.00,2416.00
2686,1,142,3,2,1,14,acept,not furnished,8500.00,194.00,108.00,10750.00
2687,1,70,2,2,1,14,acept,not furnished,4500.00,150.00,58.00,5557.00
2688,1,278,4,5,2,16,acept,furnished,9000.00,1261.00,115.00,14430.00
2689,0,130,3,2,1,7,acept,not furnished,2500.00,100.00,32.00,3632.00
2690,1,245,4,4,2,16,acept,not furnished,7400.00,527.00,94.00,10650.00
2691,1,50,2,1,0,0,not acept,not furnished,1100.00,80.00,17.00,1197.00
2692,1,61,1,2,1,9,acept,furnished,5100.00,250.00,65.00,6281.00
2693,1,30,1,1,0,3,acept,not furnished,1700.00,0.00,22.00,2102.00
2694,1,135,3,3,1,10,acept,furnished,4300.00,250.00,55.00,6205.00
2695,1,20,1,1,0,2,acept,furnished,1800.00,130.00,23.00,2555.00
2696,1,160,3,3,2,10,acept,not furnished,4000.00,390.00,51.00,5670.00
2697,0,97,1,1,0,12,acept,not furnished,750.00,61.00,10.00,1289.00
2698,0,45,1,1,1,3,acept,furnished,1320.00,28.00,17.00,1857.00
2699,0,45,1,1,0,14,not acept,not furnished,500.00,0.00,7.00,792.00
2700,1,462,4,4,0,0,acept,furnished,10000.00,2700.00,151.00,12850.00
2701,1,110,2,2,1,1,acept,not furnished,3000.00,250.00,46.00,3446.00
2702,1,40,1,1,0,0,not acept,not furnished,780.00,17.00,12.00,809.00
2703,1,149,4,1,3,12,not acept,not furnished,7500.00,624.00,96.00,9991.00
2704,1,320,3,3,4,0,acept,not furnished,4320.00,142.00,65.00,6227.00
2705,1,126,3,4,3,6,acept,not furnished,3200.00,579.00,41.00,6320.00
2706,1,353,5,7,5,12,acept,not furnished,10000.00,1917.00,127.00,16840.00
2707,1,35,2,1,0,8,acept,not furnished,1890.00,30.00,24.00,2284.00
2708,1,52,1,1,1,11,acept,not furnished,2100.00,38.00,27.00,2895.00
2709,1,190,4,3,2,1,acept,not furnished,7700.00,1305.00,98.00,11800.00
2710,1,89,2,2,2,8,acept,furnished,7700.00,351.00,98.00,9589.00
2711,1,49,1,2,0,1,acept,not furnished,1300.00,0.00,17.00,1317.00
2712,1,133,4,3,0,1,acept,not furnished,3800.00,309.00,49.00,4708.00
2713,1,150,3,4,3,1,acept,furnished,5500.00,834.00,70.00,7704.00
2714,1,400,4,3,4,0,acept,furnished,9000.00,998.00,136.00,10130.00
2715,1,480,4,4,4,12,acept,furnished,15000.00,2084.00,191.00,23780.00
2716,1,90,2,3,0,11,not acept,not furnished,3800.00,155.00,49.00,5209.00
2717,1,90,2,2,0,0,acept,not furnished,1950.00,125.00,30.00,2105.00
2718,1,450,4,4,3,7,acept,not furnished,10000.00,0.00,127.00,15220.00
2719,1,80,3,2,2,11,acept,not furnished,3100.00,90.00,40.00,4120.00
2720,1,48,2,1,1,6,acept,not furnished,1510.00,0.00,20.00,2010.00
2721,0,55,1,1,1,5,not acept,not furnished,680.00,79.00,9.00,1675.00
2722,1,109,2,2,2,14,acept,not furnished,7900.00,638.00,101.00,10190.00
2723,1,100,2,3,1,4,acept,furnished,2070.00,42.00,27.00,3339.00
2724,1,185,2,3,3,8,acept,not furnished,7500.00,834.00,96.00,11030.00
2725,1,45,2,1,1,1,acept,not furnished,1510.00,0.00,6.00,1959.00
2726,0,308,3,4,4,0,acept,not furnished,8000.00,478.00,121.00,8599.00
2727,1,210,4,4,3,5,acept,furnished,5000.00,917.00,64.00,8781.00
2728,0,82,3,2,1,6,acept,not furnished,1500.00,142.00,20.00,2487.00
2729,1,380,4,4,2,0,acept,not furnished,5500.00,1000.00,83.00,6583.00
2730,1,90,2,2,1,0,acept,not furnished,2600.00,0.00,40.00,2640.00
2731,1,220,4,4,3,4,not acept,furnished,4930.00,809.00,63.00,8002.00
2732,1,45,1,2,1,10,not acept,furnished,3000.00,141.00,39.00,3880.00
2733,1,120,3,2,4,8,acept,not furnished,4500.00,398.00,58.00,6321.00
2734,0,70,3,2,2,2,acept,furnished,2080.00,74.00,27.00,2540.00
2735,1,64,2,2,2,8,acept,not furnished,2800.00,30.00,36.00,3316.00
2736,1,57,2,1,1,7,acept,not furnished,1447.00,0.00,19.00,2216.00
2737,1,45,1,1,1,11,not acept,not furnished,2705.00,Incluso,25.00,3175.00
2738,1,160,3,4,3,0,acept,not furnished,2850.00,475.00,43.00,3368.00
2739,1,55,2,2,1,0,acept,not furnished,1550.00,0.00,24.00,1574.00
2740,1,50,1,1,1,0,acept,not furnished,900.00,59.00,14.00,973.00
2741,1,60,2,1,1,11,not acept,not furnished,1592.00,0.00,7.00,1965.00
2742,1,140,5,4,1,0,acept,not furnished,2500.00,0.00,38.00,2538.00
2743,1,287,4,5,3,0,acept,not furnished,10000.00,955.00,151.00,11110.00
2744,1,35,1,1,1,7,acept,not furnished,3050.00,25.00,39.00,3519.00
2745,1,108,3,2,2,6,acept,not furnished,5600.00,275.00,71.00,7146.00
2746,1,480,4,7,8,0,acept,not furnished,14000.00,2186.00,211.00,16400.00
2747,1,51,2,2,1,18,acept,not furnished,1800.00,0.00,23.00,2205.00
2748,1,290,2,3,4,12,acept,furnished,6000.00,1067.00,77.00,9744.00
2749,1,130,3,2,1,0,not acept,not furnished,2500.00,421.00,38.00,2959.00
2750,0,55,1,1,1,7,not acept,not furnished,2000.00,9.00,26.00,2235.00
2751,1,35,1,1,0,0,not acept,furnished,1550.00,0.00,20.00,1570.00
2752,1,50,3,2,0,0,acept,not furnished,1300.00,100.00,20.00,1420.00
2753,0,129,3,2,2,1,acept,not furnished,3310.00,235.00,42.00,4998.00
2754,1,46,1,1,0,9,acept,not furnished,2067.00,0.00,21.00,2716.00
2755,1,228,3,4,3,12,not acept,furnished,4800.00,513.00,61.00,6511.00
2756,1,131,3,2,1,8,acept,not furnished,2400.00,184.00,31.00,4715.00
2757,0,36,1,1,0,4,not acept,not furnished,500.00,10.00,7.00,817.00
2758,1,122,3,2,1,9,acept,not furnished,5800.00,279.00,74.00,7919.00
2759,1,100,2,2,0,6,not acept,not furnished,1900.00,0.00,25.00,2325.00
2760,1,100,2,2,3,0,acept,not furnished,3500.00,642.00,53.00,4195.00
2761,1,240,4,5,4,15,acept,furnished,13500.00,1000.00,172.00,18370.00
2762,1,36,1,1,0,3,not acept,furnished,2700.00,40.00,35.00,3235.00
2763,1,85,2,1,1,1,acept,not furnished,1600.00,0.00,21.00,2021.00
2764,1,223,4,4,5,0,acept,furnished,5000.00,472.00,76.00,5548.00
2765,1,195,3,2,3,0,acept,not furnished,2255.00,0.00,34.00,2289.00
2766,1,170,3,2,1,5,acept,not furnished,6500.00,110.00,83.00,7553.00
2767,1,180,3,3,2,1,acept,not furnished,4800.00,500.00,61.00,7361.00
2768,1,22,1,1,0,1,not acept,furnished,900.00,40.00,12.00,1252.00
2769,1,140,2,2,2,13,acept,not furnished,2999.00,200.00,38.00,3993.00
2770,1,350,3,4,4,0,acept,furnished,15000.00,1234.00,226.00,16460.00
2771,1,150,3,3,2,8,not acept,furnished,13500.00,0.00,172.00,13670.00
2772,0,411,4,5,4,0,acept,not furnished,5500.00,667.00,83.00,6250.00
2773,0,900,3,6,8,0,acept,not furnished,15000.00,1834.00,226.00,19060.00
2774,1,39,1,1,1,15,acept,furnished,3500.00,144.00,45.00,4232.00
2775,1,182,3,2,2,0,acept,not furnished,2600.00,622.00,40.00,3262.00
2776,1,270,5,3,2,0,acept,furnished,3150.00,0.00,48.00,3198.00
2777,1,35,1,1,1,8,not acept,furnished,2896.00,78.00,37.00,3604.00
2778,1,35,1,1,1,3,not acept,furnished,4200.00,17.00,54.00,4271.00
2779,1,105,3,2,1,14,not acept,not furnished,3600.00,60.00,46.00,4836.00
2780,1,60,2,1,1,5,acept,not furnished,3600.00,95.00,46.00,4491.00
2781,1,180,3,3,2,11,acept,furnished,4250.00,625.00,54.00,8029.00
2782,0,42,2,1,1,3,acept,not furnished,846.00,0.00,11.00,1047.00
2783,1,210,2,3,4,11,acept,furnished,14000.00,1434.00,178.00,17950.00
2784,1,170,4,4,3,10,not acept,furnished,5000.00,750.00,22.00,8265.00
2785,1,230,6,4,8,0,acept,not furnished,10000.00,0.00,151.00,10150.00
2786,1,280,3,3,2,9,acept,furnished,5650.00,692.00,72.00,9414.00
2787,1,140,3,3,1,1,acept,not furnished,1750.00,79.00,23.00,1852.00
2788,1,92,3,2,2,8,acept,not furnished,3300.00,318.00,42.00,4620.00
2789,1,71,3,4,0,0,acept,not furnished,4000.00,0.00,61.00,4061.00
2790,1,160,3,3,2,3,acept,not furnished,10500.00,505.00,134.00,13340.00
2791,1,92,2,2,2,17,acept,furnished,2288.00,0.00,10.00,3138.00
2792,1,500,5,7,7,0,acept,not furnished,11500.00,5500.00,173.00,17170.00
2793,1,270,3,4,2,13,acept,not furnished,9000.00,834.00,115.00,11950.00
2794,1,296,4,5,5,4,acept,furnished,12900.00,2105.00,164.00,19470.00
2795,1,151,3,4,3,15,acept,not furnished,5852.00,520.00,75.00,7307.00
2796,1,308,4,4,3,1,acept,not furnished,15000.00,1917.00,191.00,21890.00
2797,1,50,2,1,1,7,not acept,not furnished,3500.00,200.00,45.00,4545.00
2798,1,60,2,1,0,3,acept,not furnished,1000.00,0.00,13.00,1413.00
2799,1,25,1,1,0,0,acept,not furnished,1200.00,25.00,19.00,1264.00
2800,1,120,4,4,4,0,acept,not furnished,4500.00,0.00,68.00,4568.00
2801,0,42,2,1,1,3,not acept,not furnished,600.00,15.00,8.00,1023.00
2802,1,97,3,2,2,12,acept,not furnished,2900.00,275.00,37.00,4012.00
2803,1,110,3,2,1,5,acept,furnished,3600.00,215.00,46.00,5078.00
2804,0,56,2,1,1,5,acept,not furnished,1400.00,57.00,18.00,1815.00
2805,1,140,2,2,1,3,not acept,not furnished,3000.00,190.00,39.00,5111.00
2806,1,84,3,2,2,10,acept,furnished,3000.00,67.00,39.00,3786.00
2807,1,31,1,1,1,4,acept,not furnished,2625.00,84.00,34.00,2912.00
2808,1,60,2,1,0,0,not acept,not furnished,1000.00,34.00,16.00,1050.00
2809,1,146,3,4,3,19,not acept,not furnished,9000.00,334.00,115.00,11250.00
2810,1,90,2,2,1,0,acept,not furnished,2500.00,274.00,38.00,2812.00
2811,1,65,2,1,1,1,acept,not furnished,1950.00,213.00,25.00,3138.00
2812,1,80,2,1,0,0,acept,not furnished,1200.00,67.00,19.00,1286.00
2813,1,22,1,1,1,8,acept,furnished,4500.00,150.00,58.00,5295.00
2814,0,50,2,1,1,0,not acept,not furnished,1120.00,277.00,15.00,1412.00
2815,1,108,3,2,2,9,not acept,furnished,4500.00,459.00,58.00,5867.00
2816,1,32,1,1,0,13,acept,not furnished,1029.00,Incluso,17.00,1304.00
2817,1,51,1,1,1,7,acept,furnished,2782.00,0.00,11.00,3092.00
2818,1,37,1,1,1,4,acept,not furnished,1500.00,150.00,20.00,2170.00
2819,1,142,3,5,2,2,acept,furnished,5100.00,550.00,65.00,6915.00
2820,1,220,3,4,3,1,acept,not furnished,5800.00,1040.00,74.00,9664.00
2821,1,300,3,4,1,15,not acept,not furnished,12000.00,521.00,153.00,15580.00
2822,1,40,1,1,0,8,not acept,not furnished,1150.00,0.00,15.00,1606.00
2823,1,45,2,1,1,2,not acept,furnished,3300.00,167.00,42.00,4809.00
2824,1,22,1,1,0,0,not acept,not furnished,870.00,0.00,14.00,884.00
2825,1,78,3,2,1,2,not acept,not furnished,1900.00,205.00,25.00,3081.00
2826,1,280,3,4,3,3,acept,not furnished,5200.00,250.00,66.00,7233.00
2827,1,200,4,3,2,0,acept,not furnished,6660.00,575.00,101.00,7336.00
2828,0,65,1,1,1,12,acept,not furnished,980.00,86.00,13.00,1593.00
2829,1,330,4,3,0,0,acept,not furnished,9800.00,750.00,148.00,10700.00
2830,1,100,2,2,0,1,acept,not furnished,2000.00,63.00,26.00,2989.00
2831,1,155,3,3,3,3,not acept,not furnished,7500.00,878.00,96.00,10510.00
2832,1,180,3,3,1,0,acept,furnished,6800.00,0.00,87.00,8287.00
2833,1,46,1,1,1,9,acept,not furnished,2200.00,35.00,28.00,2763.00
2834,1,168,3,4,3,10,acept,furnished,7300.00,1000.00,93.00,10290.00
2835,1,140,3,2,1,8,not acept,not furnished,4000.00,217.00,51.00,5768.00
2836,1,120,3,2,2,0,acept,not furnished,5000.00,250.00,76.00,5326.00
2837,0,100,3,2,0,2,not acept,not furnished,808.00,81.00,11.00,1715.00
2838,1,260,3,4,3,0,acept,not furnished,5000.00,393.00,47.00,5440.00
2839,1,40,1,1,0,0,acept,not furnished,650.00,17.00,10.00,677.00
2840,1,80,2,2,1,4,acept,not furnished,3647.00,157.00,47.00,4651.00
2841,1,200,3,5,3,0,acept,not furnished,2950.00,250.00,45.00,3245.00
2842,1,75,3,1,1,8,not acept,not furnished,2350.00,99.00,30.00,3459.00
2843,1,360,4,5,4,2,acept,furnished,12750.00,2779.00,162.00,21110.00
2844,1,270,3,2,2,15,acept,not furnished,10000.00,407.00,127.00,12700.00
2845,0,45,1,1,0,0,not acept,not furnished,700.00,25.00,11.00,736.00
2846,1,177,3,3,3,4,not acept,not furnished,8500.00,1250.00,108.00,14360.00
2847,0,104,2,2,2,8,acept,not furnished,3805.00,264.00,49.00,5293.00
2848,1,30,1,1,0,18,not acept,not furnished,980.00,0.00,13.00,1583.00
2849,1,170,3,2,1,14,not acept,not furnished,4500.00,263.00,58.00,5871.00
2850,1,58,2,2,1,14,acept,not furnished,2300.00,88.00,30.00,2898.00
2851,1,47,2,1,1,16,acept,not furnished,1350.00,0.00,18.00,1818.00
2852,0,53,1,1,1,8,not acept,not furnished,650.00,36.00,9.00,1245.00
2853,1,75,2,1,1,0,acept,not furnished,2450.00,0.00,37.00,2487.00
2854,1,22,1,1,0,25,acept,not furnished,2200.00,55.00,28.00,2755.00
2855,1,76,2,1,1,0,acept,not furnished,2000.00,45.00,31.00,2076.00
2856,1,40,1,1,1,8,acept,furnished,2300.00,90.00,30.00,3071.00
2857,1,260,4,4,4,8,acept,not furnished,10000.00,1163.00,127.00,14440.00
2858,1,51,2,1,1,9,acept,not furnished,2500.00,17.00,32.00,2999.00
2859,1,64,2,2,1,19,acept,furnished,2200.00,21.00,28.00,2699.00
2860,1,115,2,1,0,5,acept,not furnished,2200.00,67.00,28.00,3795.00
2861,1,110,2,2,1,0,acept,not furnished,2200.00,192.00,34.00,2426.00
2862,1,140,3,2,1,6,not acept,not furnished,2500.00,340.00,32.00,4612.00
2863,1,45,2,1,1,11,acept,not furnished,1598.00,0.00,21.00,1999.00
2864,1,199,3,4,5,17,acept,furnished,4000.00,1500.00,51.00,8351.00
2865,1,180,3,4,1,10,acept,not furnished,6900.00,342.00,88.00,8730.00
2866,1,113,3,2,2,0,acept,not furnished,2990.00,22.00,45.00,3057.00
2867,0,75,2,2,1,11,acept,not furnished,1189.00,75.00,16.00,1780.00
2868,1,93,3,3,2,1,acept,not furnished,2275.00,584.00,29.00,3838.00
2869,1,68,2,1,1,4,acept,not furnished,1200.00,0.00,16.00,1842.00
2870,0,200,3,4,5,0,not acept,not furnished,4300.00,84.00,65.00,5299.00
2871,1,118,3,3,2,6,acept,not furnished,3500.00,534.00,45.00,5279.00
2872,1,318,4,6,4,0,not acept,not furnished,12000.00,334.00,153.00,14990.00
2873,1,170,3,3,4,0,acept,not furnished,3500.00,222.00,53.00,3775.00
2874,0,250,3,3,2,1,acept,not furnished,1700.00,256.00,22.00,4178.00
2875,1,50,2,1,1,0,acept,not furnished,1100.00,50.00,14.00,1674.00
2876,1,50,2,1,1,7,not acept,not furnished,1500.00,0.00,20.00,1867.00
2877,1,30,1,1,1,15,not acept,furnished,3500.00,127.00,45.00,4340.00
2878,0,94,3,2,2,2,acept,not furnished,3500.00,209.00,45.00,4404.00
2879,1,50,1,1,0,5,acept,not furnished,1850.00,0.00,24.00,2249.00
2880,1,114,3,5,3,3,acept,not furnished,3800.00,857.00,49.00,7306.00
2881,1,65,3,2,1,5,acept,not furnished,2230.00,21.00,29.00,2806.00
2882,1,200,3,5,4,6,acept,not furnished,1720.00,959.00,22.00,4671.00
2883,1,265,4,4,4,0,acept,not furnished,6000.00,177.00,91.00,6268.00
2884,1,75,3,3,2,10,acept,not furnished,2000.00,192.00,26.00,3083.00
2885,1,68,2,2,1,8,not acept,not furnished,2400.00,125.00,31.00,3156.00
2886,1,150,3,2,0,0,acept,not furnished,4000.00,24.00,61.00,4085.00
2887,1,208,3,3,3,13,acept,not furnished,5960.00,641.00,76.00,8881.00
2888,1,300,2,2,2,0,acept,not furnished,2700.00,300.00,41.00,3041.00
2889,0,620,5,6,4,17,acept,not furnished,5850.00,1200.00,75.00,14530.00
2890,1,92,3,2,2,10,acept,not furnished,3500.00,317.00,45.00,4852.00
2891,1,200,3,2,2,0,acept,not furnished,4500.00,250.00,68.00,4818.00
2892,1,108,3,2,1,14,acept,not furnished,5000.00,127.00,64.00,6905.00
2893,1,190,4,4,2,0,acept,not furnished,3500.00,315.00,53.00,3868.00
2894,0,87,3,2,1,12,acept,furnished,1450.00,100.00,19.00,2439.00
2895,1,80,2,1,1,6,acept,not furnished,1275.00,0.00,17.00,2092.00
2896,1,270,4,3,3,2,acept,not furnished,6000.00,550.00,77.00,9887.00
2897,1,170,3,2,1,17,acept,not furnished,4950.00,264.00,63.00,6877.00
2898,1,198,4,2,0,0,acept,not furnished,4000.00,500.00,61.00,4561.00
2899,0,55,1,1,0,1,acept,not furnished,716.00,12.00,10.00,998.00
2900,1,34,1,1,0,0,acept,not furnished,1331.00,0.00,17.00,1530.00
2901,1,50,2,1,0,14,acept,not furnished,1890.00,0.00,24.00,2184.00
2902,1,68,2,1,1,4,acept,furnished,2093.00,97.00,27.00,3381.00
2903,1,290,4,4,0,0,acept,not furnished,6800.00,1100.00,103.00,8003.00
2904,1,25,1,1,0,1,not acept,not furnished,1050.00,84.00,14.00,1148.00
2905,1,240,4,4,3,9,acept,not furnished,2144.00,834.00,28.00,5506.00
2906,1,43,1,1,0,6,not acept,not furnished,1080.00,57.00,14.00,1501.00
