"STATISTIC","STATISTIC Label","TLIST(A1)","Year","C02719V03286","Country","C02199V02655","Sex","C02542V03077","Origin or Destination","UNIT","VALUE"
"PEA18","Estimated Migration (Persons in April)","2009","2009","GB1","United Kingdom (1)","-","Both sexes","01","Net migration","Thousand","0.2"
"PEA18","Estimated Migration (Persons in April)","2009","2009","GB1","United Kingdom (1)","-","Both sexes","04","Emigrants: All destinations","Thousand","13.2"
"PEA18","Estimated Migration (Persons in April)","2009","2009","GB1","United Kingdom (1)","-","Both sexes","05","Immigrants: All origins","Thousand","13.4"
"PEA18","Estimated Migration (Persons in April)","2009","2009","GB1","United Kingdom (1)","1","Male","01","Net migration","Thousand","-0.3"
"PEA18","Estimated Migration (Persons in April)","2009","2009","GB1","United Kingdom (1)","1","Male","04","Emigrants: All destinations","Thousand","8"
"PEA18","Estimated Migration (Persons in April)","2009","2009","GB1","United Kingdom (1)","1","Male","05","Immigrants: All origins","Thousand","7.8"
"PEA18","Estimated Migration (Persons in April)","2009","2009","GB1","United Kingdom (1)","2","Female","01","Net migration","Thousand","0.5"
"PEA18","Estimated Migration (Persons in April)","2009","2009","GB1","United Kingdom (1)","2","Female","04","Emigrants: All destinations","Thousand","5.1"
"PEA18","Estimated Migration (Persons in April)","2009","2009","GB1","United Kingdom (1)","2","Female","05","Immigrants: All origins","Thousand","5.6"
"PEA18","Estimated Migration (Persons in April)","2009","2009","US","United States","-","Both sexes","01","Net migration","Thousand","-1"
"PEA18","Estimated Migration (Persons in April)","2009","2009","US","United States","-","Both sexes","04","Emigrants: All destinations","Thousand","4.1"
"PEA18","Estimated Migration (Persons in April)","2009","2009","US","United States","-","Both sexes","05","Immigrants: All origins","Thousand","3"
"PEA18","Estimated Migration (Persons in April)","2009","2009","US","United States","1","Male","01","Net migration","Thousand","-0.8"
"PEA18","Estimated Migration (Persons in April)","2009","2009","US","United States","1","Male","04","Emigrants: All destinations","Thousand","2.2"
"PEA18","Estimated Migration (Persons in April)","2009","2009","US","United States","1","Male","05","Immigrants: All origins","Thousand","1.5"
"PEA18","Estimated Migration (Persons in April)","2009","2009","US","United States","2","Female","01","Net migration","Thousand","-0.3"
"PEA18","Estimated Migration (Persons in April)","2009","2009","US","United States","2","Female","04","Emigrants: All destinations","Thousand","1.8"
"PEA18","Estimated Migration (Persons in April)","2009","2009","US","United States","2","Female","05","Immigrants: All origins","Thousand","1.5"
"PEA18","Estimated Migration (Persons in April)","2009","2009","CA","Canada","-","Both sexes","01","Net migration","Thousand","-0.2"
"PEA18","Estimated Migration (Persons in April)","2009","2009","CA","Canada","-","Both sexes","04","Emigrants: All destinations","Thousand","1.1"
"PEA18","Estimated Migration (Persons in April)","2009","2009","CA","Canada","-","Both sexes","05","Immigrants: All origins","Thousand","1"
"PEA18","Estimated Migration (Persons in April)","2009","2009","CA","Canada","1","Male","01","Net migration","Thousand","-0.2"
"PEA18","Estimated Migration (Persons in April)","2009","2009","CA","Canada","1","Male","04","Emigrants: All destinations","Thousand","0.6"
"PEA18","Estimated Migration (Persons in April)","2009","2009","CA","Canada","1","Male","05","Immigrants: All origins","Thousand","0.4"
"PEA18","Estimated Migration (Persons in April)","2009","2009","CA","Canada","2","Female","01","Net migration","Thousand","0"
"PEA18","Estimated Migration (Persons in April)","2009","2009","CA","Canada","2","Female","04","Emigrants: All destinations","Thousand","0.6"
"PEA18","Estimated Migration (Persons in April)","2009","2009","CA","Canada","2","Female","05","Immigrants: All origins","Thousand","0.6"
"PEA18","Estimated Migration (Persons in April)","2009","2009","AU","Australia","-","Both sexes","01","Net migration","Thousand","-4"
"PEA18","Estimated Migration (Persons in April)","2009","2009","AU","Australia","-","Both sexes","04","Emigrants: All destinations","Thousand","11.1"
"PEA18","Estimated Migration (Persons in April)","2009","2009","AU","Australia","-","Both sexes","05","Immigrants: All origins","Thousand","7.1"
"PEA18","Estimated Migration (Persons in April)","2009","2009","AU","Australia","1","Male","01","Net migration","Thousand","-2.5"
"PEA18","Estimated Migration (Persons in April)","2009","2009","AU","Australia","1","Male","04","Emigrants: All destinations","Thousand","6.7"
"PEA18","Estimated Migration (Persons in April)","2009","2009","AU","Australia","1","Male","05","Immigrants: All origins","Thousand","4.2"
"PEA18","Estimated Migration (Persons in April)","2009","2009","AU","Australia","2","Female","01","Net migration","Thousand","-1.5"
"PEA18","Estimated Migration (Persons in April)","2009","2009","AU","Australia","2","Female","04","Emigrants: All destinations","Thousand","4.4"
"PEA18","Estimated Migration (Persons in April)","2009","2009","AU","Australia","2","Female","05","Immigrants: All origins","Thousand","2.9"
"PEA18","Estimated Migration (Persons in April)","2009","2009","ZZWORX23","Other countries (23)","-","Both sexes","01","Net migration","Thousand","3.6"
"PEA18","Estimated Migration (Persons in April)","2009","2009","ZZWORX23","Other countries (23)","-","Both sexes","04","Emigrants: All destinations","Thousand","9.9"
"PEA18","Estimated Migration (Persons in April)","2009","2009","ZZWORX23","Other countries (23)","-","Both sexes","05","Immigrants: All origins","Thousand","13.6"
"PEA18","Estimated Migration (Persons in April)","2009","2009","ZZWORX23","Other countries (23)","1","Male","01","Net migration","Thousand","2"
"PEA18","Estimated Migration (Persons in April)","2009","2009","ZZWORX23","Other countries (23)","1","Male","04","Emigrants: All destinations","Thousand","5.4"
"PEA18","Estimated Migration (Persons in April)","2009","2009","ZZWORX23","Other countries (23)","1","Male","05","Immigrants: All origins","Thousand","7.4"
"PEA18","Estimated Migration (Persons in April)","2009","2009","ZZWORX23","Other countries (23)","2","Female","01","Net migration","Thousand","1.6"
"PEA18","Estimated Migration (Persons in April)","2009","2009","ZZWORX23","Other countries (23)","2","Female","04","Emigrants: All destinations","Thousand","4.6"
"PEA18","Estimated Migration (Persons in April)","2009","2009","ZZWORX23","Other countries (23)","2","Female","05","Immigrants: All origins","Thousand","6.2"
"PEA18","Estimated Migration (Persons in April)","2009","2009","-","All countries","-","Both sexes","01","Net migration","Thousand","1.6"
"PEA18","Estimated Migration (Persons in April)","2009","2009","-","All countries","-","Both sexes","04","Emigrants: All destinations","Thousand","72"
"PEA18","Estimated Migration (Persons in April)","2009","2009","-","All countries","-","Both sexes","05","Immigrants: All origins","Thousand","73.7"
"PEA18","Estimated Migration (Persons in April)","2009","2009","-","All countries","1","Male","01","Net migration","Thousand","-5.1"
"PEA18","Estimated Migration (Persons in April)","2009","2009","-","All countries","1","Male","04","Emigrants: All destinations","Thousand","41.9"
"PEA18","Estimated Migration (Persons in April)","2009","2009","-","All countries","1","Male","05","Immigrants: All origins","Thousand","36.8"
"PEA18","Estimated Migration (Persons in April)","2009","2009","-","All countries","2","Female","01","Net migration","Thousand","6.7"
"PEA18","Estimated Migration (Persons in April)","2009","2009","-","All countries","2","Female","04","Emigrants: All destinations","Thousand","30.1"
"PEA18","Estimated Migration (Persons in April)","2009","2009","-","All countries","2","Female","05","Immigrants: All origins","Thousand","36.8"
"PEA18","Estimated Migration (Persons in April)","2009","2009","E1420XIE","EU14 excl Irl (UK & Ireland)","-","Both sexes","01","Net migration","Thousand","10.7"
"PEA18","Estimated Migration (Persons in April)","2009","2009","E1420XIE","EU14 excl Irl (UK & Ireland)","-","Both sexes","04","Emigrants: All destinations","Thousand","7.4"
"PEA18","Estimated Migration (Persons in April)","2009","2009","E1420XIE","EU14 excl Irl (UK & Ireland)","-","Both sexes","05","Immigrants: All origins","Thousand","18.1"
"PEA18","Estimated Migration (Persons in April)","2009","2009","E1420XIE","EU14 excl Irl (UK & Ireland)","1","Male","01","Net migration","Thousand","3.3"
"PEA18","Estimated Migration (Persons in April)","2009","2009","E1420XIE","EU14 excl Irl (UK & Ireland)","1","Male","04","Emigrants: All destinations","Thousand","3"
"PEA18","Estimated Migration (Persons in April)","2009","2009","E1420XIE","EU14 excl Irl (UK & Ireland)","1","Male","05","Immigrants: All origins","Thousand","6.3"
"PEA18","Estimated Migration (Persons in April)","2009","2009","E1420XIE","EU14 excl Irl (UK & Ireland)","2","Female","01","Net migration","Thousand","7.4"
"PEA18","Estimated Migration (Persons in April)","2009","2009","E1420XIE","EU14 excl Irl (UK & Ireland)","2","Female","04","Emigrants: All destinations","Thousand","4.4"
"PEA18","Estimated Migration (Persons in April)","2009","2009","E1420XIE","EU14 excl Irl (UK & Ireland)","2","Female","05","Immigrants: All origins","Thousand","11.8"
"PEA18","Estimated Migration (Persons in April)","2009","2009","E15E2720","EU15 to EU27 (accession countries joined post 2004)","-","Both sexes","01","Net migration","Thousand","-7.7"
"PEA18","Estimated Migration (Persons in April)","2009","2009","E15E2720","EU15 to EU27 (accession countries joined post 2004)","-","Both sexes","04","Emigrants: All destinations","Thousand","25.2"
"PEA18","Estimated Migration (Persons in April)","2009","2009","E15E2720","EU15 to EU27 (accession countries joined post 2004)","-","Both sexes","05","Immigrants: All origins","Thousand","17.5"
"PEA18","Estimated Migration (Persons in April)","2009","2009","E15E2720","EU15 to EU27 (accession countries joined post 2004)","1","Male","01","Net migration","Thousand","-6.7"
"PEA18","Estimated Migration (Persons in April)","2009","2009","E15E2720","EU15 to EU27 (accession countries joined post 2004)","1","Male","04","Emigrants: All destinations","Thousand","16"
"PEA18","Estimated Migration (Persons in April)","2009","2009","E15E2720","EU15 to EU27 (accession countries joined post 2004)","1","Male","05","Immigrants: All origins","Thousand","9.3"
"PEA18","Estimated Migration (Persons in April)","2009","2009","E15E2720","EU15 to EU27 (accession countries joined post 2004)","2","Female","01","Net migration","Thousand","-1"
"PEA18","Estimated Migration (Persons in April)","2009","2009","E15E2720","EU15 to EU27 (accession countries joined post 2004)","2","Female","04","Emigrants: All destinations","Thousand","9.2"
"PEA18","Estimated Migration (Persons in April)","2009","2009","E15E2720","EU15 to EU27 (accession countries joined post 2004)","2","Female","05","Immigrants: All origins","Thousand","8.2"
"PEA18","Estimated Migration (Persons in April)","2010","2010","GB1","United Kingdom (1)","-","Both sexes","01","Net migration","Thousand","-6.2"
"PEA18","Estimated Migration (Persons in April)","2010","2010","GB1","United Kingdom (1)","-","Both sexes","04","Emigrants: All destinations","Thousand","15.3"
"PEA18","Estimated Migration (Persons in April)","2010","2010","GB1","United Kingdom (1)","-","Both sexes","05","Immigrants: All origins","Thousand","9.1"
"PEA18","Estimated Migration (Persons in April)","2010","2010","GB1","United Kingdom (1)","1","Male","01","Net migration","Thousand","-4.8"
"PEA18","Estimated Migration (Persons in April)","2010","2010","GB1","United Kingdom (1)","1","Male","04","Emigrants: All destinations","Thousand","8.8"
"PEA18","Estimated Migration (Persons in April)","2010","2010","GB1","United Kingdom (1)","1","Male","05","Immigrants: All origins","Thousand","4"
"PEA18","Estimated Migration (Persons in April)","2010","2010","GB1","United Kingdom (1)","2","Female","01","Net migration","Thousand","-1.4"
"PEA18","Estimated Migration (Persons in April)","2010","2010","GB1","United Kingdom (1)","2","Female","04","Emigrants: All destinations","Thousand","6.4"
"PEA18","Estimated Migration (Persons in April)","2010","2010","GB1","United Kingdom (1)","2","Female","05","Immigrants: All origins","Thousand","5.1"
"PEA18","Estimated Migration (Persons in April)","2010","2010","US","United States","-","Both sexes","01","Net migration","Thousand","-1.3"
"PEA18","Estimated Migration (Persons in April)","2010","2010","US","United States","-","Both sexes","04","Emigrants: All destinations","Thousand","2.9"
"PEA18","Estimated Migration (Persons in April)","2010","2010","US","United States","-","Both sexes","05","Immigrants: All origins","Thousand","1.7"
"PEA18","Estimated Migration (Persons in April)","2010","2010","US","United States","1","Male","01","Net migration","Thousand","-1.3"
"PEA18","Estimated Migration (Persons in April)","2010","2010","US","United States","1","Male","04","Emigrants: All destinations","Thousand","2.1"
"PEA18","Estimated Migration (Persons in April)","2010","2010","US","United States","1","Male","05","Immigrants: All origins","Thousand","0.8"
"PEA18","Estimated Migration (Persons in April)","2010","2010","US","United States","2","Female","01","Net migration","Thousand","0"
"PEA18","Estimated Migration (Persons in April)","2010","2010","US","United States","2","Female","04","Emigrants: All destinations","Thousand","0.8"
"PEA18","Estimated Migration (Persons in April)","2010","2010","US","United States","2","Female","05","Immigrants: All origins","Thousand","0.8"
"PEA18","Estimated Migration (Persons in April)","2010","2010","CA","Canada","-","Both sexes","01","Net migration","Thousand","-1.9"
"PEA18","Estimated Migration (Persons in April)","2010","2010","CA","Canada","-","Both sexes","04","Emigrants: All destinations","Thousand","2.4"
"PEA18","Estimated Migration (Persons in April)","2010","2010","CA","Canada","-","Both sexes","05","Immigrants: All origins","Thousand","0.5"
"PEA18","Estimated Migration (Persons in April)","2010","2010","CA","Canada","1","Male","01","Net migration","Thousand","-1.5"
"PEA18","Estimated Migration (Persons in April)","2010","2010","CA","Canada","1","Male","04","Emigrants: All destinations","Thousand","1.7"
"PEA18","Estimated Migration (Persons in April)","2010","2010","CA","Canada","1","Male","05","Immigrants: All origins","Thousand","0.2"
"PEA18","Estimated Migration (Persons in April)","2010","2010","CA","Canada","2","Female","01","Net migration","Thousand","-0.4"
"PEA18","Estimated Migration (Persons in April)","2010","2010","CA","Canada","2","Female","04","Emigrants: All destinations","Thousand","0.7"
"PEA18","Estimated Migration (Persons in April)","2010","2010","CA","Canada","2","Female","05","Immigrants: All origins","Thousand","0.3"
"PEA18","Estimated Migration (Persons in April)","2010","2010","AU","Australia","-","Both sexes","01","Net migration","Thousand","-3.9"
"PEA18","Estimated Migration (Persons in April)","2010","2010","AU","Australia","-","Both sexes","04","Emigrants: All destinations","Thousand","10.4"
"PEA18","Estimated Migration (Persons in April)","2010","2010","AU","Australia","-","Both sexes","05","Immigrants: All origins","Thousand","6.5"
"PEA18","Estimated Migration (Persons in April)","2010","2010","AU","Australia","1","Male","01","Net migration","Thousand","-3.2"
"PEA18","Estimated Migration (Persons in April)","2010","2010","AU","Australia","1","Male","04","Emigrants: All destinations","Thousand","6.6"
"PEA18","Estimated Migration (Persons in April)","2010","2010","AU","Australia","1","Male","05","Immigrants: All origins","Thousand","3.5"
"PEA18","Estimated Migration (Persons in April)","2010","2010","AU","Australia","2","Female","01","Net migration","Thousand","-0.7"
"PEA18","Estimated Migration (Persons in April)","2010","2010","AU","Australia","2","Female","04","Emigrants: All destinations","Thousand","3.8"
"PEA18","Estimated Migration (Persons in April)","2010","2010","AU","Australia","2","Female","05","Immigrants: All origins","Thousand","3"
"PEA18","Estimated Migration (Persons in April)","2010","2010","ZZWORX23","Other countries (23)","-","Both sexes","01","Net migration","Thousand","-4.1"
"PEA18","Estimated Migration (Persons in April)","2010","2010","ZZWORX23","Other countries (23)","-","Both sexes","04","Emigrants: All destinations","Thousand","11.7"
"PEA18","Estimated Migration (Persons in April)","2010","2010","ZZWORX23","Other countries (23)","-","Both sexes","05","Immigrants: All origins","Thousand","7.6"
"PEA18","Estimated Migration (Persons in April)","2010","2010","ZZWORX23","Other countries (23)","1","Male","01","Net migration","Thousand","-3"
"PEA18","Estimated Migration (Persons in April)","2010","2010","ZZWORX23","Other countries (23)","1","Male","04","Emigrants: All destinations","Thousand","6.8"
"PEA18","Estimated Migration (Persons in April)","2010","2010","ZZWORX23","Other countries (23)","1","Male","05","Immigrants: All origins","Thousand","3.8"
"PEA18","Estimated Migration (Persons in April)","2010","2010","ZZWORX23","Other countries (23)","2","Female","01","Net migration","Thousand","-1.1"
"PEA18","Estimated Migration (Persons in April)","2010","2010","ZZWORX23","Other countries (23)","2","Female","04","Emigrants: All destinations","Thousand","4.9"
"PEA18","Estimated Migration (Persons in April)","2010","2010","ZZWORX23","Other countries (23)","2","Female","05","Immigrants: All origins","Thousand","3.8"
"PEA18","Estimated Migration (Persons in April)","2010","2010","-","All countries","-","Both sexes","01","Net migration","Thousand","-27.5"
"PEA18","Estimated Migration (Persons in April)","2010","2010","-","All countries","-","Both sexes","04","Emigrants: All destinations","Thousand","69.2"
"PEA18","Estimated Migration (Persons in April)","2010","2010","-","All countries","-","Both sexes","05","Immigrants: All origins","Thousand","41.8"
"PEA18","Estimated Migration (Persons in April)","2010","2010","-","All countries","1","Male","01","Net migration","Thousand","-20.2"
"PEA18","Estimated Migration (Persons in April)","2010","2010","-","All countries","1","Male","04","Emigrants: All destinations","Thousand","40.6"
"PEA18","Estimated Migration (Persons in April)","2010","2010","-","All countries","1","Male","05","Immigrants: All origins","Thousand","20.4"
"PEA18","Estimated Migration (Persons in April)","2010","2010","-","All countries","2","Female","01","Net migration","Thousand","-7.2"
"PEA18","Estimated Migration (Persons in April)","2010","2010","-","All countries","2","Female","04","Emigrants: All destinations","Thousand","28.7"
"PEA18","Estimated Migration (Persons in April)","2010","2010","-","All countries","2","Female","05","Immigrants: All origins","Thousand","21.4"
"PEA18","Estimated Migration (Persons in April)","2010","2010","E1420XIE","EU14 excl Irl (UK & Ireland)","-","Both sexes","01","Net migration","Thousand","-4.1"
"PEA18","Estimated Migration (Persons in April)","2010","2010","E1420XIE","EU14 excl Irl (UK & Ireland)","-","Both sexes","04","Emigrants: All destinations","Thousand","11.9"
"PEA18","Estimated Migration (Persons in April)","2010","2010","E1420XIE","EU14 excl Irl (UK & Ireland)","-","Both sexes","05","Immigrants: All origins","Thousand","7.8"
"PEA18","Estimated Migration (Persons in April)","2010","2010","E1420XIE","EU14 excl Irl (UK & Ireland)","1","Male","01","Net migration","Thousand","-2"
"PEA18","Estimated Migration (Persons in April)","2010","2010","E1420XIE","EU14 excl Irl (UK & Ireland)","1","Male","04","Emigrants: All destinations","Thousand","5.4"
"PEA18","Estimated Migration (Persons in April)","2010","2010","E1420XIE","EU14 excl Irl (UK & Ireland)","1","Male","05","Immigrants: All origins","Thousand","3.4"
"PEA18","Estimated Migration (Persons in April)","2010","2010","E1420XIE","EU14 excl Irl (UK & Ireland)","2","Female","01","Net migration","Thousand","-2.1"
"PEA18","Estimated Migration (Persons in April)","2010","2010","E1420XIE","EU14 excl Irl (UK & Ireland)","2","Female","04","Emigrants: All destinations","Thousand","6.5"
"PEA18","Estimated Migration (Persons in April)","2010","2010","E1420XIE","EU14 excl Irl (UK & Ireland)","2","Female","05","Immigrants: All origins","Thousand","4.4"
"PEA18","Estimated Migration (Persons in April)","2010","2010","E15E2720","EU15 to EU27 (accession countries joined post 2004)","-","Both sexes","01","Net migration","Thousand","-5.9"
"PEA18","Estimated Migration (Persons in April)","2010","2010","E15E2720","EU15 to EU27 (accession countries joined post 2004)","-","Both sexes","04","Emigrants: All destinations","Thousand","14.6"
"PEA18","Estimated Migration (Persons in April)","2010","2010","E15E2720","EU15 to EU27 (accession countries joined post 2004)","-","Both sexes","05","Immigrants: All origins","Thousand","8.7"
"PEA18","Estimated Migration (Persons in April)","2010","2010","E15E2720","EU15 to EU27 (accession countries joined post 2004)","1","Male","01","Net migration","Thousand","-4.3"
"PEA18","Estimated Migration (Persons in April)","2010","2010","E15E2720","EU15 to EU27 (accession countries joined post 2004)","1","Male","04","Emigrants: All destinations","Thousand","9"
"PEA18","Estimated Migration (Persons in April)","2010","2010","E15E2720","EU15 to EU27 (accession countries joined post 2004)","1","Male","05","Immigrants: All origins","Thousand","4.7"
"PEA18","Estimated Migration (Persons in April)","2010","2010","E15E2720","EU15 to EU27 (accession countries joined post 2004)","2","Female","01","Net migration","Thousand","-1.6"
"PEA18","Estimated Migration (Persons in April)","2010","2010","E15E2720","EU15 to EU27 (accession countries joined post 2004)","2","Female","04","Emigrants: All destinations","Thousand","5.6"
"PEA18","Estimated Migration (Persons in April)","2010","2010","E15E2720","EU15 to EU27 (accession countries joined post 2004)","2","Female","05","Immigrants: All origins","Thousand","4"
"PEA18","Estimated Migration (Persons in April)","2011","2011","GB1","United Kingdom (1)","-","Both sexes","01","Net migration","Thousand","-8.1"
"PEA18","Estimated Migration (Persons in April)","2011","2011","GB1","United Kingdom (1)","-","Both sexes","04","Emigrants: All destinations","Thousand","20"
"PEA18","Estimated Migration (Persons in April)","2011","2011","GB1","United Kingdom (1)","-","Both sexes","05","Immigrants: All origins","Thousand","11.9"
"PEA18","Estimated Migration (Persons in April)","2011","2011","GB1","United Kingdom (1)","1","Male","01","Net migration","Thousand","-5.2"
"PEA18","Estimated Migration (Persons in April)","2011","2011","GB1","United Kingdom (1)","1","Male","04","Emigrants: All destinations","Thousand","11.1"
"PEA18","Estimated Migration (Persons in April)","2011","2011","GB1","United Kingdom (1)","1","Male","05","Immigrants: All origins","Thousand","5.9"
"PEA18","Estimated Migration (Persons in April)","2011","2011","GB1","United Kingdom (1)","2","Female","01","Net migration","Thousand","-3"
"PEA18","Estimated Migration (Persons in April)","2011","2011","GB1","United Kingdom (1)","2","Female","04","Emigrants: All destinations","Thousand","8.9"
"PEA18","Estimated Migration (Persons in April)","2011","2011","GB1","United Kingdom (1)","2","Female","05","Immigrants: All origins","Thousand","6"
"PEA18","Estimated Migration (Persons in April)","2011","2011","US","United States","-","Both sexes","01","Net migration","Thousand","-1.4"
"PEA18","Estimated Migration (Persons in April)","2011","2011","US","United States","-","Both sexes","04","Emigrants: All destinations","Thousand","4.7"
"PEA18","Estimated Migration (Persons in April)","2011","2011","US","United States","-","Both sexes","05","Immigrants: All origins","Thousand","3.3"
"PEA18","Estimated Migration (Persons in April)","2011","2011","US","United States","1","Male","01","Net migration","Thousand","-1.1"
"PEA18","Estimated Migration (Persons in April)","2011","2011","US","United States","1","Male","04","Emigrants: All destinations","Thousand","2.6"
"PEA18","Estimated Migration (Persons in April)","2011","2011","US","United States","1","Male","05","Immigrants: All origins","Thousand","1.5"
"PEA18","Estimated Migration (Persons in April)","2011","2011","US","United States","2","Female","01","Net migration","Thousand","-0.3"
"PEA18","Estimated Migration (Persons in April)","2011","2011","US","United States","2","Female","04","Emigrants: All destinations","Thousand","2.1"
"PEA18","Estimated Migration (Persons in April)","2011","2011","US","United States","2","Female","05","Immigrants: All origins","Thousand","1.7"
"PEA18","Estimated Migration (Persons in April)","2011","2011","CA","Canada","-","Both sexes","01","Net migration","Thousand","-0.9"
"PEA18","Estimated Migration (Persons in April)","2011","2011","CA","Canada","-","Both sexes","04","Emigrants: All destinations","Thousand","2.1"
"PEA18","Estimated Migration (Persons in April)","2011","2011","CA","Canada","-","Both sexes","05","Immigrants: All origins","Thousand","1.3"
"PEA18","Estimated Migration (Persons in April)","2011","2011","CA","Canada","1","Male","01","Net migration","Thousand","-0.5"
"PEA18","Estimated Migration (Persons in April)","2011","2011","CA","Canada","1","Male","04","Emigrants: All destinations","Thousand","1.1"
"PEA18","Estimated Migration (Persons in April)","2011","2011","CA","Canada","1","Male","05","Immigrants: All origins","Thousand","0.7"
"PEA18","Estimated Migration (Persons in April)","2011","2011","CA","Canada","2","Female","01","Net migration","Thousand","-0.4"
"PEA18","Estimated Migration (Persons in April)","2011","2011","CA","Canada","2","Female","04","Emigrants: All destinations","Thousand","1"
"PEA18","Estimated Migration (Persons in April)","2011","2011","CA","Canada","2","Female","05","Immigrants: All origins","Thousand","0.6"
"PEA18","Estimated Migration (Persons in April)","2011","2011","AU","Australia","-","Both sexes","01","Net migration","Thousand","-9"
"PEA18","Estimated Migration (Persons in April)","2011","2011","AU","Australia","-","Both sexes","04","Emigrants: All destinations","Thousand","13.4"
"PEA18","Estimated Migration (Persons in April)","2011","2011","AU","Australia","-","Both sexes","05","Immigrants: All origins","Thousand","4.5"
"PEA18","Estimated Migration (Persons in April)","2011","2011","AU","Australia","1","Male","01","Net migration","Thousand","-5.1"
"PEA18","Estimated Migration (Persons in April)","2011","2011","AU","Australia","1","Male","04","Emigrants: All destinations","Thousand","7.4"
"PEA18","Estimated Migration (Persons in April)","2011","2011","AU","Australia","1","Male","05","Immigrants: All origins","Thousand","2.2"
"PEA18","Estimated Migration (Persons in April)","2011","2011","AU","Australia","2","Female","01","Net migration","Thousand","-3.8"
"PEA18","Estimated Migration (Persons in April)","2011","2011","AU","Australia","2","Female","04","Emigrants: All destinations","Thousand","6"
"PEA18","Estimated Migration (Persons in April)","2011","2011","AU","Australia","2","Female","05","Immigrants: All origins","Thousand","2.2"
"PEA18","Estimated Migration (Persons in April)","2011","2011","ZZWORX23","Other countries (23)","-","Both sexes","01","Net migration","Thousand","-3.3"
"PEA18","Estimated Migration (Persons in April)","2011","2011","ZZWORX23","Other countries (23)","-","Both sexes","04","Emigrants: All destinations","Thousand","16.2"
"PEA18","Estimated Migration (Persons in April)","2011","2011","ZZWORX23","Other countries (23)","-","Both sexes","05","Immigrants: All origins","Thousand","12.9"
"PEA18","Estimated Migration (Persons in April)","2011","2011","ZZWORX23","Other countries (23)","1","Male","01","Net migration","Thousand","-1.3"
"PEA18","Estimated Migration (Persons in April)","2011","2011","ZZWORX23","Other countries (23)","1","Male","04","Emigrants: All destinations","Thousand","7.7"
"PEA18","Estimated Migration (Persons in April)","2011","2011","ZZWORX23","Other countries (23)","1","Male","05","Immigrants: All origins","Thousand","6.5"
"PEA18","Estimated Migration (Persons in April)","2011","2011","ZZWORX23","Other countries (23)","2","Female","01","Net migration","Thousand","-2"
"PEA18","Estimated Migration (Persons in April)","2011","2011","ZZWORX23","Other countries (23)","2","Female","04","Emigrants: All destinations","Thousand","8.5"
"PEA18","Estimated Migration (Persons in April)","2011","2011","ZZWORX23","Other countries (23)","2","Female","05","Immigrants: All origins","Thousand","6.5"
"PEA18","Estimated Migration (Persons in April)","2011","2011","-","All countries","-","Both sexes","01","Net migration","Thousand","-27.4"
"PEA18","Estimated Migration (Persons in April)","2011","2011","-","All countries","-","Both sexes","04","Emigrants: All destinations","Thousand","80.6"
"PEA18","Estimated Migration (Persons in April)","2011","2011","-","All countries","-","Both sexes","05","Immigrants: All origins","Thousand","53.3"
"PEA18","Estimated Migration (Persons in April)","2011","2011","-","All countries","1","Male","01","Net migration","Thousand","-15.8"
"PEA18","Estimated Migration (Persons in April)","2011","2011","-","All countries","1","Male","04","Emigrants: All destinations","Thousand","41.9"
"PEA18","Estimated Migration (Persons in April)","2011","2011","-","All countries","1","Male","05","Immigrants: All origins","Thousand","26"
"PEA18","Estimated Migration (Persons in April)","2011","2011","-","All countries","2","Female","01","Net migration","Thousand","-11.5"
"PEA18","Estimated Migration (Persons in April)","2011","2011","-","All countries","2","Female","04","Emigrants: All destinations","Thousand","38.8"
"PEA18","Estimated Migration (Persons in April)","2011","2011","-","All countries","2","Female","05","Immigrants: All origins","Thousand","27.2"
"PEA18","Estimated Migration (Persons in April)","2011","2011","E1420XIE","EU14 excl Irl (UK & Ireland)","-","Both sexes","01","Net migration","Thousand","-4.2"
"PEA18","Estimated Migration (Persons in April)","2011","2011","E1420XIE","EU14 excl Irl (UK & Ireland)","-","Both sexes","04","Emigrants: All destinations","Thousand","13.9"
"PEA18","Estimated Migration (Persons in April)","2011","2011","E1420XIE","EU14 excl Irl (UK & Ireland)","-","Both sexes","05","Immigrants: All origins","Thousand","9.7"
"PEA18","Estimated Migration (Persons in April)","2011","2011","E1420XIE","EU14 excl Irl (UK & Ireland)","1","Male","01","Net migration","Thousand","-2.4"
"PEA18","Estimated Migration (Persons in April)","2011","2011","E1420XIE","EU14 excl Irl (UK & Ireland)","1","Male","04","Emigrants: All destinations","Thousand","7"
"PEA18","Estimated Migration (Persons in April)","2011","2011","E1420XIE","EU14 excl Irl (UK & Ireland)","1","Male","05","Immigrants: All origins","Thousand","4.7"
"PEA18","Estimated Migration (Persons in April)","2011","2011","E1420XIE","EU14 excl Irl (UK & Ireland)","2","Female","01","Net migration","Thousand","-1.8"
"PEA18","Estimated Migration (Persons in April)","2011","2011","E1420XIE","EU14 excl Irl (UK & Ireland)","2","Female","04","Emigrants: All destinations","Thousand","6.8"
"PEA18","Estimated Migration (Persons in April)","2011","2011","E1420XIE","EU14 excl Irl (UK & Ireland)","2","Female","05","Immigrants: All origins","Thousand","5"
"PEA18","Estimated Migration (Persons in April)","2011","2011","E15E2720","EU15 to EU27 (accession countries joined post 2004)","-","Both sexes","01","Net migration","Thousand","-0.5"
