"STATISTIC","STATISTIC Label","TLIST(A1)","Year","C02076V02508","Age Group","C02199V02655","Sex","C02196V04140","Region","UNIT","VALUE"
"PEA04","Estimated Population (Persons in April)","2017","2017","205","0 - 4 years","1","Male","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","Thousand","11.9"
"PEA04","Estimated Population (Persons in April)","2017","2017","205","0 - 4 years","2","Female","-","State","Thousand","158.8"
"PEA04","Estimated Population (Persons in April)","2017","2017","205","0 - 4 years","2","Female","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","Thousand","12.7"
"PEA04","Estimated Population (Persons in April)","2017","2017","205","0 - 4 years","2","Female","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","Thousand","14.7"
"PEA04","Estimated Population (Persons in April)","2017","2017","205","0 - 4 years","2","Female","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","Thousand","14.9"
"PEA04","Estimated Population (Persons in April)","2017","2017","205","0 - 4 years","2","Female","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","Thousand","13.3"
"PEA04","Estimated Population (Persons in April)","2017","2017","205","0 - 4 years","2","Female","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","Thousand","22.1"
"PEA04","Estimated Population (Persons in April)","2017","2017","205","0 - 4 years","2","Female","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","Thousand","44.2"
"PEA04","Estimated Population (Persons in April)","2017","2017","205","0 - 4 years","2","Female","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","Thousand","25.9"
"PEA04","Estimated Population (Persons in April)","2017","2017","205","0 - 4 years","2","Female","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","Thousand","11.2"
"PEA04","Estimated Population (Persons in April)","2017","2017","245","5 - 9 years","-","Both sexes","-","State","Thousand","360.7"
"PEA04","Estimated Population (Persons in April)","2017","2017","245","5 - 9 years","-","Both sexes","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","Thousand","31.6"
"PEA04","Estimated Population (Persons in April)","2017","2017","245","5 - 9 years","-","Both sexes","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","Thousand","33.3"
"PEA04","Estimated Population (Persons in April)","2017","2017","245","5 - 9 years","-","Both sexes","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","Thousand","35.4"
"PEA04","Estimated Population (Persons in April)","2017","2017","245","5 - 9 years","-","Both sexes","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","Thousand","32.7"
"PEA04","Estimated Population (Persons in April)","2017","2017","245","5 - 9 years","-","Both sexes","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","Thousand","50.7"
"PEA04","Estimated Population (Persons in April)","2017","2017","245","5 - 9 years","-","Both sexes","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","Thousand","92.8"
"PEA04","Estimated Population (Persons in April)","2017","2017","245","5 - 9 years","-","Both sexes","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","Thousand","60.1"
"PEA04","Estimated Population (Persons in April)","2017","2017","245","5 - 9 years","-","Both sexes","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","Thousand","24"
"PEA04","Estimated Population (Persons in April)","2017","2017","245","5 - 9 years","1","Male","-","State","Thousand","184"
"PEA04","Estimated Population (Persons in April)","2017","2017","245","5 - 9 years","1","Male","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","Thousand","16.2"
"PEA04","Estimated Population (Persons in April)","2017","2017","245","5 - 9 years","1","Male","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","Thousand","17"
"PEA04","Estimated Population (Persons in April)","2017","2017","245","5 - 9 years","1","Male","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","Thousand","18.2"
"PEA04","Estimated Population (Persons in April)","2017","2017","245","5 - 9 years","1","Male","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","Thousand","16.8"
"PEA04","Estimated Population (Persons in April)","2017","2017","245","5 - 9 years","1","Male","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","Thousand","25.7"
"PEA04","Estimated Population (Persons in April)","2017","2017","245","5 - 9 years","1","Male","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","Thousand","47.4"
"PEA04","Estimated Population (Persons in April)","2017","2017","245","5 - 9 years","1","Male","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","Thousand","30.5"
"PEA04","Estimated Population (Persons in April)","2017","2017","245","5 - 9 years","1","Male","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","Thousand","12.3"
"PEA04","Estimated Population (Persons in April)","2017","2017","245","5 - 9 years","2","Female","-","State","Thousand","176.7"
"PEA04","Estimated Population (Persons in April)","2017","2017","245","5 - 9 years","2","Female","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","Thousand","15.4"
"PEA04","Estimated Population (Persons in April)","2017","2017","245","5 - 9 years","2","Female","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","Thousand","16.3"
"PEA04","Estimated Population (Persons in April)","2017","2017","245","5 - 9 years","2","Female","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","Thousand","17.2"
"PEA04","Estimated Population (Persons in April)","2017","2017","245","5 - 9 years","2","Female","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","Thousand","15.9"
"PEA04","Estimated Population (Persons in April)","2017","2017","245","5 - 9 years","2","Female","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","Thousand","25.1"
"PEA04","Estimated Population (Persons in April)","2017","2017","245","5 - 9 years","2","Female","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","Thousand","45.5"
"PEA04","Estimated Population (Persons in April)","2017","2017","245","5 - 9 years","2","Female","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","Thousand","29.6"
"PEA04","Estimated Population (Persons in April)","2017","2017","245","5 - 9 years","2","Female","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","Thousand","11.7"
"PEA04","Estimated Population (Persons in April)","2017","2017","265","10 - 14 years","-","Both sexes","-","State","Thousand","324.7"
"PEA04","Estimated Population (Persons in April)","2017","2017","265","10 - 14 years","-","Both sexes","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","Thousand","29.4"
"PEA04","Estimated Population (Persons in April)","2017","2017","265","10 - 14 years","-","Both sexes","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","Thousand","30.9"
"PEA04","Estimated Population (Persons in April)","2017","2017","265","10 - 14 years","-","Both sexes","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","Thousand","33"
"PEA04","Estimated Population (Persons in April)","2017","2017","265","10 - 14 years","-","Both sexes","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","Thousand","30.8"
"PEA04","Estimated Population (Persons in April)","2017","2017","265","10 - 14 years","-","Both sexes","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","Thousand","45.7"
"PEA04","Estimated Population (Persons in April)","2017","2017","265","10 - 14 years","-","Both sexes","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","Thousand","79"
"PEA04","Estimated Population (Persons in April)","2017","2017","265","10 - 14 years","-","Both sexes","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","Thousand","53.9"
"PEA04","Estimated Population (Persons in April)","2017","2017","265","10 - 14 years","-","Both sexes","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","Thousand","22"
"PEA04","Estimated Population (Persons in April)","2017","2017","265","10 - 14 years","1","Male","-","State","Thousand","166.2"
"PEA04","Estimated Population (Persons in April)","2017","2017","265","10 - 14 years","1","Male","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","Thousand","15.2"
"PEA04","Estimated Population (Persons in April)","2017","2017","265","10 - 14 years","1","Male","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","Thousand","15.8"
"PEA04","Estimated Population (Persons in April)","2017","2017","265","10 - 14 years","1","Male","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","Thousand","16.9"
"PEA04","Estimated Population (Persons in April)","2017","2017","265","10 - 14 years","1","Male","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","Thousand","15.8"
"PEA04","Estimated Population (Persons in April)","2017","2017","265","10 - 14 years","1","Male","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","Thousand","23.5"
"PEA04","Estimated Population (Persons in April)","2017","2017","265","10 - 14 years","1","Male","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","Thousand","40.3"
"PEA04","Estimated Population (Persons in April)","2017","2017","265","10 - 14 years","1","Male","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","Thousand","27.5"
"PEA04","Estimated Population (Persons in April)","2017","2017","265","10 - 14 years","1","Male","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","Thousand","11.4"
"PEA04","Estimated Population (Persons in April)","2017","2017","265","10 - 14 years","2","Female","-","State","Thousand","158.4"
"PEA04","Estimated Population (Persons in April)","2017","2017","265","10 - 14 years","2","Female","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","Thousand","14.3"
"PEA04","Estimated Population (Persons in April)","2017","2017","265","10 - 14 years","2","Female","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","Thousand","15.1"
"PEA04","Estimated Population (Persons in April)","2017","2017","265","10 - 14 years","2","Female","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","Thousand","16.2"
"PEA04","Estimated Population (Persons in April)","2017","2017","265","10 - 14 years","2","Female","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","Thousand","15.1"
"PEA04","Estimated Population (Persons in April)","2017","2017","265","10 - 14 years","2","Female","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","Thousand","22.2"
"PEA04","Estimated Population (Persons in April)","2017","2017","265","10 - 14 years","2","Female","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","Thousand","38.7"
"PEA04","Estimated Population (Persons in April)","2017","2017","265","10 - 14 years","2","Female","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","Thousand","26.3"
"PEA04","Estimated Population (Persons in April)","2017","2017","265","10 - 14 years","2","Female","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","Thousand","10.5"
"PEA04","Estimated Population (Persons in April)","2017","2017","300","15 - 19 years","-","Both sexes","-","State","Thousand","309.6"
"PEA04","Estimated Population (Persons in April)","2017","2017","300","15 - 19 years","-","Both sexes","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","Thousand","27.6"
"PEA04","Estimated Population (Persons in April)","2017","2017","300","15 - 19 years","-","Both sexes","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","Thousand","29.3"
"PEA04","Estimated Population (Persons in April)","2017","2017","300","15 - 19 years","-","Both sexes","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","Thousand","32.1"
"PEA04","Estimated Population (Persons in April)","2017","2017","300","15 - 19 years","-","Both sexes","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","Thousand","28.7"
"PEA04","Estimated Population (Persons in April)","2017","2017","300","15 - 19 years","-","Both sexes","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","Thousand","44.5"
"PEA04","Estimated Population (Persons in April)","2017","2017","300","15 - 19 years","-","Both sexes","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","Thousand","78.3"
"PEA04","Estimated Population (Persons in April)","2017","2017","300","15 - 19 years","-","Both sexes","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","Thousand","48.4"
"PEA04","Estimated Population (Persons in April)","2017","2017","300","15 - 19 years","-","Both sexes","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","Thousand","20.6"
"PEA04","Estimated Population (Persons in April)","2017","2017","300","15 - 19 years","1","Male","-","State","Thousand","158.1"
"PEA04","Estimated Population (Persons in April)","2017","2017","300","15 - 19 years","1","Male","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","Thousand","14.1"
"PEA04","Estimated Population (Persons in April)","2017","2017","300","15 - 19 years","1","Male","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","Thousand","15"
"PEA04","Estimated Population (Persons in April)","2017","2017","300","15 - 19 years","1","Male","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","Thousand","16.3"
"PEA04","Estimated Population (Persons in April)","2017","2017","300","15 - 19 years","1","Male","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","Thousand","14.7"
"PEA04","Estimated Population (Persons in April)","2017","2017","300","15 - 19 years","1","Male","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","Thousand","22.5"
"PEA04","Estimated Population (Persons in April)","2017","2017","300","15 - 19 years","1","Male","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","Thousand","39.8"
"PEA04","Estimated Population (Persons in April)","2017","2017","300","15 - 19 years","1","Male","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","Thousand","25.1"
"PEA04","Estimated Population (Persons in April)","2017","2017","300","15 - 19 years","1","Male","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","Thousand","10.5"
"PEA04","Estimated Population (Persons in April)","2017","2017","300","15 - 19 years","2","Female","-","State","Thousand","151.5"
"PEA04","Estimated Population (Persons in April)","2017","2017","300","15 - 19 years","2","Female","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","Thousand","13.5"
"PEA04","Estimated Population (Persons in April)","2017","2017","300","15 - 19 years","2","Female","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","Thousand","14.3"
"PEA04","Estimated Population (Persons in April)","2017","2017","300","15 - 19 years","2","Female","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","Thousand","15.8"
"PEA04","Estimated Population (Persons in April)","2017","2017","300","15 - 19 years","2","Female","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","Thousand","14"
"PEA04","Estimated Population (Persons in April)","2017","2017","300","15 - 19 years","2","Female","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","Thousand","21.9"
"PEA04","Estimated Population (Persons in April)","2017","2017","300","15 - 19 years","2","Female","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","Thousand","38.6"
"PEA04","Estimated Population (Persons in April)","2017","2017","300","15 - 19 years","2","Female","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","Thousand","23.3"
"PEA04","Estimated Population (Persons in April)","2017","2017","300","15 - 19 years","2","Female","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","Thousand","10.1"
"PEA04","Estimated Population (Persons in April)","2017","2017","365","20 - 24 years","-","Both sexes","-","State","Thousand","277.4"
"PEA04","Estimated Population (Persons in April)","2017","2017","365","20 - 24 years","-","Both sexes","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","Thousand","20.5"
"PEA04","Estimated Population (Persons in April)","2017","2017","365","20 - 24 years","-","Both sexes","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","Thousand","25.2"
"PEA04","Estimated Population (Persons in April)","2017","2017","365","20 - 24 years","-","Both sexes","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","Thousand","27.5"
"PEA04","Estimated Population (Persons in April)","2017","2017","365","20 - 24 years","-","Both sexes","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","Thousand","22.6"
"PEA04","Estimated Population (Persons in April)","2017","2017","365","20 - 24 years","-","Both sexes","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","Thousand","40.3"
"PEA04","Estimated Population (Persons in April)","2017","2017","365","20 - 24 years","-","Both sexes","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","Thousand","87.4"
"PEA04","Estimated Population (Persons in April)","2017","2017","365","20 - 24 years","-","Both sexes","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","Thousand","37.7"
"PEA04","Estimated Population (Persons in April)","2017","2017","365","20 - 24 years","-","Both sexes","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","Thousand","16.2"
"PEA04","Estimated Population (Persons in April)","2017","2017","365","20 - 24 years","1","Male","-","State","Thousand","140.9"
"PEA04","Estimated Population (Persons in April)","2017","2017","365","20 - 24 years","1","Male","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","Thousand","10.4"
"PEA04","Estimated Population (Persons in April)","2017","2017","365","20 - 24 years","1","Male","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","Thousand","13.1"
"PEA04","Estimated Population (Persons in April)","2017","2017","365","20 - 24 years","1","Male","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","Thousand","14.2"
"PEA04","Estimated Population (Persons in April)","2017","2017","365","20 - 24 years","1","Male","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","Thousand","11.4"
"PEA04","Estimated Population (Persons in April)","2017","2017","365","20 - 24 years","1","Male","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","Thousand","20.2"
"PEA04","Estimated Population (Persons in April)","2017","2017","365","20 - 24 years","1","Male","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","Thousand","44"
"PEA04","Estimated Population (Persons in April)","2017","2017","365","20 - 24 years","1","Male","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","Thousand","19.3"
"PEA04","Estimated Population (Persons in April)","2017","2017","365","20 - 24 years","1","Male","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","Thousand","8.3"
"PEA04","Estimated Population (Persons in April)","2017","2017","365","20 - 24 years","2","Female","-","State","Thousand","136.5"
"PEA04","Estimated Population (Persons in April)","2017","2017","365","20 - 24 years","2","Female","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","Thousand","10.1"
"PEA04","Estimated Population (Persons in April)","2017","2017","365","20 - 24 years","2","Female","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","Thousand","12.1"
"PEA04","Estimated Population (Persons in April)","2017","2017","365","20 - 24 years","2","Female","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","Thousand","13.3"
"PEA04","Estimated Population (Persons in April)","2017","2017","365","20 - 24 years","2","Female","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","Thousand","11.2"
"PEA04","Estimated Population (Persons in April)","2017","2017","365","20 - 24 years","2","Female","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","Thousand","20.2"
"PEA04","Estimated Population (Persons in April)","2017","2017","365","20 - 24 years","2","Female","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","Thousand","43.3"
"PEA04","Estimated Population (Persons in April)","2017","2017","365","20 - 24 years","2","Female","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","Thousand","18.4"
"PEA04","Estimated Population (Persons in April)","2017","2017","365","20 - 24 years","2","Female","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","Thousand","7.9"
"PEA04","Estimated Population (Persons in April)","2017","2017","410","25 - 29 years","-","Both sexes","-","State","Thousand","294"
"PEA04","Estimated Population (Persons in April)","2017","2017","410","25 - 29 years","-","Both sexes","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","Thousand","20"
"PEA04","Estimated Population (Persons in April)","2017","2017","410","25 - 29 years","-","Both sexes","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","Thousand","23.9"
"PEA04","Estimated Population (Persons in April)","2017","2017","410","25 - 29 years","-","Both sexes","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","Thousand","25.4"
"PEA04","Estimated Population (Persons in April)","2017","2017","410","25 - 29 years","-","Both sexes","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","Thousand","22.4"
"PEA04","Estimated Population (Persons in April)","2017","2017","410","25 - 29 years","-","Both sexes","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","Thousand","38.8"
"PEA04","Estimated Population (Persons in April)","2017","2017","410","25 - 29 years","-","Both sexes","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","Thousand","110.2"
"PEA04","Estimated Population (Persons in April)","2017","2017","410","25 - 29 years","-","Both sexes","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","Thousand","36.6"
"PEA04","Estimated Population (Persons in April)","2017","2017","410","25 - 29 years","-","Both sexes","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","Thousand","16.6"
"PEA04","Estimated Population (Persons in April)","2017","2017","410","25 - 29 years","1","Male","-","State","Thousand","145.2"
"PEA04","Estimated Population (Persons in April)","2017","2017","410","25 - 29 years","1","Male","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","Thousand","9.8"
"PEA04","Estimated Population (Persons in April)","2017","2017","410","25 - 29 years","1","Male","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","Thousand","12"
"PEA04","Estimated Population (Persons in April)","2017","2017","410","25 - 29 years","1","Male","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","Thousand","12.8"
"PEA04","Estimated Population (Persons in April)","2017","2017","410","25 - 29 years","1","Male","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","Thousand","11"
"PEA04","Estimated Population (Persons in April)","2017","2017","410","25 - 29 years","1","Male","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","Thousand","19.4"
"PEA04","Estimated Population (Persons in April)","2017","2017","410","25 - 29 years","1","Male","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","Thousand","54"
"PEA04","Estimated Population (Persons in April)","2017","2017","410","25 - 29 years","1","Male","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","Thousand","17.9"
"PEA04","Estimated Population (Persons in April)","2017","2017","410","25 - 29 years","1","Male","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","Thousand","8.3"
"PEA04","Estimated Population (Persons in April)","2017","2017","410","25 - 29 years","2","Female","-","State","Thousand","148.7"
"PEA04","Estimated Population (Persons in April)","2017","2017","410","25 - 29 years","2","Female","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","Thousand","10.2"
"PEA04","Estimated Population (Persons in April)","2017","2017","410","25 - 29 years","2","Female","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","Thousand","11.9"
"PEA04","Estimated Population (Persons in April)","2017","2017","410","25 - 29 years","2","Female","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","Thousand","12.6"
"PEA04","Estimated Population (Persons in April)","2017","2017","410","25 - 29 years","2","Female","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","Thousand","11.4"
"PEA04","Estimated Population (Persons in April)","2017","2017","410","25 - 29 years","2","Female","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","Thousand","19.4"
"PEA04","Estimated Population (Persons in April)","2017","2017","410","25 - 29 years","2","Female","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","Thousand","56.3"
"PEA04","Estimated Population (Persons in April)","2017","2017","410","25 - 29 years","2","Female","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","Thousand","18.8"
"PEA04","Estimated Population (Persons in April)","2017","2017","410","25 - 29 years","2","Female","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","Thousand","8.3"
"PEA04","Estimated Population (Persons in April)","2017","2017","440","30 - 34 years","-","Both sexes","-","State","Thousand","349.2"
"PEA04","Estimated Population (Persons in April)","2017","2017","440","30 - 34 years","-","Both sexes","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","Thousand","25"
"PEA04","Estimated Population (Persons in April)","2017","2017","440","30 - 34 years","-","Both sexes","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","Thousand","29.3"
"PEA04","Estimated Population (Persons in April)","2017","2017","440","30 - 34 years","-","Both sexes","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","Thousand","31.2"
"PEA04","Estimated Population (Persons in April)","2017","2017","440","30 - 34 years","-","Both sexes","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","Thousand","27.2"
"PEA04","Estimated Population (Persons in April)","2017","2017","440","30 - 34 years","-","Both sexes","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","Thousand","47.8"
"PEA04","Estimated Population (Persons in April)","2017","2017","440","30 - 34 years","-","Both sexes","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","Thousand","119.4"
"PEA04","Estimated Population (Persons in April)","2017","2017","440","30 - 34 years","-","Both sexes","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","Thousand","48.4"
"PEA04","Estimated Population (Persons in April)","2017","2017","440","30 - 34 years","-","Both sexes","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","Thousand","20.9"
"PEA04","Estimated Population (Persons in April)","2017","2017","440","30 - 34 years","1","Male","-","State","Thousand","167.1"
"PEA04","Estimated Population (Persons in April)","2017","2017","440","30 - 34 years","1","Male","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","Thousand","11.9"
"PEA04","Estimated Population (Persons in April)","2017","2017","440","30 - 34 years","1","Male","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","Thousand","14.1"
"PEA04","Estimated Population (Persons in April)","2017","2017","440","30 - 34 years","1","Male","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","Thousand","14.9"
"PEA04","Estimated Population (Persons in April)","2017","2017","440","30 - 34 years","1","Male","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","Thousand","12.8"
"PEA04","Estimated Population (Persons in April)","2017","2017","440","30 - 34 years","1","Male","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","Thousand","22.9"
"PEA04","Estimated Population (Persons in April)","2017","2017","440","30 - 34 years","1","Male","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","Thousand","57.7"
"PEA04","Estimated Population (Persons in April)","2017","2017","440","30 - 34 years","1","Male","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","Thousand","22.7"
"PEA04","Estimated Population (Persons in April)","2017","2017","440","30 - 34 years","1","Male","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","Thousand","10.2"
"PEA04","Estimated Population (Persons in April)","2017","2017","440","30 - 34 years","2","Female","-","State","Thousand","182.1"
"PEA04","Estimated Population (Persons in April)","2017","2017","440","30 - 34 years","2","Female","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","Thousand","13.1"
"PEA04","Estimated Population (Persons in April)","2017","2017","440","30 - 34 years","2","Female","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","Thousand","15.3"
"PEA04","Estimated Population (Persons in April)","2017","2017","440","30 - 34 years","2","Female","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","Thousand","16.2"
"PEA04","Estimated Population (Persons in April)","2017","2017","440","30 - 34 years","2","Female","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","Thousand","14.4"
"PEA04","Estimated Population (Persons in April)","2017","2017","440","30 - 34 years","2","Female","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","Thousand","24.9"
