"STATISTIC","STATISTIC Label","TLIST(A1)","Year","C02076V03371","Single Year of Age","C02199V02655","Sex","UNIT","VALUE"
"PEA11","Population estimates from 1926","2003","2003","008","8 years","2","Female","Number","25452"
"PEA11","Population estimates from 1926","2003","2003","009","9 years","-","Both sexes","Number","52126"
"PEA11","Population estimates from 1926","2003","2003","009","9 years","1","Male","Number","26596"
"PEA11","Population estimates from 1926","2003","2003","009","9 years","2","Female","Number","25530"
"PEA11","Population estimates from 1926","2003","2003","010","10 years","-","Both sexes","Number","53936"
"PEA11","Population estimates from 1926","2003","2003","010","10 years","1","Male","Number","27771"
"PEA11","Population estimates from 1926","2003","2003","010","10 years","2","Female","Number","26165"
"PEA11","Population estimates from 1926","2003","2003","011","11 years","-","Both sexes","Number","56110"
"PEA11","Population estimates from 1926","2003","2003","011","11 years","1","Male","Number","28555"
"PEA11","Population estimates from 1926","2003","2003","011","11 years","2","Female","Number","27555"
"PEA11","Population estimates from 1926","2003","2003","012","12 years","-","Both sexes","Number","57773"
"PEA11","Population estimates from 1926","2003","2003","012","12 years","1","Male","Number","29837"
"PEA11","Population estimates from 1926","2003","2003","012","12 years","2","Female","Number","27936"
"PEA11","Population estimates from 1926","2003","2003","013","13 years","-","Both sexes","Number","56801"
"PEA11","Population estimates from 1926","2003","2003","013","13 years","1","Male","Number","28991"
"PEA11","Population estimates from 1926","2003","2003","013","13 years","2","Female","Number","27810"
"PEA11","Population estimates from 1926","2003","2003","014","14 years","-","Both sexes","Number","57068"
"PEA11","Population estimates from 1926","2003","2003","014","14 years","1","Male","Number","29216"
"PEA11","Population estimates from 1926","2003","2003","014","14 years","2","Female","Number","27852"
"PEA11","Population estimates from 1926","2003","2003","015","15 years","-","Both sexes","Number","59562"
"PEA11","Population estimates from 1926","2003","2003","015","15 years","1","Male","Number","30445"
"PEA11","Population estimates from 1926","2003","2003","015","15 years","2","Female","Number","29117"
"PEA11","Population estimates from 1926","2003","2003","016","16 years","-","Both sexes","Number","60832"
"PEA11","Population estimates from 1926","2003","2003","016","16 years","1","Male","Number","31341"
"PEA11","Population estimates from 1926","2003","2003","016","16 years","2","Female","Number","29491"
"PEA11","Population estimates from 1926","2003","2003","017","17 years","-","Both sexes","Number","61517"
"PEA11","Population estimates from 1926","2003","2003","017","17 years","1","Male","Number","31413"
"PEA11","Population estimates from 1926","2003","2003","017","17 years","2","Female","Number","30104"
"PEA11","Population estimates from 1926","2003","2003","018","18 years","-","Both sexes","Number","61239"
"PEA11","Population estimates from 1926","2003","2003","018","18 years","1","Male","Number","31341"
"PEA11","Population estimates from 1926","2003","2003","018","18 years","2","Female","Number","29898"
"PEA11","Population estimates from 1926","2003","2003","019","19 years","-","Both sexes","Number","61551"
"PEA11","Population estimates from 1926","2003","2003","019","19 years","1","Male","Number","31333"
"PEA11","Population estimates from 1926","2003","2003","019","19 years","2","Female","Number","30218"
"PEA11","Population estimates from 1926","2003","2003","020","20 years","-","Both sexes","Number","64203"
"PEA11","Population estimates from 1926","2003","2003","020","20 years","1","Male","Number","32169"
"PEA11","Population estimates from 1926","2003","2003","020","20 years","2","Female","Number","32034"
"PEA11","Population estimates from 1926","2003","2003","021","21 years","-","Both sexes","Number","67363"
"PEA11","Population estimates from 1926","2003","2003","021","21 years","1","Male","Number","33623"
"PEA11","Population estimates from 1926","2003","2003","021","21 years","2","Female","Number","33740"
"PEA11","Population estimates from 1926","2003","2003","022","22 years","-","Both sexes","Number","69375"
"PEA11","Population estimates from 1926","2003","2003","022","22 years","1","Male","Number","34688"
"PEA11","Population estimates from 1926","2003","2003","022","22 years","2","Female","Number","34687"
"PEA11","Population estimates from 1926","2003","2003","023","23 years","-","Both sexes","Number","67533"
"PEA11","Population estimates from 1926","2003","2003","023","23 years","1","Male","Number","33849"
"PEA11","Population estimates from 1926","2003","2003","023","23 years","2","Female","Number","33684"
"PEA11","Population estimates from 1926","2003","2003","024","24 years","-","Both sexes","Number","65505"
"PEA11","Population estimates from 1926","2003","2003","024","24 years","1","Male","Number","32676"
"PEA11","Population estimates from 1926","2003","2003","024","24 years","2","Female","Number","32829"
"PEA11","Population estimates from 1926","2003","2003","025","25 years","-","Both sexes","Number","63917"
"PEA11","Population estimates from 1926","2003","2003","025","25 years","1","Male","Number","31791"
"PEA11","Population estimates from 1926","2003","2003","025","25 years","2","Female","Number","32126"
"PEA11","Population estimates from 1926","2003","2003","026","26 years","-","Both sexes","Number","64081"
"PEA11","Population estimates from 1926","2003","2003","026","26 years","1","Male","Number","32027"
"PEA11","Population estimates from 1926","2003","2003","026","26 years","2","Female","Number","32054"
"PEA11","Population estimates from 1926","2003","2003","027","27 years","-","Both sexes","Number","62799"
"PEA11","Population estimates from 1926","2003","2003","027","27 years","1","Male","Number","31238"
"PEA11","Population estimates from 1926","2003","2003","027","27 years","2","Female","Number","31561"
"PEA11","Population estimates from 1926","2003","2003","028","28 years","-","Both sexes","Number","63246"
"PEA11","Population estimates from 1926","2003","2003","028","28 years","1","Male","Number","31974"
"PEA11","Population estimates from 1926","2003","2003","028","28 years","2","Female","Number","31272"
"PEA11","Population estimates from 1926","2003","2003","029","29 years","-","Both sexes","Number","63356"
"PEA11","Population estimates from 1926","2003","2003","029","29 years","1","Male","Number","31555"
"PEA11","Population estimates from 1926","2003","2003","029","29 years","2","Female","Number","31801"
"PEA11","Population estimates from 1926","2003","2003","030","30 years","-","Both sexes","Number","65820"
"PEA11","Population estimates from 1926","2003","2003","030","30 years","1","Male","Number","32911"
"PEA11","Population estimates from 1926","2003","2003","030","30 years","2","Female","Number","32909"
"PEA11","Population estimates from 1926","2003","2003","031","31 years","-","Both sexes","Number","64588"
"PEA11","Population estimates from 1926","2003","2003","031","31 years","1","Male","Number","31961"
"PEA11","Population estimates from 1926","2003","2003","031","31 years","2","Female","Number","32627"
"PEA11","Population estimates from 1926","2003","2003","032","32 years","-","Both sexes","Number","63294"
"PEA11","Population estimates from 1926","2003","2003","032","32 years","1","Male","Number","31605"
"PEA11","Population estimates from 1926","2003","2003","032","32 years","2","Female","Number","31689"
"PEA11","Population estimates from 1926","2003","2003","033","33 years","-","Both sexes","Number","62384"
"PEA11","Population estimates from 1926","2003","2003","033","33 years","1","Male","Number","31239"
"PEA11","Population estimates from 1926","2003","2003","033","33 years","2","Female","Number","31145"
"PEA11","Population estimates from 1926","2003","2003","034","34 years","-","Both sexes","Number","59973"
"PEA11","Population estimates from 1926","2003","2003","034","34 years","1","Male","Number","30469"
"PEA11","Population estimates from 1926","2003","2003","034","34 years","2","Female","Number","29504"
"PEA11","Population estimates from 1926","2003","2003","035","35 years","-","Both sexes","Number","59976"
"PEA11","Population estimates from 1926","2003","2003","035","35 years","1","Male","Number","29959"
"PEA11","Population estimates from 1926","2003","2003","035","35 years","2","Female","Number","30017"
"PEA11","Population estimates from 1926","2003","2003","036","36 years","-","Both sexes","Number","59255"
"PEA11","Population estimates from 1926","2003","2003","036","36 years","1","Male","Number","29572"
"PEA11","Population estimates from 1926","2003","2003","036","36 years","2","Female","Number","29683"
"PEA11","Population estimates from 1926","2003","2003","037","37 years","-","Both sexes","Number","58824"
"PEA11","Population estimates from 1926","2003","2003","037","37 years","1","Male","Number","29262"
"PEA11","Population estimates from 1926","2003","2003","037","37 years","2","Female","Number","29562"
"PEA11","Population estimates from 1926","2003","2003","038","38 years","-","Both sexes","Number","59604"
"PEA11","Population estimates from 1926","2003","2003","038","38 years","1","Male","Number","29477"
"PEA11","Population estimates from 1926","2003","2003","038","38 years","2","Female","Number","30127"
"PEA11","Population estimates from 1926","2003","2003","039","39 years","-","Both sexes","Number","58762"
"PEA11","Population estimates from 1926","2003","2003","039","39 years","1","Male","Number","29179"
"PEA11","Population estimates from 1926","2003","2003","039","39 years","2","Female","Number","29583"
"PEA11","Population estimates from 1926","2003","2003","040","40 years","-","Both sexes","Number","57855"
"PEA11","Population estimates from 1926","2003","2003","040","40 years","1","Male","Number","28737"
"PEA11","Population estimates from 1926","2003","2003","040","40 years","2","Female","Number","29118"
"PEA11","Population estimates from 1926","2003","2003","041","41 years","-","Both sexes","Number","56343"
"PEA11","Population estimates from 1926","2003","2003","041","41 years","1","Male","Number","28075"
"PEA11","Population estimates from 1926","2003","2003","041","41 years","2","Female","Number","28268"
"PEA11","Population estimates from 1926","2003","2003","042","42 years","-","Both sexes","Number","56861"
"PEA11","Population estimates from 1926","2003","2003","042","42 years","1","Male","Number","28216"
"PEA11","Population estimates from 1926","2003","2003","042","42 years","2","Female","Number","28645"
"PEA11","Population estimates from 1926","2003","2003","043","43 years","-","Both sexes","Number","55049"
"PEA11","Population estimates from 1926","2003","2003","043","43 years","1","Male","Number","27333"
"PEA11","Population estimates from 1926","2003","2003","043","43 years","2","Female","Number","27716"
"PEA11","Population estimates from 1926","2003","2003","044","44 years","-","Both sexes","Number","53066"
"PEA11","Population estimates from 1926","2003","2003","044","44 years","1","Male","Number","26543"
"PEA11","Population estimates from 1926","2003","2003","044","44 years","2","Female","Number","26523"
"PEA11","Population estimates from 1926","2003","2003","045","45 years","-","Both sexes","Number","53034"
"PEA11","Population estimates from 1926","2003","2003","045","45 years","1","Male","Number","26395"
"PEA11","Population estimates from 1926","2003","2003","045","45 years","2","Female","Number","26639"
"PEA11","Population estimates from 1926","2003","2003","046","46 years","-","Both sexes","Number","52081"
"PEA11","Population estimates from 1926","2003","2003","046","46 years","1","Male","Number","26115"
"PEA11","Population estimates from 1926","2003","2003","046","46 years","2","Female","Number","25966"
"PEA11","Population estimates from 1926","2003","2003","047","47 years","-","Both sexes","Number","49756"
"PEA11","Population estimates from 1926","2003","2003","047","47 years","1","Male","Number","24828"
"PEA11","Population estimates from 1926","2003","2003","047","47 years","2","Female","Number","24928"
"PEA11","Population estimates from 1926","2003","2003","048","48 years","-","Both sexes","Number","50295"
"PEA11","Population estimates from 1926","2003","2003","048","48 years","1","Male","Number","25224"
"PEA11","Population estimates from 1926","2003","2003","048","48 years","2","Female","Number","25071"
"PEA11","Population estimates from 1926","2003","2003","049","49 years","-","Both sexes","Number","48484"
"PEA11","Population estimates from 1926","2003","2003","049","49 years","1","Male","Number","24295"
"PEA11","Population estimates from 1926","2003","2003","049","49 years","2","Female","Number","24189"
"PEA11","Population estimates from 1926","2003","2003","050","50 years","-","Both sexes","Number","49834"
"PEA11","Population estimates from 1926","2003","2003","050","50 years","1","Male","Number","25191"
"PEA11","Population estimates from 1926","2003","2003","050","50 years","2","Female","Number","24643"
"PEA11","Population estimates from 1926","2003","2003","051","51 years","-","Both sexes","Number","46943"
"PEA11","Population estimates from 1926","2003","2003","051","51 years","1","Male","Number","23659"
"PEA11","Population estimates from 1926","2003","2003","051","51 years","2","Female","Number","23284"
"PEA11","Population estimates from 1926","2003","2003","052","52 years","-","Both sexes","Number","46141"
"PEA11","Population estimates from 1926","2003","2003","052","52 years","1","Male","Number","23504"
"PEA11","Population estimates from 1926","2003","2003","052","52 years","2","Female","Number","22637"
"PEA11","Population estimates from 1926","2003","2003","053","53 years","-","Both sexes","Number","46330"
"PEA11","Population estimates from 1926","2003","2003","053","53 years","1","Male","Number","23103"
"PEA11","Population estimates from 1926","2003","2003","053","53 years","2","Female","Number","23227"
"PEA11","Population estimates from 1926","2003","2003","054","54 years","-","Both sexes","Number","45820"
"PEA11","Population estimates from 1926","2003","2003","054","54 years","1","Male","Number","23031"
"PEA11","Population estimates from 1926","2003","2003","054","54 years","2","Female","Number","22789"
"PEA11","Population estimates from 1926","2003","2003","055","55 years","-","Both sexes","Number","45446"
"PEA11","Population estimates from 1926","2003","2003","055","55 years","1","Male","Number","23128"
"PEA11","Population estimates from 1926","2003","2003","055","55 years","2","Female","Number","22318"
"PEA11","Population estimates from 1926","2003","2003","056","56 years","-","Both sexes","Number","43759"
"PEA11","Population estimates from 1926","2003","2003","056","56 years","1","Male","Number","22337"
"PEA11","Population estimates from 1926","2003","2003","056","56 years","2","Female","Number","21422"
"PEA11","Population estimates from 1926","2003","2003","057","57 years","-","Both sexes","Number","41941"
"PEA11","Population estimates from 1926","2003","2003","057","57 years","1","Male","Number","21311"
"PEA11","Population estimates from 1926","2003","2003","057","57 years","2","Female","Number","20630"
"PEA11","Population estimates from 1926","2003","2003","058","58 years","-","Both sexes","Number","38470"
"PEA11","Population estimates from 1926","2003","2003","058","58 years","1","Male","Number","19414"
"PEA11","Population estimates from 1926","2003","2003","058","58 years","2","Female","Number","19056"
"PEA11","Population estimates from 1926","2003","2003","059","59 years","-","Both sexes","Number","36937"
"PEA11","Population estimates from 1926","2003","2003","059","59 years","1","Male","Number","18757"
"PEA11","Population estimates from 1926","2003","2003","059","59 years","2","Female","Number","18180"
"PEA11","Population estimates from 1926","2003","2003","060","60 years","-","Both sexes","Number","35455"
"PEA11","Population estimates from 1926","2003","2003","060","60 years","1","Male","Number","17768"
"PEA11","Population estimates from 1926","2003","2003","060","60 years","2","Female","Number","17687"
"PEA11","Population estimates from 1926","2003","2003","061","61 years","-","Both sexes","Number","32356"
"PEA11","Population estimates from 1926","2003","2003","061","61 years","1","Male","Number","16557"
"PEA11","Population estimates from 1926","2003","2003","061","61 years","2","Female","Number","15799"
"PEA11","Population estimates from 1926","2003","2003","062","62 years","-","Both sexes","Number","31197"
"PEA11","Population estimates from 1926","2003","2003","062","62 years","1","Male","Number","15755"
"PEA11","Population estimates from 1926","2003","2003","062","62 years","2","Female","Number","15442"
"PEA11","Population estimates from 1926","2003","2003","063","63 years","-","Both sexes","Number","31320"
"PEA11","Population estimates from 1926","2003","2003","063","63 years","1","Male","Number","15692"
"PEA11","Population estimates from 1926","2003","2003","063","63 years","2","Female","Number","15628"
"PEA11","Population estimates from 1926","2003","2003","064","64 years","-","Both sexes","Number","29938"
"PEA11","Population estimates from 1926","2003","2003","064","64 years","1","Male","Number","14884"
"PEA11","Population estimates from 1926","2003","2003","064","64 years","2","Female","Number","15054"
"PEA11","Population estimates from 1926","2003","2003","065","65 years","-","Both sexes","Number","28280"
"PEA11","Population estimates from 1926","2003","2003","065","65 years","1","Male","Number","14000"
"PEA11","Population estimates from 1926","2003","2003","065","65 years","2","Female","Number","14280"
"PEA11","Population estimates from 1926","2003","2003","066","66 years","-","Both sexes","Number","28160"
"PEA11","Population estimates from 1926","2003","2003","066","66 years","1","Male","Number","13801"
"PEA11","Population estimates from 1926","2003","2003","066","66 years","2","Female","Number","14359"
"PEA11","Population estimates from 1926","2003","2003","067","67 years","-","Both sexes","Number","27057"
"PEA11","Population estimates from 1926","2003","2003","067","67 years","1","Male","Number","13123"
"PEA11","Population estimates from 1926","2003","2003","067","67 years","2","Female","Number","13934"
"PEA11","Population estimates from 1926","2003","2003","068","68 years","-","Both sexes","Number","26273"
"PEA11","Population estimates from 1926","2003","2003","068","68 years","1","Male","Number","12764"
"PEA11","Population estimates from 1926","2003","2003","068","68 years","2","Female","Number","13509"
"PEA11","Population estimates from 1926","2003","2003","069","69 years","-","Both sexes","Number","25203"
"PEA11","Population estimates from 1926","2003","2003","069","69 years","1","Male","Number","12276"
"PEA11","Population estimates from 1926","2003","2003","069","69 years","2","Female","Number","12927"
"PEA11","Population estimates from 1926","2003","2003","070","70 years","-","Both sexes","Number","24602"
"PEA11","Population estimates from 1926","2003","2003","070","70 years","1","Male","Number","11857"
"PEA11","Population estimates from 1926","2003","2003","070","70 years","2","Female","Number","12745"
"PEA11","Population estimates from 1926","2003","2003","071","71 years","-","Both sexes","Number","23432"
"PEA11","Population estimates from 1926","2003","2003","071","71 years","1","Male","Number","11115"
"PEA11","Population estimates from 1926","2003","2003","071","71 years","2","Female","Number","12317"
"PEA11","Population estimates from 1926","2003","2003","072","72 years","-","Both sexes","Number","23045"
"PEA11","Population estimates from 1926","2003","2003","072","72 years","1","Male","Number","10792"
"PEA11","Population estimates from 1926","2003","2003","072","72 years","2","Female","Number","12253"
"PEA11","Population estimates from 1926","2003","2003","073","73 years","-","Both sexes","Number","22064"
"PEA11","Population estimates from 1926","2003","2003","073","73 years","1","Male","Number","10170"
"PEA11","Population estimates from 1926","2003","2003","073","73 years","2","Female","Number","11894"
"PEA11","Population estimates from 1926","2003","2003","074","74 years","-","Both sexes","Number","20669"
"PEA11","Population estimates from 1926","2003","2003","074","74 years","1","Male","Number","9235"
"PEA11","Population estimates from 1926","2003","2003","074","74 years","2","Female","Number","11434"
"PEA11","Population estimates from 1926","2003","2003","075","75 years","-","Both sexes","Number","19670"
"PEA11","Population estimates from 1926","2003","2003","075","75 years","1","Male","Number","8541"
"PEA11","Population estimates from 1926","2003","2003","075","75 years","2","Female","Number","11129"
"PEA11","Population estimates from 1926","2003","2003","076","76 years","-","Both sexes","Number","18891"
"PEA11","Population estimates from 1926","2003","2003","076","76 years","1","Male","Number","8021"
"PEA11","Population estimates from 1926","2003","2003","076","76 years","2","Female","Number","10870"
"PEA11","Population estimates from 1926","2003","2003","077","77 years","-","Both sexes","Number","17999"
"PEA11","Population estimates from 1926","2003","2003","077","77 years","1","Male","Number","7437"
"PEA11","Population estimates from 1926","2003","2003","077","77 years","2","Female","Number","10562"
"PEA11","Population estimates from 1926","2003","2003","078","78 years","-","Both sexes","Number","17198"
"PEA11","Population estimates from 1926","2003","2003","078","78 years","1","Male","Number","7007"
"PEA11","Population estimates from 1926","2003","2003","078","78 years","2","Female","Number","10191"
"PEA11","Population estimates from 1926","2003","2003","079","79 years","-","Both sexes","Number","15753"
"PEA11","Population estimates from 1926","2003","2003","079","79 years","1","Male","Number","6254"
"PEA11","Population estimates from 1926","2003","2003","079","79 years","2","Female","Number","9499"
"PEA11","Population estimates from 1926","2003","2003","080","80 years","-","Both sexes","Number","15221"
"PEA11","Population estimates from 1926","2003","2003","080","80 years","1","Male","Number","6021"
"PEA11","Population estimates from 1926","2003","2003","080","80 years","2","Female","Number","9200"
"PEA11","Population estimates from 1926","2003","2003","081","81 years","-","Both sexes","Number","13264"
"PEA11","Population estimates from 1926","2003","2003","081","81 years","1","Male","Number","5092"
"PEA11","Population estimates from 1926","2003","2003","081","81 years","2","Female","Number","8172"
"PEA11","Population estimates from 1926","2003","2003","082","82 years","-","Both sexes","Number","12469"
"PEA11","Population estimates from 1926","2003","2003","082","82 years","1","Male","Number","4725"
"PEA11","Population estimates from 1926","2003","2003","082","82 years","2","Female","Number","7744"
"PEA11","Population estimates from 1926","2003","2003","083","83 years","-","Both sexes","Number","11280"
"PEA11","Population estimates from 1926","2003","2003","083","83 years","1","Male","Number","4147"
"PEA11","Population estimates from 1926","2003","2003","083","83 years","2","Female","Number","7133"
"PEA11","Population estimates from 1926","2003","2003","084","84 years","-","Both sexes","Number","9455"
"PEA11","Population estimates from 1926","2003","2003","084","84 years","1","Male","Number","3377"
"PEA11","Population estimates from 1926","2003","2003","084","84 years","2","Female","Number","6078"
"PEA11","Population estimates from 1926","2003","2003","085","85 years","-","Both sexes","Number","7412"
"PEA11","Population estimates from 1926","2003","2003","085","85 years","1","Male","Number","2555"
"PEA11","Population estimates from 1926","2003","2003","085","85 years","2","Female","Number","4857"
"PEA11","Population estimates from 1926","2003","2003","086","86 years","-","Both sexes","Number","6746"
"PEA11","Population estimates from 1926","2003","2003","086","86 years","1","Male","Number","2176"
"PEA11","Population estimates from 1926","2003","2003","086","86 years","2","Female","Number","4570"
"PEA11","Population estimates from 1926","2003","2003","087","87 years","-","Both sexes","Number","5745"
"PEA11","Population estimates from 1926","2003","2003","087","87 years","1","Male","Number","1853"
"PEA11","Population estimates from 1926","2003","2003","087","87 years","2","Female","Number","3892"
"PEA11","Population estimates from 1926","2003","2003","088","88 years","-","Both sexes","Number","5161"
"PEA11","Population estimates from 1926","2003","2003","088","88 years","1","Male","Number","1559"
"PEA11","Population estimates from 1926","2003","2003","088","88 years","2","Female","Number","3602"
"PEA11","Population estimates from 1926","2003","2003","089","89 years","-","Both sexes","Number","4161"
"PEA11","Population estimates from 1926","2003","2003","089","89 years","1","Male","Number","1177"
"PEA11","Population estimates from 1926","2003","2003","089","89 years","2","Female","Number","2984"
"PEA11","Population estimates from 1926","2003","2003","090","90 years","-","Both sexes","Number","3546"
"PEA11","Population estimates from 1926","2003","2003","090","90 years","1","Male","Number","1109"
"PEA11","Population estimates from 1926","2003","2003","090","90 years","2","Female","Number","2437"
"PEA11","Population estimates from 1926","2003","2003","091","91 years","-","Both sexes","Number","2699"
"PEA11","Population estimates from 1926","2003","2003","091","91 years","1","Male","Number","731"
"PEA11","Population estimates from 1926","2003","2003","091","91 years","2","Female","Number","1968"
"PEA11","Population estimates from 1926","2003","2003","092","92 years","-","Both sexes","Number","2006"
"PEA11","Population estimates from 1926","2003","2003","092","92 years","1","Male","Number","487"
"PEA11","Population estimates from 1926","2003","2003","092","92 years","2","Female","Number","1519"
"PEA11","Population estimates from 1926","2003","2003","093","93 years","-","Both sexes","Number","1361"
"PEA11","Population estimates from 1926","2003","2003","093","93 years","1","Male","Number","276"
"PEA11","Population estimates from 1926","2003","2003","093","93 years","2","Female","Number","1085"
"PEA11","Population estimates from 1926","2003","2003","094","94 years","-","Both sexes","Number","928"
"PEA11","Population estimates from 1926","2003","2003","094","94 years","1","Male","Number","215"
"PEA11","Population estimates from 1926","2003","2003","094","94 years","2","Female","Number","713"
"PEA11","Population estimates from 1926","2003","2003","095","95 years","-","Both sexes","Number","731"
"PEA11","Population estimates from 1926","2003","2003","095","95 years","1","Male","Number","198"
"PEA11","Population estimates from 1926","2003","2003","095","95 years","2","Female","Number","533"
"PEA11","Population estimates from 1926","2003","2003","096","96 years","-","Both sexes","Number","532"
"PEA11","Population estimates from 1926","2003","2003","096","96 years","1","Male","Number","96"
"PEA11","Population estimates from 1926","2003","2003","096","96 years","2","Female","Number","436"
"PEA11","Population estimates from 1926","2003","2003","097","97 years","-","Both sexes","Number","311"
"PEA11","Population estimates from 1926","2003","2003","097","97 years","1","Male","Number","43"
"PEA11","Population estimates from 1926","2003","2003","097","97 years","2","Female","Number","268"
"PEA11","Population estimates from 1926","2003","2003","098","98 years","-","Both sexes","Number","226"
"PEA11","Population estimates from 1926","2003","2003","098","98 years","1","Male","Number","43"
"PEA11","Population estimates from 1926","2003","2003","098","98 years","2","Female","Number","183"
"PEA11","Population estimates from 1926","2003","2003","646","99 years and over","-","Both sexes","Number","355"
"PEA11","Population estimates from 1926","2003","2003","646","99 years and over","1","Male","Number","82"
"PEA11","Population estimates from 1926","2003","2003","646","99 years and over","2","Female","Number","273"
"PEA11","Population estimates from 1926","2004","2004","-","All ages","-","Both sexes","Number","4045188"
"PEA11","Population estimates from 1926","2004","2004","-","All ages","1","Male","Number","2011914"
"PEA11","Population estimates from 1926","2004","2004","-","All ages","2","Female","Number","2033274"
"PEA11","Population estimates from 1926","2004","2004","200","Under 1 year","-","Both sexes","Number","61603"
"PEA11","Population estimates from 1926","2004","2004","200","Under 1 year","1","Male","Number","31452"
"PEA11","Population estimates from 1926","2004","2004","200","Under 1 year","2","Female","Number","30151"
"PEA11","Population estimates from 1926","2004","2004","001","1 year","-","Both sexes","Number","60800"
"PEA11","Population estimates from 1926","2004","2004","001","1 year","1","Male","Number","31266"
"PEA11","Population estimates from 1926","2004","2004","001","1 year","2","Female","Number","29534"
"PEA11","Population estimates from 1926","2004","2004","002","2 years","-","Both sexes","Number","54349"
"PEA11","Population estimates from 1926","2004","2004","002","2 years","1","Male","Number","27761"
"PEA11","Population estimates from 1926","2004","2004","002","2 years","2","Female","Number","26588"
"PEA11","Population estimates from 1926","2004","2004","003","3 years","-","Both sexes","Number","55199"
"PEA11","Population estimates from 1926","2004","2004","003","3 years","1","Male","Number","28228"
"PEA11","Population estimates from 1926","2004","2004","003","3 years","2","Female","Number","26971"
"PEA11","Population estimates from 1926","2004","2004","004","4 years","-","Both sexes","Number","58750"
"PEA11","Population estimates from 1926","2004","2004","004","4 years","1","Male","Number","29953"
"PEA11","Population estimates from 1926","2004","2004","004","4 years","2","Female","Number","28797"
"PEA11","Population estimates from 1926","2004","2004","005","5 years","-","Both sexes","Number","57191"
"PEA11","Population estimates from 1926","2004","2004","005","5 years","1","Male","Number","29235"
"PEA11","Population estimates from 1926","2004","2004","005","5 years","2","Female","Number","27956"
"PEA11","Population estimates from 1926","2004","2004","006","6 years","-","Both sexes","Number","56597"
"PEA11","Population estimates from 1926","2004","2004","006","6 years","1","Male","Number","29046"
"PEA11","Population estimates from 1926","2004","2004","006","6 years","2","Female","Number","27551"
"PEA11","Population estimates from 1926","2004","2004","007","7 years","-","Both sexes","Number","55399"
"PEA11","Population estimates from 1926","2004","2004","007","7 years","1","Male","Number","28569"
"PEA11","Population estimates from 1926","2004","2004","007","7 years","2","Female","Number","26830"
"PEA11","Population estimates from 1926","2004","2004","008","8 years","-","Both sexes","Number","52588"
"PEA11","Population estimates from 1926","2004","2004","008","8 years","1","Male","Number","27177"
"PEA11","Population estimates from 1926","2004","2004","008","8 years","2","Female","Number","25411"
"PEA11","Population estimates from 1926","2004","2004","009","9 years","-","Both sexes","Number","53153"
"PEA11","Population estimates from 1926","2004","2004","009","9 years","1","Male","Number","27149"
"PEA11","Population estimates from 1926","2004","2004","009","9 years","2","Female","Number","26004"
"PEA11","Population estimates from 1926","2004","2004","010","10 years","-","Both sexes","Number","52316"
"PEA11","Population estimates from 1926","2004","2004","010","10 years","1","Male","Number","26844"
"PEA11","Population estimates from 1926","2004","2004","010","10 years","2","Female","Number","25472"
"PEA11","Population estimates from 1926","2004","2004","011","11 years","-","Both sexes","Number","54096"
"PEA11","Population estimates from 1926","2004","2004","011","11 years","1","Male","Number","27826"
"PEA11","Population estimates from 1926","2004","2004","011","11 years","2","Female","Number","26270"
"PEA11","Population estimates from 1926","2004","2004","012","12 years","-","Both sexes","Number","56432"
"PEA11","Population estimates from 1926","2004","2004","012","12 years","1","Male","Number","28810"
"PEA11","Population estimates from 1926","2004","2004","012","12 years","2","Female","Number","27622"
"PEA11","Population estimates from 1926","2004","2004","013","13 years","-","Both sexes","Number","58091"
"PEA11","Population estimates from 1926","2004","2004","013","13 years","1","Male","Number","30049"
"PEA11","Population estimates from 1926","2004","2004","013","13 years","2","Female","Number","28042"
"PEA11","Population estimates from 1926","2004","2004","014","14 years","-","Both sexes","Number","57247"
"PEA11","Population estimates from 1926","2004","2004","014","14 years","1","Male","Number","29291"
"PEA11","Population estimates from 1926","2004","2004","014","14 years","2","Female","Number","27956"
"PEA11","Population estimates from 1926","2004","2004","015","15 years","-","Both sexes","Number","56676"
"PEA11","Population estimates from 1926","2004","2004","015","15 years","1","Male","Number","29051"
"PEA11","Population estimates from 1926","2004","2004","015","15 years","2","Female","Number","27625"
"PEA11","Population estimates from 1926","2004","2004","016","16 years","-","Both sexes","Number","59444"
"PEA11","Population estimates from 1926","2004","2004","016","16 years","1","Male","Number","30227"
"PEA11","Population estimates from 1926","2004","2004","016","16 years","2","Female","Number","29217"
"PEA11","Population estimates from 1926","2004","2004","017","17 years","-","Both sexes","Number","60600"
"PEA11","Population estimates from 1926","2004","2004","017","17 years","1","Male","Number","31073"
"PEA11","Population estimates from 1926","2004","2004","017","17 years","2","Female","Number","29527"
"PEA11","Population estimates from 1926","2004","2004","018","18 years","-","Both sexes","Number","60140"
"PEA11","Population estimates from 1926","2004","2004","018","18 years","1","Male","Number","30732"
"PEA11","Population estimates from 1926","2004","2004","018","18 years","2","Female","Number","29408"
"PEA11","Population estimates from 1926","2004","2004","019","19 years","-","Both sexes","Number","61528"
"PEA11","Population estimates from 1926","2004","2004","019","19 years","1","Male","Number","31630"
"PEA11","Population estimates from 1926","2004","2004","019","19 years","2","Female","Number","29898"
"PEA11","Population estimates from 1926","2004","2004","020","20 years","-","Both sexes","Number","62824"
"PEA11","Population estimates from 1926","2004","2004","020","20 years","1","Male","Number","31349"
