"STATISTIC","STATISTIC Label","TLIST(A1)","Year","C02076V03371","Age Group","C02199V02655","Sex","C02542V03077","Inward or Outward Flow","UNIT","VALUE"
"PEA03","Estimated Migration (Persons in April)","2007","2007","505","45 - 64 years","2","Female","05","Immigrants: All origins","Thousand","4.1"
"PEA03","Estimated Migration (Persons in April)","2007","2007","575","65 years and over","-","Both sexes","01","Net migration","Thousand","-0.1"
"PEA03","Estimated Migration (Persons in April)","2007","2007","575","65 years and over","-","Both sexes","04","Emigrants: All destinations","Thousand","2.5"
"PEA03","Estimated Migration (Persons in April)","2007","2007","575","65 years and over","-","Both sexes","05","Immigrants: All origins","Thousand","2.4"
"PEA03","Estimated Migration (Persons in April)","2007","2007","575","65 years and over","1","Male","01","Net migration","Thousand","0.2"
"PEA03","Estimated Migration (Persons in April)","2007","2007","575","65 years and over","1","Male","04","Emigrants: All destinations","Thousand","1.5"
"PEA03","Estimated Migration (Persons in April)","2007","2007","575","65 years and over","1","Male","05","Immigrants: All origins","Thousand","1.7"
"PEA03","Estimated Migration (Persons in April)","2007","2007","575","65 years and over","2","Female","01","Net migration","Thousand","-0.3"
"PEA03","Estimated Migration (Persons in April)","2007","2007","575","65 years and over","2","Female","04","Emigrants: All destinations","Thousand","1"
"PEA03","Estimated Migration (Persons in April)","2007","2007","575","65 years and over","2","Female","05","Immigrants: All origins","Thousand","0.7"
"PEA03","Estimated Migration (Persons in April)","2008","2008","-","All ages","-","Both sexes","01","Net migration","Thousand","64.3"
"PEA03","Estimated Migration (Persons in April)","2008","2008","-","All ages","-","Both sexes","04","Emigrants: All destinations","Thousand","49.2"
"PEA03","Estimated Migration (Persons in April)","2008","2008","-","All ages","-","Both sexes","05","Immigrants: All origins","Thousand","113.5"
"PEA03","Estimated Migration (Persons in April)","2008","2008","-","All ages","1","Male","01","Net migration","Thousand","24.4"
"PEA03","Estimated Migration (Persons in April)","2008","2008","-","All ages","1","Male","04","Emigrants: All destinations","Thousand","29.6"
"PEA03","Estimated Migration (Persons in April)","2008","2008","-","All ages","1","Male","05","Immigrants: All origins","Thousand","53.9"
"PEA03","Estimated Migration (Persons in April)","2008","2008","-","All ages","2","Female","01","Net migration","Thousand","39.9"
"PEA03","Estimated Migration (Persons in April)","2008","2008","-","All ages","2","Female","04","Emigrants: All destinations","Thousand","19.6"
"PEA03","Estimated Migration (Persons in April)","2008","2008","-","All ages","2","Female","05","Immigrants: All origins","Thousand","59.5"
"PEA03","Estimated Migration (Persons in April)","2008","2008","215","0 - 14 years","-","Both sexes","01","Net migration","Thousand","12.3"
"PEA03","Estimated Migration (Persons in April)","2008","2008","215","0 - 14 years","-","Both sexes","04","Emigrants: All destinations","Thousand","1.6"
"PEA03","Estimated Migration (Persons in April)","2008","2008","215","0 - 14 years","-","Both sexes","05","Immigrants: All origins","Thousand","13.9"
"PEA03","Estimated Migration (Persons in April)","2008","2008","215","0 - 14 years","1","Male","01","Net migration","Thousand","5.8"
"PEA03","Estimated Migration (Persons in April)","2008","2008","215","0 - 14 years","1","Male","04","Emigrants: All destinations","Thousand","0.8"
"PEA03","Estimated Migration (Persons in April)","2008","2008","215","0 - 14 years","1","Male","05","Immigrants: All origins","Thousand","6.6"
"PEA03","Estimated Migration (Persons in April)","2008","2008","215","0 - 14 years","2","Female","01","Net migration","Thousand","6.5"
"PEA03","Estimated Migration (Persons in April)","2008","2008","215","0 - 14 years","2","Female","04","Emigrants: All destinations","Thousand","0.8"
"PEA03","Estimated Migration (Persons in April)","2008","2008","215","0 - 14 years","2","Female","05","Immigrants: All origins","Thousand","7.3"
"PEA03","Estimated Migration (Persons in April)","2008","2008","310","15 - 24 years","-","Both sexes","01","Net migration","Thousand","32.3"
"PEA03","Estimated Migration (Persons in April)","2008","2008","310","15 - 24 years","-","Both sexes","04","Emigrants: All destinations","Thousand","17.8"
"PEA03","Estimated Migration (Persons in April)","2008","2008","310","15 - 24 years","-","Both sexes","05","Immigrants: All origins","Thousand","50"
"PEA03","Estimated Migration (Persons in April)","2008","2008","310","15 - 24 years","1","Male","01","Net migration","Thousand","13.7"
"PEA03","Estimated Migration (Persons in April)","2008","2008","310","15 - 24 years","1","Male","04","Emigrants: All destinations","Thousand","9.7"
"PEA03","Estimated Migration (Persons in April)","2008","2008","310","15 - 24 years","1","Male","05","Immigrants: All origins","Thousand","23.3"
"PEA03","Estimated Migration (Persons in April)","2008","2008","310","15 - 24 years","2","Female","01","Net migration","Thousand","18.6"
"PEA03","Estimated Migration (Persons in April)","2008","2008","310","15 - 24 years","2","Female","04","Emigrants: All destinations","Thousand","8.1"
"PEA03","Estimated Migration (Persons in April)","2008","2008","310","15 - 24 years","2","Female","05","Immigrants: All origins","Thousand","26.7"
"PEA03","Estimated Migration (Persons in April)","2008","2008","420","25 - 44 years","-","Both sexes","01","Net migration","Thousand","14.8"
"PEA03","Estimated Migration (Persons in April)","2008","2008","420","25 - 44 years","-","Both sexes","04","Emigrants: All destinations","Thousand","24"
"PEA03","Estimated Migration (Persons in April)","2008","2008","420","25 - 44 years","-","Both sexes","05","Immigrants: All origins","Thousand","38.8"
"PEA03","Estimated Migration (Persons in April)","2008","2008","420","25 - 44 years","1","Male","01","Net migration","Thousand","3.1"
"PEA03","Estimated Migration (Persons in April)","2008","2008","420","25 - 44 years","1","Male","04","Emigrants: All destinations","Thousand","14.9"
"PEA03","Estimated Migration (Persons in April)","2008","2008","420","25 - 44 years","1","Male","05","Immigrants: All origins","Thousand","18"
"PEA03","Estimated Migration (Persons in April)","2008","2008","420","25 - 44 years","2","Female","01","Net migration","Thousand","11.7"
"PEA03","Estimated Migration (Persons in April)","2008","2008","420","25 - 44 years","2","Female","04","Emigrants: All destinations","Thousand","9.1"
"PEA03","Estimated Migration (Persons in April)","2008","2008","420","25 - 44 years","2","Female","05","Immigrants: All origins","Thousand","20.7"
"PEA03","Estimated Migration (Persons in April)","2008","2008","505","45 - 64 years","-","Both sexes","01","Net migration","Thousand","4.3"
"PEA03","Estimated Migration (Persons in April)","2008","2008","505","45 - 64 years","-","Both sexes","04","Emigrants: All destinations","Thousand","2.9"
"PEA03","Estimated Migration (Persons in April)","2008","2008","505","45 - 64 years","-","Both sexes","05","Immigrants: All origins","Thousand","7.2"
"PEA03","Estimated Migration (Persons in April)","2008","2008","505","45 - 64 years","1","Male","01","Net migration","Thousand","2"
"PEA03","Estimated Migration (Persons in April)","2008","2008","505","45 - 64 years","1","Male","04","Emigrants: All destinations","Thousand","2.2"
"PEA03","Estimated Migration (Persons in April)","2008","2008","505","45 - 64 years","1","Male","05","Immigrants: All origins","Thousand","4.2"
"PEA03","Estimated Migration (Persons in April)","2008","2008","505","45 - 64 years","2","Female","01","Net migration","Thousand","2.4"
"PEA03","Estimated Migration (Persons in April)","2008","2008","505","45 - 64 years","2","Female","04","Emigrants: All destinations","Thousand","0.6"
"PEA03","Estimated Migration (Persons in April)","2008","2008","505","45 - 64 years","2","Female","05","Immigrants: All origins","Thousand","3"
"PEA03","Estimated Migration (Persons in April)","2008","2008","575","65 years and over","-","Both sexes","01","Net migration","Thousand","0.6"
"PEA03","Estimated Migration (Persons in April)","2008","2008","575","65 years and over","-","Both sexes","04","Emigrants: All destinations","Thousand","3"
"PEA03","Estimated Migration (Persons in April)","2008","2008","575","65 years and over","-","Both sexes","05","Immigrants: All origins","Thousand","3.6"
"PEA03","Estimated Migration (Persons in April)","2008","2008","575","65 years and over","1","Male","01","Net migration","Thousand","-0.2"
"PEA03","Estimated Migration (Persons in April)","2008","2008","575","65 years and over","1","Male","04","Emigrants: All destinations","Thousand","2"
"PEA03","Estimated Migration (Persons in April)","2008","2008","575","65 years and over","1","Male","05","Immigrants: All origins","Thousand","1.7"
"PEA03","Estimated Migration (Persons in April)","2008","2008","575","65 years and over","2","Female","01","Net migration","Thousand","0.8"
"PEA03","Estimated Migration (Persons in April)","2008","2008","575","65 years and over","2","Female","04","Emigrants: All destinations","Thousand","1"
"PEA03","Estimated Migration (Persons in April)","2008","2008","575","65 years and over","2","Female","05","Immigrants: All origins","Thousand","1.8"
"PEA03","Estimated Migration (Persons in April)","2009","2009","-","All ages","-","Both sexes","01","Net migration","Thousand","1.6"
"PEA03","Estimated Migration (Persons in April)","2009","2009","-","All ages","-","Both sexes","04","Emigrants: All destinations","Thousand","72"
"PEA03","Estimated Migration (Persons in April)","2009","2009","-","All ages","-","Both sexes","05","Immigrants: All origins","Thousand","73.7"
"PEA03","Estimated Migration (Persons in April)","2009","2009","-","All ages","1","Male","01","Net migration","Thousand","-5.1"
"PEA03","Estimated Migration (Persons in April)","2009","2009","-","All ages","1","Male","04","Emigrants: All destinations","Thousand","41.9"
"PEA03","Estimated Migration (Persons in April)","2009","2009","-","All ages","1","Male","05","Immigrants: All origins","Thousand","36.8"
"PEA03","Estimated Migration (Persons in April)","2009","2009","-","All ages","2","Female","01","Net migration","Thousand","6.7"
"PEA03","Estimated Migration (Persons in April)","2009","2009","-","All ages","2","Female","04","Emigrants: All destinations","Thousand","30.1"
"PEA03","Estimated Migration (Persons in April)","2009","2009","-","All ages","2","Female","05","Immigrants: All origins","Thousand","36.8"
"PEA03","Estimated Migration (Persons in April)","2009","2009","215","0 - 14 years","-","Both sexes","01","Net migration","Thousand","2.1"
"PEA03","Estimated Migration (Persons in April)","2009","2009","215","0 - 14 years","-","Both sexes","04","Emigrants: All destinations","Thousand","2.4"
"PEA03","Estimated Migration (Persons in April)","2009","2009","215","0 - 14 years","-","Both sexes","05","Immigrants: All origins","Thousand","4.5"
"PEA03","Estimated Migration (Persons in April)","2009","2009","215","0 - 14 years","1","Male","01","Net migration","Thousand","1.1"
"PEA03","Estimated Migration (Persons in April)","2009","2009","215","0 - 14 years","1","Male","04","Emigrants: All destinations","Thousand","1.1"
"PEA03","Estimated Migration (Persons in April)","2009","2009","215","0 - 14 years","1","Male","05","Immigrants: All origins","Thousand","2.2"
"PEA03","Estimated Migration (Persons in April)","2009","2009","215","0 - 14 years","2","Female","01","Net migration","Thousand","1"
"PEA03","Estimated Migration (Persons in April)","2009","2009","215","0 - 14 years","2","Female","04","Emigrants: All destinations","Thousand","1.3"
"PEA03","Estimated Migration (Persons in April)","2009","2009","215","0 - 14 years","2","Female","05","Immigrants: All origins","Thousand","2.3"
"PEA03","Estimated Migration (Persons in April)","2009","2009","310","15 - 24 years","-","Both sexes","01","Net migration","Thousand","9.3"
"PEA03","Estimated Migration (Persons in April)","2009","2009","310","15 - 24 years","-","Both sexes","04","Emigrants: All destinations","Thousand","27.9"
"PEA03","Estimated Migration (Persons in April)","2009","2009","310","15 - 24 years","-","Both sexes","05","Immigrants: All origins","Thousand","37.2"
"PEA03","Estimated Migration (Persons in April)","2009","2009","310","15 - 24 years","1","Male","01","Net migration","Thousand","1.4"
"PEA03","Estimated Migration (Persons in April)","2009","2009","310","15 - 24 years","1","Male","04","Emigrants: All destinations","Thousand","17.1"
"PEA03","Estimated Migration (Persons in April)","2009","2009","310","15 - 24 years","1","Male","05","Immigrants: All origins","Thousand","18.6"
"PEA03","Estimated Migration (Persons in April)","2009","2009","310","15 - 24 years","2","Female","01","Net migration","Thousand","7.8"
"PEA03","Estimated Migration (Persons in April)","2009","2009","310","15 - 24 years","2","Female","04","Emigrants: All destinations","Thousand","10.8"
"PEA03","Estimated Migration (Persons in April)","2009","2009","310","15 - 24 years","2","Female","05","Immigrants: All origins","Thousand","18.6"
"PEA03","Estimated Migration (Persons in April)","2009","2009","420","25 - 44 years","-","Both sexes","01","Net migration","Thousand","-11.1"
"PEA03","Estimated Migration (Persons in April)","2009","2009","420","25 - 44 years","-","Both sexes","04","Emigrants: All destinations","Thousand","37.5"
"PEA03","Estimated Migration (Persons in April)","2009","2009","420","25 - 44 years","-","Both sexes","05","Immigrants: All origins","Thousand","26.4"
"PEA03","Estimated Migration (Persons in April)","2009","2009","420","25 - 44 years","1","Male","01","Net migration","Thousand","-9"
"PEA03","Estimated Migration (Persons in April)","2009","2009","420","25 - 44 years","1","Male","04","Emigrants: All destinations","Thousand","22"
"PEA03","Estimated Migration (Persons in April)","2009","2009","420","25 - 44 years","1","Male","05","Immigrants: All origins","Thousand","13"
"PEA03","Estimated Migration (Persons in April)","2009","2009","420","25 - 44 years","2","Female","01","Net migration","Thousand","-2.1"
"PEA03","Estimated Migration (Persons in April)","2009","2009","420","25 - 44 years","2","Female","04","Emigrants: All destinations","Thousand","15.5"
"PEA03","Estimated Migration (Persons in April)","2009","2009","420","25 - 44 years","2","Female","05","Immigrants: All origins","Thousand","13.4"
"PEA03","Estimated Migration (Persons in April)","2009","2009","505","45 - 64 years","-","Both sexes","01","Net migration","Thousand","0.3"
"PEA03","Estimated Migration (Persons in April)","2009","2009","505","45 - 64 years","-","Both sexes","04","Emigrants: All destinations","Thousand","3.1"
"PEA03","Estimated Migration (Persons in April)","2009","2009","505","45 - 64 years","-","Both sexes","05","Immigrants: All origins","Thousand","3.3"
"PEA03","Estimated Migration (Persons in April)","2009","2009","505","45 - 64 years","1","Male","01","Net migration","Thousand","0.4"
"PEA03","Estimated Migration (Persons in April)","2009","2009","505","45 - 64 years","1","Male","04","Emigrants: All destinations","Thousand","1.2"
"PEA03","Estimated Migration (Persons in April)","2009","2009","505","45 - 64 years","1","Male","05","Immigrants: All origins","Thousand","1.6"
"PEA03","Estimated Migration (Persons in April)","2009","2009","505","45 - 64 years","2","Female","01","Net migration","Thousand","-0.1"
"PEA03","Estimated Migration (Persons in April)","2009","2009","505","45 - 64 years","2","Female","04","Emigrants: All destinations","Thousand","1.8"
"PEA03","Estimated Migration (Persons in April)","2009","2009","505","45 - 64 years","2","Female","05","Immigrants: All origins","Thousand","1.7"
"PEA03","Estimated Migration (Persons in April)","2009","2009","575","65 years and over","-","Both sexes","01","Net migration","Thousand","1"
"PEA03","Estimated Migration (Persons in April)","2009","2009","575","65 years and over","-","Both sexes","04","Emigrants: All destinations","Thousand","1.2"
"PEA03","Estimated Migration (Persons in April)","2009","2009","575","65 years and over","-","Both sexes","05","Immigrants: All origins","Thousand","2.3"
"PEA03","Estimated Migration (Persons in April)","2009","2009","575","65 years and over","1","Male","01","Net migration","Thousand","1"
"PEA03","Estimated Migration (Persons in April)","2009","2009","575","65 years and over","1","Male","04","Emigrants: All destinations","Thousand","0.4"
"PEA03","Estimated Migration (Persons in April)","2009","2009","575","65 years and over","1","Male","05","Immigrants: All origins","Thousand","1.4"
"PEA03","Estimated Migration (Persons in April)","2009","2009","575","65 years and over","2","Female","01","Net migration","Thousand","0.1"
"PEA03","Estimated Migration (Persons in April)","2009","2009","575","65 years and over","2","Female","04","Emigrants: All destinations","Thousand","0.8"
"PEA03","Estimated Migration (Persons in April)","2009","2009","575","65 years and over","2","Female","05","Immigrants: All origins","Thousand","0.9"
"PEA03","Estimated Migration (Persons in April)","2010","2010","-","All ages","-","Both sexes","01","Net migration","Thousand","-27.5"
"PEA03","Estimated Migration (Persons in April)","2010","2010","-","All ages","-","Both sexes","04","Emigrants: All destinations","Thousand","69.2"
"PEA03","Estimated Migration (Persons in April)","2010","2010","-","All ages","-","Both sexes","05","Immigrants: All origins","Thousand","41.8"
"PEA03","Estimated Migration (Persons in April)","2010","2010","-","All ages","1","Male","01","Net migration","Thousand","-20.2"
"PEA03","Estimated Migration (Persons in April)","2010","2010","-","All ages","1","Male","04","Emigrants: All destinations","Thousand","40.6"
"PEA03","Estimated Migration (Persons in April)","2010","2010","-","All ages","1","Male","05","Immigrants: All origins","Thousand","20.4"
"PEA03","Estimated Migration (Persons in April)","2010","2010","-","All ages","2","Female","01","Net migration","Thousand","-7.2"
"PEA03","Estimated Migration (Persons in April)","2010","2010","-","All ages","2","Female","04","Emigrants: All destinations","Thousand","28.7"
"PEA03","Estimated Migration (Persons in April)","2010","2010","-","All ages","2","Female","05","Immigrants: All origins","Thousand","21.4"
"PEA03","Estimated Migration (Persons in April)","2010","2010","215","0 - 14 years","-","Both sexes","01","Net migration","Thousand","-0.2"
"PEA03","Estimated Migration (Persons in April)","2010","2010","215","0 - 14 years","-","Both sexes","04","Emigrants: All destinations","Thousand","2"
"PEA03","Estimated Migration (Persons in April)","2010","2010","215","0 - 14 years","-","Both sexes","05","Immigrants: All origins","Thousand","1.8"
"PEA03","Estimated Migration (Persons in April)","2010","2010","215","0 - 14 years","1","Male","01","Net migration","Thousand","0.4"
"PEA03","Estimated Migration (Persons in April)","2010","2010","215","0 - 14 years","1","Male","04","Emigrants: All destinations","Thousand","1"
"PEA03","Estimated Migration (Persons in April)","2010","2010","215","0 - 14 years","1","Male","05","Immigrants: All origins","Thousand","1.4"
"PEA03","Estimated Migration (Persons in April)","2010","2010","215","0 - 14 years","2","Female","01","Net migration","Thousand","-0.6"
"PEA03","Estimated Migration (Persons in April)","2010","2010","215","0 - 14 years","2","Female","04","Emigrants: All destinations","Thousand","1.1"
"PEA03","Estimated Migration (Persons in April)","2010","2010","215","0 - 14 years","2","Female","05","Immigrants: All origins","Thousand","0.5"
"PEA03","Estimated Migration (Persons in April)","2010","2010","310","15 - 24 years","-","Both sexes","01","Net migration","Thousand","-9.4"
"PEA03","Estimated Migration (Persons in April)","2010","2010","310","15 - 24 years","-","Both sexes","04","Emigrants: All destinations","Thousand","26.7"
"PEA03","Estimated Migration (Persons in April)","2010","2010","310","15 - 24 years","-","Both sexes","05","Immigrants: All origins","Thousand","17.3"
"PEA03","Estimated Migration (Persons in April)","2010","2010","310","15 - 24 years","1","Male","01","Net migration","Thousand","-6.1"
"PEA03","Estimated Migration (Persons in April)","2010","2010","310","15 - 24 years","1","Male","04","Emigrants: All destinations","Thousand","13.7"
"PEA03","Estimated Migration (Persons in April)","2010","2010","310","15 - 24 years","1","Male","05","Immigrants: All origins","Thousand","7.6"
"PEA03","Estimated Migration (Persons in April)","2010","2010","310","15 - 24 years","2","Female","01","Net migration","Thousand","-3.3"
"PEA03","Estimated Migration (Persons in April)","2010","2010","310","15 - 24 years","2","Female","04","Emigrants: All destinations","Thousand","13"
"PEA03","Estimated Migration (Persons in April)","2010","2010","310","15 - 24 years","2","Female","05","Immigrants: All origins","Thousand","9.7"
"PEA03","Estimated Migration (Persons in April)","2010","2010","420","25 - 44 years","-","Both sexes","01","Net migration","Thousand","-17.7"
"PEA03","Estimated Migration (Persons in April)","2010","2010","420","25 - 44 years","-","Both sexes","04","Emigrants: All destinations","Thousand","36.5"
"PEA03","Estimated Migration (Persons in April)","2010","2010","420","25 - 44 years","-","Both sexes","05","Immigrants: All origins","Thousand","18.8"
"PEA03","Estimated Migration (Persons in April)","2010","2010","420","25 - 44 years","1","Male","01","Net migration","Thousand","-13.1"
"PEA03","Estimated Migration (Persons in April)","2010","2010","420","25 - 44 years","1","Male","04","Emigrants: All destinations","Thousand","23"
"PEA03","Estimated Migration (Persons in April)","2010","2010","420","25 - 44 years","1","Male","05","Immigrants: All origins","Thousand","9.9"
"PEA03","Estimated Migration (Persons in April)","2010","2010","420","25 - 44 years","2","Female","01","Net migration","Thousand","-4.6"
"PEA03","Estimated Migration (Persons in April)","2010","2010","420","25 - 44 years","2","Female","04","Emigrants: All destinations","Thousand","13.5"
"PEA03","Estimated Migration (Persons in April)","2010","2010","420","25 - 44 years","2","Female","05","Immigrants: All origins","Thousand","8.8"
"PEA03","Estimated Migration (Persons in April)","2010","2010","505","45 - 64 years","-","Both sexes","01","Net migration","Thousand","-0.9"
"PEA03","Estimated Migration (Persons in April)","2010","2010","505","45 - 64 years","-","Both sexes","04","Emigrants: All destinations","Thousand","2.9"
"PEA03","Estimated Migration (Persons in April)","2010","2010","505","45 - 64 years","-","Both sexes","05","Immigrants: All origins","Thousand","2"
"PEA03","Estimated Migration (Persons in April)","2010","2010","505","45 - 64 years","1","Male","01","Net migration","Thousand","-1.7"
"PEA03","Estimated Migration (Persons in April)","2010","2010","505","45 - 64 years","1","Male","04","Emigrants: All destinations","Thousand","2.4"
"PEA03","Estimated Migration (Persons in April)","2010","2010","505","45 - 64 years","1","Male","05","Immigrants: All origins","Thousand","0.8"
"PEA03","Estimated Migration (Persons in April)","2010","2010","505","45 - 64 years","2","Female","01","Net migration","Thousand","0.8"
"PEA03","Estimated Migration (Persons in April)","2010","2010","505","45 - 64 years","2","Female","04","Emigrants: All destinations","Thousand","0.5"
"PEA03","Estimated Migration (Persons in April)","2010","2010","505","45 - 64 years","2","Female","05","Immigrants: All origins","Thousand","1.3"
"PEA03","Estimated Migration (Persons in April)","2010","2010","575","65 years and over","-","Both sexes","01","Net migration","Thousand","0.8"
"PEA03","Estimated Migration (Persons in April)","2010","2010","575","65 years and over","-","Both sexes","04","Emigrants: All destinations","Thousand","1.1"
"PEA03","Estimated Migration (Persons in April)","2010","2010","575","65 years and over","-","Both sexes","05","Immigrants: All origins","Thousand","1.9"
"PEA03","Estimated Migration (Persons in April)","2010","2010","575","65 years and over","1","Male","01","Net migration","Thousand","0.3"
"PEA03","Estimated Migration (Persons in April)","2010","2010","575","65 years and over","1","Male","04","Emigrants: All destinations","Thousand","0.5"
"PEA03","Estimated Migration (Persons in April)","2010","2010","575","65 years and over","1","Male","05","Immigrants: All origins","Thousand","0.7"
"PEA03","Estimated Migration (Persons in April)","2010","2010","575","65 years and over","2","Female","01","Net migration","Thousand","0.5"
"PEA03","Estimated Migration (Persons in April)","2010","2010","575","65 years and over","2","Female","04","Emigrants: All destinations","Thousand","0.6"
"PEA03","Estimated Migration (Persons in April)","2010","2010","575","65 years and over","2","Female","05","Immigrants: All origins","Thousand","1.1"
"PEA03","Estimated Migration (Persons in April)","2011","2011","-","All ages","-","Both sexes","01","Net migration","Thousand","-27.4"
"PEA03","Estimated Migration (Persons in April)","2011","2011","-","All ages","-","Both sexes","04","Emigrants: All destinations","Thousand","80.6"
"PEA03","Estimated Migration (Persons in April)","2011","2011","-","All ages","-","Both sexes","05","Immigrants: All origins","Thousand","53.3"
"PEA03","Estimated Migration (Persons in April)","2011","2011","-","All ages","1","Male","01","Net migration","Thousand","-15.8"
"PEA03","Estimated Migration (Persons in April)","2011","2011","-","All ages","1","Male","04","Emigrants: All destinations","Thousand","41.9"
"PEA03","Estimated Migration (Persons in April)","2011","2011","-","All ages","1","Male","05","Immigrants: All origins","Thousand","26"
"PEA03","Estimated Migration (Persons in April)","2011","2011","-","All ages","2","Female","01","Net migration","Thousand","-11.5"
"PEA03","Estimated Migration (Persons in April)","2011","2011","-","All ages","2","Female","04","Emigrants: All destinations","Thousand","38.8"
"PEA03","Estimated Migration (Persons in April)","2011","2011","-","All ages","2","Female","05","Immigrants: All origins","Thousand","27.2"
"PEA03","Estimated Migration (Persons in April)","2011","2011","215","0 - 14 years","-","Both sexes","01","Net migration","Thousand","0.9"
"PEA03","Estimated Migration (Persons in April)","2011","2011","215","0 - 14 years","-","Both sexes","04","Emigrants: All destinations","Thousand","5.3"
"PEA03","Estimated Migration (Persons in April)","2011","2011","215","0 - 14 years","-","Both sexes","05","Immigrants: All origins","Thousand","6.1"
"PEA03","Estimated Migration (Persons in April)","2011","2011","215","0 - 14 years","1","Male","01","Net migration","Thousand","0.6"
"PEA03","Estimated Migration (Persons in April)","2011","2011","215","0 - 14 years","1","Male","04","Emigrants: All destinations","Thousand","2.5"
"PEA03","Estimated Migration (Persons in April)","2011","2011","215","0 - 14 years","1","Male","05","Immigrants: All origins","Thousand","3.1"
"PEA03","Estimated Migration (Persons in April)","2011","2011","215","0 - 14 years","2","Female","01","Net migration","Thousand","0.2"
"PEA03","Estimated Migration (Persons in April)","2011","2011","215","0 - 14 years","2","Female","04","Emigrants: All destinations","Thousand","2.7"
"PEA03","Estimated Migration (Persons in April)","2011","2011","215","0 - 14 years","2","Female","05","Immigrants: All origins","Thousand","3"
"PEA03","Estimated Migration (Persons in April)","2011","2011","310","15 - 24 years","-","Both sexes","01","Net migration","Thousand","-19.9"
"PEA03","Estimated Migration (Persons in April)","2011","2011","310","15 - 24 years","-","Both sexes","04","Emigrants: All destinations","Thousand","34.5"
"PEA03","Estimated Migration (Persons in April)","2011","2011","310","15 - 24 years","-","Both sexes","05","Immigrants: All origins","Thousand","14.6"
"PEA03","Estimated Migration (Persons in April)","2011","2011","310","15 - 24 years","1","Male","01","Net migration","Thousand","-9.5"
"PEA03","Estimated Migration (Persons in April)","2011","2011","310","15 - 24 years","1","Male","04","Emigrants: All destinations","Thousand","15.9"
"PEA03","Estimated Migration (Persons in April)","2011","2011","310","15 - 24 years","1","Male","05","Immigrants: All origins","Thousand","6.4"
"PEA03","Estimated Migration (Persons in April)","2011","2011","310","15 - 24 years","2","Female","01","Net migration","Thousand","-10.5"
"PEA03","Estimated Migration (Persons in April)","2011","2011","310","15 - 24 years","2","Female","04","Emigrants: All destinations","Thousand","18.6"
"PEA03","Estimated Migration (Persons in April)","2011","2011","310","15 - 24 years","2","Female","05","Immigrants: All origins","Thousand","8.2"
"PEA03","Estimated Migration (Persons in April)","2011","2011","420","25 - 44 years","-","Both sexes","01","Net migration","Thousand","-4.4"
"PEA03","Estimated Migration (Persons in April)","2011","2011","420","25 - 44 years","-","Both sexes","04","Emigrants: All destinations","Thousand","31.3"
"PEA03","Estimated Migration (Persons in April)","2011","2011","420","25 - 44 years","-","Both sexes","05","Immigrants: All origins","Thousand","26.9"
"PEA03","Estimated Migration (Persons in April)","2011","2011","420","25 - 44 years","1","Male","01","Net migration","Thousand","-4.4"
"PEA03","Estimated Migration (Persons in April)","2011","2011","420","25 - 44 years","1","Male","04","Emigrants: All destinations","Thousand","17.9"
"PEA03","Estimated Migration (Persons in April)","2011","2011","420","25 - 44 years","1","Male","05","Immigrants: All origins","Thousand","13.6"
"PEA03","Estimated Migration (Persons in April)","2011","2011","420","25 - 44 years","2","Female","01","Net migration","Thousand","0"
"PEA03","Estimated Migration (Persons in April)","2011","2011","420","25 - 44 years","2","Female","04","Emigrants: All destinations","Thousand","13.3"
"PEA03","Estimated Migration (Persons in April)","2011","2011","420","25 - 44 years","2","Female","05","Immigrants: All origins","Thousand","13.3"
"PEA03","Estimated Migration (Persons in April)","2011","2011","505","45 - 64 years","-","Both sexes","01","Net migration","Thousand","-1.8"
"PEA03","Estimated Migration (Persons in April)","2011","2011","505","45 - 64 years","-","Both sexes","04","Emigrants: All destinations","Thousand","6.1"
"PEA03","Estimated Migration (Persons in April)","2011","2011","505","45 - 64 years","-","Both sexes","05","Immigrants: All origins","Thousand","4.3"
"PEA03","Estimated Migration (Persons in April)","2011","2011","505","45 - 64 years","1","Male","01","Net migration","Thousand","-0.9"
"PEA03","Estimated Migration (Persons in April)","2011","2011","505","45 - 64 years","1","Male","04","Emigrants: All destinations","Thousand","3.1"
"PEA03","Estimated Migration (Persons in April)","2011","2011","505","45 - 64 years","1","Male","05","Immigrants: All origins","Thousand","2.2"
"PEA03","Estimated Migration (Persons in April)","2011","2011","505","45 - 64 years","2","Female","01","Net migration","Thousand","-1"
"PEA03","Estimated Migration (Persons in April)","2011","2011","505","45 - 64 years","2","Female","04","Emigrants: All destinations","Thousand","3.1"
"PEA03","Estimated Migration (Persons in April)","2011","2011","505","45 - 64 years","2","Female","05","Immigrants: All origins","Thousand","2.1"
"PEA03","Estimated Migration (Persons in April)","2011","2011","575","65 years and over","-","Both sexes","01","Net migration","Thousand","-2.1"
"PEA03","Estimated Migration (Persons in April)","2011","2011","575","65 years and over","-","Both sexes","04","Emigrants: All destinations","Thousand","3.4"
"PEA03","Estimated Migration (Persons in April)","2011","2011","575","65 years and over","-","Both sexes","05","Immigrants: All origins","Thousand","1.3"
"PEA03","Estimated Migration (Persons in April)","2011","2011","575","65 years and over","1","Male","01","Net migration","Thousand","-1.8"
"PEA03","Estimated Migration (Persons in April)","2011","2011","575","65 years and over","1","Male","04","Emigrants: All destinations","Thousand","2.4"
