"STATISTIC","Statistic Label","TLIST(A1)","Year","C02199V02655","Sex","C04004V04762","Citizenship","UNIT","VALUE"
"PEA24","Estimated Immigration (Persons in April)","2019","2019","2","Female","IE","Ireland","Thousand","15.5"
"PEA24","Estimated Immigration (Persons in April)","2019","2019","2","Female","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","17.6"
"PEA24","Estimated Immigration (Persons in April)","2020","2020","-","Both sexes","-","All Countries","Thousand","95.6"
"PEA24","Estimated Immigration (Persons in April)","2020","2020","-","Both sexes","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","9.2"
"PEA24","Estimated Immigration (Persons in April)","2020","2020","-","Both sexes","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","9.9"
"PEA24","Estimated Immigration (Persons in April)","2020","2020","-","Both sexes","GB","United Kingdom","Thousand","5.5"
"PEA24","Estimated Immigration (Persons in April)","2020","2020","-","Both sexes","IE","Ireland","Thousand","33.6"
"PEA24","Estimated Immigration (Persons in April)","2020","2020","-","Both sexes","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","37.4"
"PEA24","Estimated Immigration (Persons in April)","2020","2020","1","Male","-","All Countries","Thousand","46.9"
"PEA24","Estimated Immigration (Persons in April)","2020","2020","1","Male","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","4.1"
"PEA24","Estimated Immigration (Persons in April)","2020","2020","1","Male","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","4.5"
"PEA24","Estimated Immigration (Persons in April)","2020","2020","1","Male","GB","United Kingdom","Thousand","3.1"
"PEA24","Estimated Immigration (Persons in April)","2020","2020","1","Male","IE","Ireland","Thousand","16.6"
"PEA24","Estimated Immigration (Persons in April)","2020","2020","1","Male","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","18.6"
"PEA24","Estimated Immigration (Persons in April)","2020","2020","2","Female","-","All Countries","Thousand","48.7"
"PEA24","Estimated Immigration (Persons in April)","2020","2020","2","Female","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","5.1"
"PEA24","Estimated Immigration (Persons in April)","2020","2020","2","Female","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","5.4"
"PEA24","Estimated Immigration (Persons in April)","2020","2020","2","Female","GB","United Kingdom","Thousand","2.4"
"PEA24","Estimated Immigration (Persons in April)","2020","2020","2","Female","IE","Ireland","Thousand","17"
"PEA24","Estimated Immigration (Persons in April)","2020","2020","2","Female","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","18.8"
"PEA24","Estimated Immigration (Persons in April)","2021","2021","-","Both sexes","-","All Countries","Thousand","74.1"
"PEA24","Estimated Immigration (Persons in April)","2021","2021","-","Both sexes","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","7.5"
"PEA24","Estimated Immigration (Persons in April)","2021","2021","-","Both sexes","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","9"
"PEA24","Estimated Immigration (Persons in April)","2021","2021","-","Both sexes","GB","United Kingdom","Thousand","5"
"PEA24","Estimated Immigration (Persons in April)","2021","2021","-","Both sexes","IE","Ireland","Thousand","36.4"
"PEA24","Estimated Immigration (Persons in April)","2021","2021","-","Both sexes","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","16.1"
"PEA24","Estimated Immigration (Persons in April)","2021","2021","1","Male","-","All Countries","Thousand","36.2"
"PEA24","Estimated Immigration (Persons in April)","2021","2021","1","Male","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","3.4"
"PEA24","Estimated Immigration (Persons in April)","2021","2021","1","Male","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","3.9"
"PEA24","Estimated Immigration (Persons in April)","2021","2021","1","Male","GB","United Kingdom","Thousand","2.5"
"PEA24","Estimated Immigration (Persons in April)","2021","2021","1","Male","IE","Ireland","Thousand","19.1"
"PEA24","Estimated Immigration (Persons in April)","2021","2021","1","Male","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","7.4"
"PEA24","Estimated Immigration (Persons in April)","2021","2021","2","Female","-","All Countries","Thousand","37.9"
"PEA24","Estimated Immigration (Persons in April)","2021","2021","2","Female","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","4.2"
"PEA24","Estimated Immigration (Persons in April)","2021","2021","2","Female","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","5.1"
"PEA24","Estimated Immigration (Persons in April)","2021","2021","2","Female","GB","United Kingdom","Thousand","2.5"
"PEA24","Estimated Immigration (Persons in April)","2021","2021","2","Female","IE","Ireland","Thousand","17.3"
"PEA24","Estimated Immigration (Persons in April)","2021","2021","2","Female","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","8.8"
"PEA24","Estimated Immigration (Persons in April)","2022","2022","-","Both sexes","-","All Countries","Thousand","107.8"
"PEA24","Estimated Immigration (Persons in April)","2022","2022","-","Both sexes","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","13.2"
"PEA24","Estimated Immigration (Persons in April)","2022","2022","-","Both sexes","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","8.6"
"PEA24","Estimated Immigration (Persons in April)","2022","2022","-","Both sexes","GB","United Kingdom","Thousand","3.8"
"PEA24","Estimated Immigration (Persons in April)","2022","2022","-","Both sexes","IE","Ireland","Thousand","23.5"
"PEA24","Estimated Immigration (Persons in April)","2022","2022","-","Both sexes","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","58.8"
"PEA24","Estimated Immigration (Persons in April)","2022","2022","1","Male","-","All Countries","Thousand","49.2"
"PEA24","Estimated Immigration (Persons in April)","2022","2022","1","Male","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","6.3"
"PEA24","Estimated Immigration (Persons in April)","2022","2022","1","Male","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","4.7"
"PEA24","Estimated Immigration (Persons in April)","2022","2022","1","Male","GB","United Kingdom","Thousand","2.1"
"PEA24","Estimated Immigration (Persons in April)","2022","2022","1","Male","IE","Ireland","Thousand","11.8"
"PEA24","Estimated Immigration (Persons in April)","2022","2022","1","Male","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","24.4"
"PEA24","Estimated Immigration (Persons in April)","2022","2022","2","Female","-","All Countries","Thousand","58.6"
"PEA24","Estimated Immigration (Persons in April)","2022","2022","2","Female","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","6.9"
"PEA24","Estimated Immigration (Persons in April)","2022","2022","2","Female","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","3.9"
"PEA24","Estimated Immigration (Persons in April)","2022","2022","2","Female","GB","United Kingdom","Thousand","1.7"
"PEA24","Estimated Immigration (Persons in April)","2022","2022","2","Female","IE","Ireland","Thousand","11.7"
"PEA24","Estimated Immigration (Persons in April)","2022","2022","2","Female","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","34.4"
"PEA24","Estimated Immigration (Persons in April)","2023","2023","-","Both sexes","-","All Countries","Thousand","141.6"
"PEA24","Estimated Immigration (Persons in April)","2023","2023","-","Both sexes","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","15"
"PEA24","Estimated Immigration (Persons in April)","2023","2023","-","Both sexes","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","11.1"
"PEA24","Estimated Immigration (Persons in April)","2023","2023","-","Both sexes","GB","United Kingdom","Thousand","4.8"
"PEA24","Estimated Immigration (Persons in April)","2023","2023","-","Both sexes","IE","Ireland","Thousand","29.6"
"PEA24","Estimated Immigration (Persons in April)","2023","2023","-","Both sexes","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","81.1"
"PEA24","Estimated Immigration (Persons in April)","2023","2023","1","Male","-","All Countries","Thousand","66.1"
"PEA24","Estimated Immigration (Persons in April)","2023","2023","1","Male","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","7.4"
"PEA24","Estimated Immigration (Persons in April)","2023","2023","1","Male","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","5.4"
"PEA24","Estimated Immigration (Persons in April)","2023","2023","1","Male","GB","United Kingdom","Thousand","2.3"
"PEA24","Estimated Immigration (Persons in April)","2023","2023","1","Male","IE","Ireland","Thousand","15.3"
"PEA24","Estimated Immigration (Persons in April)","2023","2023","1","Male","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","35.7"
"PEA24","Estimated Immigration (Persons in April)","2023","2023","2","Female","-","All Countries","Thousand","75.5"
"PEA24","Estimated Immigration (Persons in April)","2023","2023","2","Female","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","7.7"
"PEA24","Estimated Immigration (Persons in April)","2023","2023","2","Female","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","5.8"
"PEA24","Estimated Immigration (Persons in April)","2023","2023","2","Female","GB","United Kingdom","Thousand","2.5"
"PEA24","Estimated Immigration (Persons in April)","2023","2023","2","Female","IE","Ireland","Thousand","14.3"
"PEA24","Estimated Immigration (Persons in April)","2023","2023","2","Female","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","45.3"
