"STATISTIC","STATISTIC Label","TLIST(A1)","Year","C02076V02508","Age Group","C02199V02655","Sex","UNIT","VALUE"
"PEA01","Population Estimates (Persons in April)","1985","1985","515","50 - 54 years","2","Female","Thousand","73.2"
"PEA01","Population Estimates (Persons in April)","1985","1985","530","55 - 59 years","-","Both sexes","Thousand","144.5"
"PEA01","Population Estimates (Persons in April)","1985","1985","530","55 - 59 years","1","Male","Thousand","71.5"
"PEA01","Population Estimates (Persons in April)","1985","1985","530","55 - 59 years","2","Female","Thousand","73"
"PEA01","Population Estimates (Persons in April)","1985","1985","550","60 - 64 years","-","Both sexes","Thousand","140.6"
"PEA01","Population Estimates (Persons in April)","1985","1985","550","60 - 64 years","1","Male","Thousand","67.7"
"PEA01","Population Estimates (Persons in April)","1985","1985","550","60 - 64 years","2","Female","Thousand","72.9"
"PEA01","Population Estimates (Persons in April)","1985","1985","565","65 - 69 years","-","Both sexes","Thousand","131"
"PEA01","Population Estimates (Persons in April)","1985","1985","565","65 - 69 years","1","Male","Thousand","62"
"PEA01","Population Estimates (Persons in April)","1985","1985","565","65 - 69 years","2","Female","Thousand","69"
"PEA01","Population Estimates (Persons in April)","1985","1985","575","65 years and over","-","Both sexes","Thousand","382.8"
"PEA01","Population Estimates (Persons in April)","1985","1985","575","65 years and over","1","Male","Thousand","168.6"
"PEA01","Population Estimates (Persons in April)","1985","1985","575","65 years and over","2","Female","Thousand","214.2"
"PEA01","Population Estimates (Persons in April)","1985","1985","580","70 - 74 years","-","Both sexes","Thousand","109.9"
"PEA01","Population Estimates (Persons in April)","1985","1985","580","70 - 74 years","1","Male","Thousand","50.6"
"PEA01","Population Estimates (Persons in April)","1985","1985","580","70 - 74 years","2","Female","Thousand","59.3"
"PEA01","Population Estimates (Persons in April)","1985","1985","595","75 - 79 years","-","Both sexes","Thousand","74.3"
"PEA01","Population Estimates (Persons in April)","1985","1985","595","75 - 79 years","1","Male","Thousand","32"
"PEA01","Population Estimates (Persons in April)","1985","1985","595","75 - 79 years","2","Female","Thousand","42.3"
"PEA01","Population Estimates (Persons in April)","1985","1985","610","80 - 84 years","-","Both sexes","Thousand","42.6"
"PEA01","Population Estimates (Persons in April)","1985","1985","610","80 - 84 years","1","Male","Thousand","16"
"PEA01","Population Estimates (Persons in April)","1985","1985","610","80 - 84 years","2","Female","Thousand","26.6"
"PEA01","Population Estimates (Persons in April)","1985","1985","630","85 years and over","-","Both sexes","Thousand","25"
"PEA01","Population Estimates (Persons in April)","1985","1985","630","85 years and over","1","Male","Thousand","8"
"PEA01","Population Estimates (Persons in April)","1985","1985","630","85 years and over","2","Female","Thousand","17"
"PEA01","Population Estimates (Persons in April)","1985","1985","-","All ages","-","Both sexes","Thousand","3540"
"PEA01","Population Estimates (Persons in April)","1985","1985","-","All ages","1","Male","Thousand","1771"
"PEA01","Population Estimates (Persons in April)","1985","1985","-","All ages","2","Female","Thousand","1769"
"PEA01","Population Estimates (Persons in April)","1986","1986","200","Under 1 year","-","Both sexes","Thousand","61.2"
"PEA01","Population Estimates (Persons in April)","1986","1986","200","Under 1 year","1","Male","Thousand","31.3"
"PEA01","Population Estimates (Persons in April)","1986","1986","200","Under 1 year","2","Female","Thousand","29.9"
"PEA01","Population Estimates (Persons in April)","1986","1986","205","0 - 4 years","-","Both sexes","Thousand","324.1"
"PEA01","Population Estimates (Persons in April)","1986","1986","205","0 - 4 years","1","Male","Thousand","166.4"
"PEA01","Population Estimates (Persons in April)","1986","1986","205","0 - 4 years","2","Female","Thousand","157.7"
"PEA01","Population Estimates (Persons in April)","1986","1986","215","0 - 14 years","-","Both sexes","Thousand","1024.7"
"PEA01","Population Estimates (Persons in April)","1986","1986","215","0 - 14 years","1","Male","Thousand","525.6"
"PEA01","Population Estimates (Persons in April)","1986","1986","215","0 - 14 years","2","Female","Thousand","499.1"
"PEA01","Population Estimates (Persons in April)","1986","1986","225","1 - 4 years","-","Both sexes","Thousand","262.9"
"PEA01","Population Estimates (Persons in April)","1986","1986","225","1 - 4 years","1","Male","Thousand","135.1"
"PEA01","Population Estimates (Persons in April)","1986","1986","225","1 - 4 years","2","Female","Thousand","127.8"
"PEA01","Population Estimates (Persons in April)","1986","1986","245","5 - 9 years","-","Both sexes","Thousand","350.7"
"PEA01","Population Estimates (Persons in April)","1986","1986","245","5 - 9 years","1","Male","Thousand","179.8"
"PEA01","Population Estimates (Persons in April)","1986","1986","245","5 - 9 years","2","Female","Thousand","170.8"
"PEA01","Population Estimates (Persons in April)","1986","1986","265","10 - 14 years","-","Both sexes","Thousand","350"
"PEA01","Population Estimates (Persons in April)","1986","1986","265","10 - 14 years","1","Male","Thousand","179.4"
"PEA01","Population Estimates (Persons in April)","1986","1986","265","10 - 14 years","2","Female","Thousand","170.6"
"PEA01","Population Estimates (Persons in April)","1986","1986","300","15 - 19 years","-","Both sexes","Thousand","331.1"
"PEA01","Population Estimates (Persons in April)","1986","1986","300","15 - 19 years","1","Male","Thousand","169.9"
"PEA01","Population Estimates (Persons in April)","1986","1986","300","15 - 19 years","2","Female","Thousand","161.2"
"PEA01","Population Estimates (Persons in April)","1986","1986","310","15 - 24 years","-","Both sexes","Thousand","617.5"
"PEA01","Population Estimates (Persons in April)","1986","1986","310","15 - 24 years","1","Male","Thousand","314"
"PEA01","Population Estimates (Persons in April)","1986","1986","310","15 - 24 years","2","Female","Thousand","303.5"
"PEA01","Population Estimates (Persons in April)","1986","1986","320","15 years and over","-","Both sexes","Thousand","2515.9"
"PEA01","Population Estimates (Persons in April)","1986","1986","320","15 years and over","1","Male","Thousand","1244"
"PEA01","Population Estimates (Persons in April)","1986","1986","320","15 years and over","2","Female","Thousand","1271.9"
"PEA01","Population Estimates (Persons in April)","1986","1986","365","20 - 24 years","-","Both sexes","Thousand","286.4"
"PEA01","Population Estimates (Persons in April)","1986","1986","365","20 - 24 years","1","Male","Thousand","144.1"
"PEA01","Population Estimates (Persons in April)","1986","1986","365","20 - 24 years","2","Female","Thousand","142.3"
"PEA01","Population Estimates (Persons in April)","1986","1986","410","25 - 29 years","-","Both sexes","Thousand","258.4"
"PEA01","Population Estimates (Persons in April)","1986","1986","410","25 - 29 years","1","Male","Thousand","129.1"
"PEA01","Population Estimates (Persons in April)","1986","1986","410","25 - 29 years","2","Female","Thousand","129.4"
"PEA01","Population Estimates (Persons in April)","1986","1986","420","25 - 44 years","-","Both sexes","Thousand","922.6"
"PEA01","Population Estimates (Persons in April)","1986","1986","420","25 - 44 years","1","Male","Thousand","465.7"
"PEA01","Population Estimates (Persons in April)","1986","1986","420","25 - 44 years","2","Female","Thousand","457"
"PEA01","Population Estimates (Persons in April)","1986","1986","440","30 - 34 years","-","Both sexes","Thousand","242.7"
"PEA01","Population Estimates (Persons in April)","1986","1986","440","30 - 34 years","1","Male","Thousand","122.2"
"PEA01","Population Estimates (Persons in April)","1986","1986","440","30 - 34 years","2","Female","Thousand","120.5"
"PEA01","Population Estimates (Persons in April)","1986","1986","460","35 - 39 years","-","Both sexes","Thousand","229.7"
"PEA01","Population Estimates (Persons in April)","1986","1986","460","35 - 39 years","1","Male","Thousand","116.4"
"PEA01","Population Estimates (Persons in April)","1986","1986","460","35 - 39 years","2","Female","Thousand","113.3"
"PEA01","Population Estimates (Persons in April)","1986","1986","475","40 - 44 years","-","Both sexes","Thousand","191.8"
"PEA01","Population Estimates (Persons in April)","1986","1986","475","40 - 44 years","1","Male","Thousand","98"
"PEA01","Population Estimates (Persons in April)","1986","1986","475","40 - 44 years","2","Female","Thousand","93.8"
"PEA01","Population Estimates (Persons in April)","1986","1986","495","45 - 49 years","-","Both sexes","Thousand","161.7"
"PEA01","Population Estimates (Persons in April)","1986","1986","495","45 - 49 years","1","Male","Thousand","82.8"
"PEA01","Population Estimates (Persons in April)","1986","1986","495","45 - 49 years","2","Female","Thousand","79"
"PEA01","Population Estimates (Persons in April)","1986","1986","505","45 - 64 years","-","Both sexes","Thousand","591.4"
"PEA01","Population Estimates (Persons in April)","1986","1986","505","45 - 64 years","1","Male","Thousand","295.7"
"PEA01","Population Estimates (Persons in April)","1986","1986","505","45 - 64 years","2","Female","Thousand","295.8"
"PEA01","Population Estimates (Persons in April)","1986","1986","515","50 - 54 years","-","Both sexes","Thousand","147.5"
"PEA01","Population Estimates (Persons in April)","1986","1986","515","50 - 54 years","1","Male","Thousand","75.2"
"PEA01","Population Estimates (Persons in April)","1986","1986","515","50 - 54 years","2","Female","Thousand","72.4"
"PEA01","Population Estimates (Persons in April)","1986","1986","530","55 - 59 years","-","Both sexes","Thousand","142.2"
"PEA01","Population Estimates (Persons in April)","1986","1986","530","55 - 59 years","1","Male","Thousand","70.5"
"PEA01","Population Estimates (Persons in April)","1986","1986","530","55 - 59 years","2","Female","Thousand","71.7"
"PEA01","Population Estimates (Persons in April)","1986","1986","550","60 - 64 years","-","Both sexes","Thousand","140"
"PEA01","Population Estimates (Persons in April)","1986","1986","550","60 - 64 years","1","Male","Thousand","67.2"
"PEA01","Population Estimates (Persons in April)","1986","1986","550","60 - 64 years","2","Female","Thousand","72.8"
"PEA01","Population Estimates (Persons in April)","1986","1986","565","65 - 69 years","-","Both sexes","Thousand","129.5"
"PEA01","Population Estimates (Persons in April)","1986","1986","565","65 - 69 years","1","Male","Thousand","61.1"
"PEA01","Population Estimates (Persons in April)","1986","1986","565","65 - 69 years","2","Female","Thousand","68.4"
"PEA01","Population Estimates (Persons in April)","1986","1986","575","65 years and over","-","Both sexes","Thousand","384.4"
"PEA01","Population Estimates (Persons in April)","1986","1986","575","65 years and over","1","Male","Thousand","168.7"
"PEA01","Population Estimates (Persons in April)","1986","1986","575","65 years and over","2","Female","Thousand","215.6"
"PEA01","Population Estimates (Persons in April)","1986","1986","580","70 - 74 years","-","Both sexes","Thousand","111"
"PEA01","Population Estimates (Persons in April)","1986","1986","580","70 - 74 years","1","Male","Thousand","50.9"
"PEA01","Population Estimates (Persons in April)","1986","1986","580","70 - 74 years","2","Female","Thousand","60.1"
"PEA01","Population Estimates (Persons in April)","1986","1986","595","75 - 79 years","-","Both sexes","Thousand","75.5"
"PEA01","Population Estimates (Persons in April)","1986","1986","595","75 - 79 years","1","Male","Thousand","32.6"
"PEA01","Population Estimates (Persons in April)","1986","1986","595","75 - 79 years","2","Female","Thousand","42.9"
"PEA01","Population Estimates (Persons in April)","1986","1986","610","80 - 84 years","-","Both sexes","Thousand","42.9"
"PEA01","Population Estimates (Persons in April)","1986","1986","610","80 - 84 years","1","Male","Thousand","16.1"
"PEA01","Population Estimates (Persons in April)","1986","1986","610","80 - 84 years","2","Female","Thousand","26.8"
"PEA01","Population Estimates (Persons in April)","1986","1986","630","85 years and over","-","Both sexes","Thousand","25.5"
"PEA01","Population Estimates (Persons in April)","1986","1986","630","85 years and over","1","Male","Thousand","8"
"PEA01","Population Estimates (Persons in April)","1986","1986","630","85 years and over","2","Female","Thousand","17.4"
"PEA01","Population Estimates (Persons in April)","1986","1986","-","All ages","-","Both sexes","Thousand","3540.6"
"PEA01","Population Estimates (Persons in April)","1986","1986","-","All ages","1","Male","Thousand","1769.7"
"PEA01","Population Estimates (Persons in April)","1986","1986","-","All ages","2","Female","Thousand","1771"
"PEA01","Population Estimates (Persons in April)","1987","1987","200","Under 1 year","-","Both sexes","Thousand","60.2"
"PEA01","Population Estimates (Persons in April)","1987","1987","200","Under 1 year","1","Male","Thousand","31.2"
"PEA01","Population Estimates (Persons in April)","1987","1987","200","Under 1 year","2","Female","Thousand","29"
"PEA01","Population Estimates (Persons in April)","1987","1987","205","0 - 4 years","-","Both sexes","Thousand",""
"PEA01","Population Estimates (Persons in April)","1987","1987","205","0 - 4 years","1","Male","Thousand",""
"PEA01","Population Estimates (Persons in April)","1987","1987","205","0 - 4 years","2","Female","Thousand",""
"PEA01","Population Estimates (Persons in April)","1987","1987","215","0 - 14 years","-","Both sexes","Thousand","1014.4"
"PEA01","Population Estimates (Persons in April)","1987","1987","215","0 - 14 years","1","Male","Thousand","520.5"
"PEA01","Population Estimates (Persons in April)","1987","1987","215","0 - 14 years","2","Female","Thousand","493.9"
"PEA01","Population Estimates (Persons in April)","1987","1987","225","1 - 4 years","-","Both sexes","Thousand","255.1"
"PEA01","Population Estimates (Persons in April)","1987","1987","225","1 - 4 years","1","Male","Thousand","130.8"
"PEA01","Population Estimates (Persons in April)","1987","1987","225","1 - 4 years","2","Female","Thousand","124.3"
"PEA01","Population Estimates (Persons in April)","1987","1987","245","5 - 9 years","-","Both sexes","Thousand","352"
"PEA01","Population Estimates (Persons in April)","1987","1987","245","5 - 9 years","1","Male","Thousand","180.4"
"PEA01","Population Estimates (Persons in April)","1987","1987","245","5 - 9 years","2","Female","Thousand","171.6"
"PEA01","Population Estimates (Persons in April)","1987","1987","265","10 - 14 years","-","Both sexes","Thousand","347.1"
"PEA01","Population Estimates (Persons in April)","1987","1987","265","10 - 14 years","1","Male","Thousand","178.1"
"PEA01","Population Estimates (Persons in April)","1987","1987","265","10 - 14 years","2","Female","Thousand","169"
"PEA01","Population Estimates (Persons in April)","1987","1987","300","15 - 19 years","-","Both sexes","Thousand","329.4"
"PEA01","Population Estimates (Persons in April)","1987","1987","300","15 - 19 years","1","Male","Thousand","168.1"
"PEA01","Population Estimates (Persons in April)","1987","1987","300","15 - 19 years","2","Female","Thousand","161.2"
"PEA01","Population Estimates (Persons in April)","1987","1987","310","15 - 24 years","-","Both sexes","Thousand","615.8"
"PEA01","Population Estimates (Persons in April)","1987","1987","310","15 - 24 years","1","Male","Thousand","313"
"PEA01","Population Estimates (Persons in April)","1987","1987","310","15 - 24 years","2","Female","Thousand","302.8"
"PEA01","Population Estimates (Persons in April)","1987","1987","320","15 years and over","-","Both sexes","Thousand","2532.1"
"PEA01","Population Estimates (Persons in April)","1987","1987","320","15 years and over","1","Male","Thousand","1249.6"
"PEA01","Population Estimates (Persons in April)","1987","1987","320","15 years and over","2","Female","Thousand","1282.3"
"PEA01","Population Estimates (Persons in April)","1987","1987","365","20 - 24 years","-","Both sexes","Thousand","286.4"
"PEA01","Population Estimates (Persons in April)","1987","1987","365","20 - 24 years","1","Male","Thousand","144.9"
"PEA01","Population Estimates (Persons in April)","1987","1987","365","20 - 24 years","2","Female","Thousand","141.6"
"PEA01","Population Estimates (Persons in April)","1987","1987","410","25 - 29 years","-","Both sexes","Thousand","256.1"
"PEA01","Population Estimates (Persons in April)","1987","1987","410","25 - 29 years","1","Male","Thousand","127.3"
"PEA01","Population Estimates (Persons in April)","1987","1987","410","25 - 29 years","2","Female","Thousand","128.8"
"PEA01","Population Estimates (Persons in April)","1987","1987","420","25 - 44 years","-","Both sexes","Thousand","936"
"PEA01","Population Estimates (Persons in April)","1987","1987","420","25 - 44 years","1","Male","Thousand","470.7"
"PEA01","Population Estimates (Persons in April)","1987","1987","420","25 - 44 years","2","Female","Thousand","465.2"
"PEA01","Population Estimates (Persons in April)","1987","1987","440","30 - 34 years","-","Both sexes","Thousand","245.4"
"PEA01","Population Estimates (Persons in April)","1987","1987","440","30 - 34 years","1","Male","Thousand","123"
"PEA01","Population Estimates (Persons in April)","1987","1987","440","30 - 34 years","2","Female","Thousand","122.4"
"PEA01","Population Estimates (Persons in April)","1987","1987","460","35 - 39 years","-","Both sexes","Thousand","231.7"
"PEA01","Population Estimates (Persons in April)","1987","1987","460","35 - 39 years","1","Male","Thousand","117.1"
"PEA01","Population Estimates (Persons in April)","1987","1987","460","35 - 39 years","2","Female","Thousand","114.5"
"PEA01","Population Estimates (Persons in April)","1987","1987","475","40 - 44 years","-","Both sexes","Thousand","202.8"
"PEA01","Population Estimates (Persons in April)","1987","1987","475","40 - 44 years","1","Male","Thousand","103.3"
"PEA01","Population Estimates (Persons in April)","1987","1987","475","40 - 44 years","2","Female","Thousand","99.5"
"PEA01","Population Estimates (Persons in April)","1987","1987","495","45 - 49 years","-","Both sexes","Thousand","161.9"
"PEA01","Population Estimates (Persons in April)","1987","1987","495","45 - 49 years","1","Male","Thousand","83.1"
"PEA01","Population Estimates (Persons in April)","1987","1987","495","45 - 49 years","2","Female","Thousand","78.8"
"PEA01","Population Estimates (Persons in April)","1987","1987","505","45 - 64 years","-","Both sexes","Thousand","592.1"
"PEA01","Population Estimates (Persons in April)","1987","1987","505","45 - 64 years","1","Male","Thousand","296.2"
"PEA01","Population Estimates (Persons in April)","1987","1987","505","45 - 64 years","2","Female","Thousand","295.8"
"PEA01","Population Estimates (Persons in April)","1987","1987","515","50 - 54 years","-","Both sexes","Thousand","150.8"
"PEA01","Population Estimates (Persons in April)","1987","1987","515","50 - 54 years","1","Male","Thousand","76.7"
"PEA01","Population Estimates (Persons in April)","1987","1987","515","50 - 54 years","2","Female","Thousand","74.1"
"PEA01","Population Estimates (Persons in April)","1987","1987","530","55 - 59 years","-","Both sexes","Thousand","140.1"
"PEA01","Population Estimates (Persons in April)","1987","1987","530","55 - 59 years","1","Male","Thousand","69.8"
"PEA01","Population Estimates (Persons in April)","1987","1987","530","55 - 59 years","2","Female","Thousand","70.3"
"PEA01","Population Estimates (Persons in April)","1987","1987","550","60 - 64 years","-","Both sexes","Thousand","139.3"
"PEA01","Population Estimates (Persons in April)","1987","1987","550","60 - 64 years","1","Male","Thousand","66.6"
"PEA01","Population Estimates (Persons in April)","1987","1987","550","60 - 64 years","2","Female","Thousand","72.6"
"PEA01","Population Estimates (Persons in April)","1987","1987","565","65 - 69 years","-","Both sexes","Thousand","129.1"
"PEA01","Population Estimates (Persons in April)","1987","1987","565","65 - 69 years","1","Male","Thousand","60.8"
"PEA01","Population Estimates (Persons in April)","1987","1987","565","65 - 69 years","2","Female","Thousand","68.3"
"PEA01","Population Estimates (Persons in April)","1987","1987","575","65 years and over","-","Both sexes","Thousand","388.2"
"PEA01","Population Estimates (Persons in April)","1987","1987","575","65 years and over","1","Male","Thousand","169.7"
"PEA01","Population Estimates (Persons in April)","1987","1987","575","65 years and over","2","Female","Thousand","218.5"
"PEA01","Population Estimates (Persons in April)","1987","1987","580","70 - 74 years","-","Both sexes","Thousand","111.1"
"PEA01","Population Estimates (Persons in April)","1987","1987","580","70 - 74 years","1","Male","Thousand","50.4"
"PEA01","Population Estimates (Persons in April)","1987","1987","580","70 - 74 years","2","Female","Thousand","60.7"
"PEA01","Population Estimates (Persons in April)","1987","1987","595","75 - 79 years","-","Both sexes","Thousand","78"
"PEA01","Population Estimates (Persons in April)","1987","1987","595","75 - 79 years","1","Male","Thousand","33.9"
"PEA01","Population Estimates (Persons in April)","1987","1987","595","75 - 79 years","2","Female","Thousand","44.1"
"PEA01","Population Estimates (Persons in April)","1987","1987","610","80 - 84 years","-","Both sexes","Thousand","43.7"
"PEA01","Population Estimates (Persons in April)","1987","1987","610","80 - 84 years","1","Male","Thousand","16.4"
"PEA01","Population Estimates (Persons in April)","1987","1987","610","80 - 84 years","2","Female","Thousand","27.3"
"PEA01","Population Estimates (Persons in April)","1987","1987","630","85 years and over","-","Both sexes","Thousand","26.3"
"PEA01","Population Estimates (Persons in April)","1987","1987","630","85 years and over","1","Male","Thousand","8.2"
"PEA01","Population Estimates (Persons in April)","1987","1987","630","85 years and over","2","Female","Thousand","18.1"
"PEA01","Population Estimates (Persons in April)","1987","1987","-","All ages","-","Both sexes","Thousand","3546.5"
"PEA01","Population Estimates (Persons in April)","1987","1987","-","All ages","1","Male","Thousand","1770.3"
"PEA01","Population Estimates (Persons in April)","1987","1987","-","All ages","2","Female","Thousand","1776.2"
"PEA01","Population Estimates (Persons in April)","1988","1988","200","Under 1 year","-","Both sexes","Thousand","57.3"
"PEA01","Population Estimates (Persons in April)","1988","1988","200","Under 1 year","1","Male","Thousand","29.2"
"PEA01","Population Estimates (Persons in April)","1988","1988","200","Under 1 year","2","Female","Thousand","28"
"PEA01","Population Estimates (Persons in April)","1988","1988","205","0 - 4 years","-","Both sexes","Thousand",""
"PEA01","Population Estimates (Persons in April)","1988","1988","205","0 - 4 years","1","Male","Thousand",""
"PEA01","Population Estimates (Persons in April)","1988","1988","205","0 - 4 years","2","Female","Thousand",""
"PEA01","Population Estimates (Persons in April)","1988","1988","215","0 - 14 years","-","Both sexes","Thousand","993.9"
"PEA01","Population Estimates (Persons in April)","1988","1988","215","0 - 14 years","1","Male","Thousand","509.7"
"PEA01","Population Estimates (Persons in April)","1988","1988","215","0 - 14 years","2","Female","Thousand","484.1"
"PEA01","Population Estimates (Persons in April)","1988","1988","225","1 - 4 years","-","Both sexes","Thousand","246.4"
"PEA01","Population Estimates (Persons in April)","1988","1988","225","1 - 4 years","1","Male","Thousand","126.7"
"PEA01","Population Estimates (Persons in April)","1988","1988","225","1 - 4 years","2","Female","Thousand","119.7"
"PEA01","Population Estimates (Persons in April)","1988","1988","245","5 - 9 years","-","Both sexes","Thousand","349.3"
"PEA01","Population Estimates (Persons in April)","1988","1988","245","5 - 9 years","1","Male","Thousand","178.9"
"PEA01","Population Estimates (Persons in April)","1988","1988","245","5 - 9 years","2","Female","Thousand","170.4"
"PEA01","Population Estimates (Persons in April)","1988","1988","265","10 - 14 years","-","Both sexes","Thousand","340.9"
"PEA01","Population Estimates (Persons in April)","1988","1988","265","10 - 14 years","1","Male","Thousand","174.9"
"PEA01","Population Estimates (Persons in April)","1988","1988","265","10 - 14 years","2","Female","Thousand","166"
"PEA01","Population Estimates (Persons in April)","1988","1988","300","15 - 19 years","-","Both sexes","Thousand","330"
"PEA01","Population Estimates (Persons in April)","1988","1988","300","15 - 19 years","1","Male","Thousand","167.5"
"PEA01","Population Estimates (Persons in April)","1988","1988","300","15 - 19 years","2","Female","Thousand","162.5"
"PEA01","Population Estimates (Persons in April)","1988","1988","310","15 - 24 years","-","Both sexes","Thousand","608.8"
"PEA01","Population Estimates (Persons in April)","1988","1988","310","15 - 24 years","1","Male","Thousand","308.9"
"PEA01","Population Estimates (Persons in April)","1988","1988","310","15 - 24 years","2","Female","Thousand","299.9"
"PEA01","Population Estimates (Persons in April)","1988","1988","320","15 years and over","-","Both sexes","Thousand","2536.9"
"PEA01","Population Estimates (Persons in April)","1988","1988","320","15 years and over","1","Male","Thousand","1249"
"PEA01","Population Estimates (Persons in April)","1988","1988","320","15 years and over","2","Female","Thousand","1287.8"
"PEA01","Population Estimates (Persons in April)","1988","1988","365","20 - 24 years","-","Both sexes","Thousand","278.8"
"PEA01","Population Estimates (Persons in April)","1988","1988","365","20 - 24 years","1","Male","Thousand","141.4"
"PEA01","Population Estimates (Persons in April)","1988","1988","365","20 - 24 years","2","Female","Thousand","137.4"
"PEA01","Population Estimates (Persons in April)","1988","1988","410","25 - 29 years","-","Both sexes","Thousand","251"
"PEA01","Population Estimates (Persons in April)","1988","1988","410","25 - 29 years","1","Male","Thousand","123.7"
"PEA01","Population Estimates (Persons in April)","1988","1988","410","25 - 29 years","2","Female","Thousand","127.2"
"PEA01","Population Estimates (Persons in April)","1988","1988","420","25 - 44 years","-","Both sexes","Thousand","939.3"
"PEA01","Population Estimates (Persons in April)","1988","1988","420","25 - 44 years","1","Male","Thousand","470.3"
"PEA01","Population Estimates (Persons in April)","1988","1988","420","25 - 44 years","2","Female","Thousand","468.8"
"PEA01","Population Estimates (Persons in April)","1988","1988","440","30 - 34 years","-","Both sexes","Thousand","243.6"
"PEA01","Population Estimates (Persons in April)","1988","1988","440","30 - 34 years","1","Male","Thousand","121.4"
"PEA01","Population Estimates (Persons in April)","1988","1988","440","30 - 34 years","2","Female","Thousand","122.2"
"PEA01","Population Estimates (Persons in April)","1988","1988","460","35 - 39 years","-","Both sexes","Thousand","235.5"
"PEA01","Population Estimates (Persons in April)","1988","1988","460","35 - 39 years","1","Male","Thousand","118.9"
"PEA01","Population Estimates (Persons in April)","1988","1988","460","35 - 39 years","2","Female","Thousand","116.6"
"PEA01","Population Estimates (Persons in April)","1988","1988","475","40 - 44 years","-","Both sexes","Thousand","209.2"
"PEA01","Population Estimates (Persons in April)","1988","1988","475","40 - 44 years","1","Male","Thousand","106.3"
"PEA01","Population Estimates (Persons in April)","1988","1988","475","40 - 44 years","2","Female","Thousand","102.8"
"PEA01","Population Estimates (Persons in April)","1988","1988","495","45 - 49 years","-","Both sexes","Thousand","168.2"
"PEA01","Population Estimates (Persons in April)","1988","1988","495","45 - 49 years","1","Male","Thousand","86"
"PEA01","Population Estimates (Persons in April)","1988","1988","495","45 - 49 years","2","Female","Thousand","82.2"
"PEA01","Population Estimates (Persons in April)","1988","1988","505","45 - 64 years","-","Both sexes","Thousand","595.6"
"PEA01","Population Estimates (Persons in April)","1988","1988","505","45 - 64 years","1","Male","Thousand","298.3"
"PEA01","Population Estimates (Persons in April)","1988","1988","505","45 - 64 years","2","Female","Thousand","297.3"
"PEA01","Population Estimates (Persons in April)","1988","1988","515","50 - 54 years","-","Both sexes","Thousand","149.3"
"PEA01","Population Estimates (Persons in April)","1988","1988","515","50 - 54 years","1","Male","Thousand","76.1"
"PEA01","Population Estimates (Persons in April)","1988","1988","515","50 - 54 years","2","Female","Thousand","73.3"
"PEA01","Population Estimates (Persons in April)","1988","1988","530","55 - 59 years","-","Both sexes","Thousand","141.9"
"PEA01","Population Estimates (Persons in April)","1988","1988","530","55 - 59 years","1","Male","Thousand","70.9"
"PEA01","Population Estimates (Persons in April)","1988","1988","530","55 - 59 years","2","Female","Thousand","70.9"
"PEA01","Population Estimates (Persons in April)","1988","1988","550","60 - 64 years","-","Both sexes","Thousand","136.2"
"PEA01","Population Estimates (Persons in April)","1988","1988","550","60 - 64 years","1","Male","Thousand","65.3"
"PEA01","Population Estimates (Persons in April)","1988","1988","550","60 - 64 years","2","Female","Thousand","70.9"
"PEA01","Population Estimates (Persons in April)","1988","1988","565","65 - 69 years","-","Both sexes","Thousand","132.9"
"PEA01","Population Estimates (Persons in April)","1988","1988","565","65 - 69 years","1","Male","Thousand","62.3"
"PEA01","Population Estimates (Persons in April)","1988","1988","565","65 - 69 years","2","Female","Thousand","70.6"
"PEA01","Population Estimates (Persons in April)","1988","1988","575","65 years and over","-","Both sexes","Thousand","393.2"
"PEA01","Population Estimates (Persons in April)","1988","1988","575","65 years and over","1","Male","Thousand","171.5"
"PEA01","Population Estimates (Persons in April)","1988","1988","575","65 years and over","2","Female","Thousand","221.8"
"PEA01","Population Estimates (Persons in April)","1988","1988","580","70 - 74 years","-","Both sexes","Thousand","107.7"
"PEA01","Population Estimates (Persons in April)","1988","1988","580","70 - 74 years","1","Male","Thousand","48.8"
"PEA01","Population Estimates (Persons in April)","1988","1988","580","70 - 74 years","2","Female","Thousand","58.9"
"PEA01","Population Estimates (Persons in April)","1988","1988","595","75 - 79 years","-","Both sexes","Thousand","81.6"
"PEA01","Population Estimates (Persons in April)","1988","1988","595","75 - 79 years","1","Male","Thousand","35.4"
"PEA01","Population Estimates (Persons in April)","1988","1988","595","75 - 79 years","2","Female","Thousand","46.2"
"PEA01","Population Estimates (Persons in April)","1988","1988","610","80 - 84 years","-","Both sexes","Thousand","43.9"
"PEA01","Population Estimates (Persons in April)","1988","1988","610","80 - 84 years","1","Male","Thousand","16.5"
"PEA01","Population Estimates (Persons in April)","1988","1988","610","80 - 84 years","2","Female","Thousand","27.4"
"PEA01","Population Estimates (Persons in April)","1988","1988","630","85 years and over","-","Both sexes","Thousand","27.1"
"PEA01","Population Estimates (Persons in April)","1988","1988","630","85 years and over","1","Male","Thousand","8.5"
"PEA01","Population Estimates (Persons in April)","1988","1988","630","85 years and over","2","Female","Thousand","18.7"
"PEA01","Population Estimates (Persons in April)","1988","1988","-","All ages","-","Both sexes","Thousand","3530.7"
"PEA01","Population Estimates (Persons in April)","1988","1988","-","All ages","1","Male","Thousand","1758.8"
"PEA01","Population Estimates (Persons in April)","1988","1988","-","All ages","2","Female","Thousand","1771.9"
