COUNTRY,Country,INDICATOR,Indicator,YEAR,Year,Value,Flag Codes,Flags
FRA,France,IND-EQUI-NEWREG-LGV-PC,First registrations of light goods road motor vehicles per one thousand inhabitants,2005,2005,6.207975373,,
FRA,France,IND-EQUI-NEWREG-LGV-PC,First registrations of light goods road motor vehicles per one thousand inhabitants,2006,2006,6.433241983,,
FRA,France,IND-EQUI-NEWREG-LGV-PC,First registrations of light goods road motor vehicles per one thousand inhabitants,2007,2007,6.715078661,,
FRA,France,IND-EQUI-NEWREG-LGV-PC,First registrations of light goods road motor vehicles per one thousand inhabitants,2008,2008,6.685368629,,
FRA,France,IND-EQUI-NEWREG-LGV-PC,First registrations of light goods road motor vehicles per one thousand inhabitants,2009,2009,5.379265517,,
FRA,France,IND-EQUI-NEWREG-LGV-PC,First registrations of light goods road motor vehicles per one thousand inhabitants,2010,2010,5.981417203,,
FRA,France,IND-EQUI-NEWREG-LGV-PC,First registrations of light goods road motor vehicles per one thousand inhabitants,2011,2011,6.147579273,,
FRA,France,IND-EQUI-NEWREG-LGV-PC,First registrations of light goods road motor vehicles per one thousand inhabitants,2012,2012,5.451748219,,
FRA,France,IND-EQUI-NEWREG-LGV-PC,First registrations of light goods road motor vehicles per one thousand inhabitants,2013,2013,5.202789255,,
FRA,France,IND-EQUI-NEWREG-LGV-PC,First registrations of light goods road motor vehicles per one thousand inhabitants,2014,2014,5.259465068,,
FRA,France,IND-EQUI-NEWREG-LGV-PC,First registrations of light goods road motor vehicles per one thousand inhabitants,2015,2015,4.652562579,,
FRA,France,IND-EQUI-NEWREG-LGV-PC,First registrations of light goods road motor vehicles per one thousand inhabitants,2016,2016,4.320747417,,
FRA,France,IND-EQUI-NEWREG-LGV-PC,First registrations of light goods road motor vehicles per one thousand inhabitants,2017,2017,4.729966607,,
FRA,France,IND-EQUI-NEWREG-LGV-PC,First registrations of light goods road motor vehicles per one thousand inhabitants,2018,2018,5.00313081,,
FRA,France,IND-EQUI-NEWREG-LGV-PC,First registrations of light goods road motor vehicles per one thousand inhabitants,2019,2019,5.305365862,,
FRA,France,IND-EQUI-NEWREG-LGV-PC,First registrations of light goods road motor vehicles per one thousand inhabitants,2020,2020,4.474737997,,
FRA,France,IND-EQUI-NEWREG-LGV-PC,First registrations of light goods road motor vehicles per one thousand inhabitants,2021,2021,4.748380035,,
FRA,France,IND-EQUI-NEWREG-HGV-PC,First registrations of heavy goods road motor vehicles per one thousand inhabitants,2000,2000,0.413056933,,
FRA,France,IND-EQUI-NEWREG-HGV-PC,First registrations of heavy goods road motor vehicles per one thousand inhabitants,2001,2001,0.426708727,,
FRA,France,IND-EQUI-NEWREG-HGV-PC,First registrations of heavy goods road motor vehicles per one thousand inhabitants,2002,2002,0.376988349,,
FRA,France,IND-EQUI-NEWREG-HGV-PC,First registrations of heavy goods road motor vehicles per one thousand inhabitants,2003,2003,0.317924242,,
FRA,France,IND-EQUI-NEWREG-HGV-PC,First registrations of heavy goods road motor vehicles per one thousand inhabitants,2004,2004,0.314336115,,
FRA,France,IND-EQUI-NEWREG-HGV-PC,First registrations of heavy goods road motor vehicles per one thousand inhabitants,2005,2005,0.366570475,,
FRA,France,IND-EQUI-NEWREG-HGV-PC,First registrations of heavy goods road motor vehicles per one thousand inhabitants,2006,2006,0.3496088,,
FRA,France,IND-EQUI-NEWREG-HGV-PC,First registrations of heavy goods road motor vehicles per one thousand inhabitants,2007,2007,0.335682863,,
FRA,France,IND-EQUI-NEWREG-HGV-PC,First registrations of heavy goods road motor vehicles per one thousand inhabitants,2008,2008,0.364959785,,
FRA,France,IND-EQUI-NEWREG-HGV-PC,First registrations of heavy goods road motor vehicles per one thousand inhabitants,2009,2009,0.247794501,,
FRA,France,IND-EQUI-NEWREG-HGV-PC,First registrations of heavy goods road motor vehicles per one thousand inhabitants,2010,2010,0.201366819,,
FRA,France,IND-EQUI-NEWREG-HGV-PC,First registrations of heavy goods road motor vehicles per one thousand inhabitants,2011,2011,0.266354548,,
FRA,France,IND-EQUI-NEWREG-HGV-PC,First registrations of heavy goods road motor vehicles per one thousand inhabitants,2012,2012,0.255291321,,
FRA,France,IND-EQUI-NEWREG-HGV-PC,First registrations of heavy goods road motor vehicles per one thousand inhabitants,2013,2013,0.232628296,,
FRA,France,IND-EQUI-NEWREG-HGV-PC,First registrations of heavy goods road motor vehicles per one thousand inhabitants,2014,2014,0.209117294,,
FRA,France,IND-EQUI-NEWREG-HGV-PC,First registrations of heavy goods road motor vehicles per one thousand inhabitants,2015,2015,0.207789017,,
FRA,France,IND-EQUI-NEWREG-HGV-PC,First registrations of heavy goods road motor vehicles per one thousand inhabitants,2016,2016,0.256084368,,
FRA,France,IND-EQUI-NEWREG-HGV-PC,First registrations of heavy goods road motor vehicles per one thousand inhabitants,2017,2017,0.288128668,,
FRA,France,IND-EQUI-NEWREG-HGV-PC,First registrations of heavy goods road motor vehicles per one thousand inhabitants,2018,2018,0.303581023,,
FRA,France,IND-EQUI-NEWREG-HGV-PC,First registrations of heavy goods road motor vehicles per one thousand inhabitants,2019,2019,0.303807795,,
FRA,France,IND-EQUI-NEWREG-HGV-PC,First registrations of heavy goods road motor vehicles per one thousand inhabitants,2020,2020,0.252829956,,
FRA,France,IND-EQUI-NEWREG-HGV-PC,First registrations of heavy goods road motor vehicles per one thousand inhabitants,2021,2021,0.256665601,,
FRA,France,IND-EQUI-NEWREG-ROADTRACTOR-PC,First registrations of road tractors per one thousand inhabitants,2000,2000,0.489302738,,
FRA,France,IND-EQUI-NEWREG-ROADTRACTOR-PC,First registrations of road tractors per one thousand inhabitants,2001,2001,0.454932186,,
FRA,France,IND-EQUI-NEWREG-ROADTRACTOR-PC,First registrations of road tractors per one thousand inhabitants,2002,2002,0.395688938,,
FRA,France,IND-EQUI-NEWREG-ROADTRACTOR-PC,First registrations of road tractors per one thousand inhabitants,2003,2003,0.36135713,,
FRA,France,IND-EQUI-NEWREG-ROADTRACTOR-PC,First registrations of road tractors per one thousand inhabitants,2004,2004,0.38827223,,
FRA,France,IND-EQUI-NEWREG-ROADTRACTOR-PC,First registrations of road tractors per one thousand inhabitants,2005,2005,0.457235858,,
FRA,France,IND-EQUI-NEWREG-ROADTRACTOR-PC,First registrations of road tractors per one thousand inhabitants,2006,2006,0.431663534,,
FRA,France,IND-EQUI-NEWREG-ROADTRACTOR-PC,First registrations of road tractors per one thousand inhabitants,2007,2007,0.434055702,,
FRA,France,IND-EQUI-NEWREG-ROADTRACTOR-PC,First registrations of road tractors per one thousand inhabitants,2008,2008,0.467616374,,
FRA,France,IND-EQUI-NEWREG-ROADTRACTOR-PC,First registrations of road tractors per one thousand inhabitants,2009,2009,0.252275974,,
FRA,France,IND-EQUI-NEWREG-ROADTRACTOR-PC,First registrations of road tractors per one thousand inhabitants,2010,2010,0.277700143,,
FRA,France,IND-EQUI-NEWREG-ROADTRACTOR-PC,First registrations of road tractors per one thousand inhabitants,2011,2011,0.408063431,,
FRA,France,IND-EQUI-NEWREG-ROADTRACTOR-PC,First registrations of road tractors per one thousand inhabitants,2012,2012,0.360740054,,
FRA,France,IND-EQUI-NEWREG-ROADTRACTOR-PC,First registrations of road tractors per one thousand inhabitants,2013,2013,0.376471792,,
FRA,France,IND-EQUI-NEWREG-ROADTRACTOR-PC,First registrations of road tractors per one thousand inhabitants,2014,2014,0.313442197,,
FRA,France,IND-EQUI-NEWREG-ROADTRACTOR-PC,First registrations of road tractors per one thousand inhabitants,2015,2015,0.374855714,,
FRA,France,IND-EQUI-NEWREG-ROADTRACTOR-PC,First registrations of road tractors per one thousand inhabitants,2016,2016,0.403227595,,
FRA,France,IND-EQUI-NEWREG-ROADTRACTOR-PC,First registrations of road tractors per one thousand inhabitants,2017,2017,0.413236973,,
FRA,France,IND-EQUI-NEWREG-ROADTRACTOR-PC,First registrations of road tractors per one thousand inhabitants,2018,2018,0.445707807,,
FRA,France,IND-EQUI-NEWREG-ROADTRACTOR-PC,First registrations of road tractors per one thousand inhabitants,2019,2019,0.455437163,,
FRA,France,IND-EQUI-NEWREG-ROADTRACTOR-PC,First registrations of road tractors per one thousand inhabitants,2020,2020,0.309436991,,
FRA,France,IND-EQUI-NEWREG-ROADTRACTOR-PC,First registrations of road tractors per one thousand inhabitants,2021,2021,0.33634131,,
MKD,North Macedonia,IND-EQUI-STOCK-2WHEELERS-GDP,Motorised two-wheelers per one million units of current USD GDP,2010,2010,0.824902673,,
MKD,North Macedonia,IND-EQUI-STOCK-2WHEELERS-GDP,Motorised two-wheelers per one million units of current USD GDP,2011,2011,0.797550993,,
MKD,North Macedonia,IND-EQUI-STOCK-2WHEELERS-GDP,Motorised two-wheelers per one million units of current USD GDP,2012,2012,0.869448211,,
MKD,North Macedonia,IND-EQUI-STOCK-2WHEELERS-GDP,Motorised two-wheelers per one million units of current USD GDP,2013,2013,0.748125589,,
MKD,North Macedonia,IND-EQUI-STOCK-2WHEELERS-GDP,Motorised two-wheelers per one million units of current USD GDP,2014,2014,0.759883683,,
MKD,North Macedonia,IND-EQUI-STOCK-2WHEELERS-GDP,Motorised two-wheelers per one million units of current USD GDP,2015,2015,0.998557312,,
MKD,North Macedonia,IND-EQUI-STOCK-2WHEELERS-GDP,Motorised two-wheelers per one million units of current USD GDP,2016,2016,1.095997759,,
MKD,North Macedonia,IND-EQUI-STOCK-2WHEELERS-GDP,Motorised two-wheelers per one million units of current USD GDP,2017,2017,1.249572502,,
MKD,North Macedonia,IND-EQUI-STOCK-2WHEELERS-GDP,Motorised two-wheelers per one million units of current USD GDP,2018,2018,1.052032518,,
MKD,North Macedonia,IND-EQUI-STOCK-2WHEELERS-GDP,Motorised two-wheelers per one million units of current USD GDP,2019,2019,0.950870869,,
MKD,North Macedonia,IND-EQUI-STOCK-2WHEELERS-GDP,Motorised two-wheelers per one million units of current USD GDP,2020,2020,1.035026162,,
MKD,North Macedonia,IND-EQUI-STOCK-2WHEELERS-GDP,Motorised two-wheelers per one million units of current USD GDP,2021,2021,1.141683878,,
MKD,North Macedonia,IND-EQUI-STOCK-BUS-GDP,Buses per one million units of current USD GDP,2000,2000,0.662097355,,
MKD,North Macedonia,IND-EQUI-STOCK-BUS-GDP,Buses per one million units of current USD GDP,2001,2001,0.706268753,,
MKD,North Macedonia,IND-EQUI-STOCK-BUS-GDP,Buses per one million units of current USD GDP,2002,2002,0.621396892,,
MKD,North Macedonia,IND-EQUI-STOCK-BUS-GDP,Buses per one million units of current USD GDP,2005,2005,0.362540979,,
MKD,North Macedonia,IND-EQUI-STOCK-BUS-GDP,Buses per one million units of current USD GDP,2006,2006,0.323557287,,
MKD,North Macedonia,IND-EQUI-STOCK-BUS-GDP,Buses per one million units of current USD GDP,2007,2007,0.27397671,,
MKD,North Macedonia,IND-EQUI-STOCK-BUS-GDP,Buses per one million units of current USD GDP,2008,2008,0.229071901,,
MKD,North Macedonia,IND-EQUI-STOCK-BUS-GDP,Buses per one million units of current USD GDP,2009,2009,0.261015602,,
MKD,North Macedonia,IND-EQUI-STOCK-BUS-GDP,Buses per one million units of current USD GDP,2010,2010,0.286483596,,
MKD,North Macedonia,IND-EQUI-STOCK-BUS-GDP,Buses per one million units of current USD GDP,2011,2011,0.251176155,,
MKD,North Macedonia,IND-EQUI-STOCK-BUS-GDP,Buses per one million units of current USD GDP,2012,2012,0.279007398,,
MKD,North Macedonia,IND-EQUI-STOCK-BUS-GDP,Buses per one million units of current USD GDP,2013,2013,0.279356917,,
MKD,North Macedonia,IND-EQUI-STOCK-BUS-GDP,Buses per one million units of current USD GDP,2014,2014,0.278465598,,
MKD,North Macedonia,IND-EQUI-STOCK-BUS-GDP,Buses per one million units of current USD GDP,2015,2015,0.322221031,,
MKD,North Macedonia,IND-EQUI-STOCK-BUS-GDP,Buses per one million units of current USD GDP,2016,2016,0.302647924,,
MKD,North Macedonia,IND-EQUI-STOCK-BUS-GDP,Buses per one million units of current USD GDP,2017,2017,0.281947564,,
MKD,North Macedonia,IND-EQUI-STOCK-BUS-GDP,Buses per one million units of current USD GDP,2018,2018,0.252383729,,
MKD,North Macedonia,IND-EQUI-STOCK-BUS-GDP,Buses per one million units of current USD GDP,2019,2019,0.249398349,,
MKD,North Macedonia,IND-EQUI-STOCK-BUS-GDP,Buses per one million units of current USD GDP,2020,2020,0.211309077,,
MKD,North Macedonia,IND-EQUI-STOCK-BUS-GDP,Buses per one million units of current USD GDP,2021,2021,0.213062252,,
MKD,North Macedonia,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2000,2000,79.51529484,,
MKD,North Macedonia,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2001,2001,83.56615014,,
MKD,North Macedonia,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2002,2002,76.64807481,,
MKD,North Macedonia,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2005,2005,40.45631379,,
MKD,North Macedonia,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2006,2006,35.31438318,,
MKD,North Macedonia,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2007,2007,29.8447484,,
MKD,North Macedonia,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2008,2008,26.55114889,,
MKD,North Macedonia,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2009,2009,30.01573063,,
MKD,North Macedonia,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2010,2010,32.9780356,,
MKD,North Macedonia,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2011,2011,29.82478624,,
MKD,North Macedonia,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2012,2012,30.96489573,,
MKD,North Macedonia,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2013,2013,32.05837861,,
MKD,North Macedonia,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2014,2014,32.69145636,,
MKD,North Macedonia,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2015,2015,38.13723868,,
MKD,North Macedonia,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2016,2016,37.00493965,,
MKD,North Macedonia,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2017,2017,35.66937385,,
MKD,North Macedonia,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2018,2018,32.72567796,,
MKD,North Macedonia,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2019,2019,33.79609406,,
MKD,North Macedonia,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2020,2020,34.72167335,,
MKD,North Macedonia,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2021,2021,34.55716397,,
MKD,North Macedonia,IND-EQUI-STOCK-LGV-GDP,Light goods road motor vehicles per one million units of current USD GDP,2013,2013,2.160532716,,
MKD,North Macedonia,IND-EQUI-STOCK-LGV-GDP,Light goods road motor vehicles per one million units of current USD GDP,2014,2014,2.827165109,,
MKD,North Macedonia,IND-EQUI-STOCK-LGV-GDP,Light goods road motor vehicles per one million units of current USD GDP,2015,2015,3.302392973,,
MKD,North Macedonia,IND-EQUI-STOCK-LGV-GDP,Light goods road motor vehicles per one million units of current USD GDP,2016,2016,3.24845228,,
MKD,North Macedonia,IND-EQUI-STOCK-LGV-GDP,Light goods road motor vehicles per one million units of current USD GDP,2017,2017,3.176066791,,
MKD,North Macedonia,IND-EQUI-STOCK-LGV-GDP,Light goods road motor vehicles per one million units of current USD GDP,2018,2018,2.918063666,,
MKD,North Macedonia,IND-EQUI-STOCK-LGV-GDP,Light goods road motor vehicles per one million units of current USD GDP,2019,2019,3.018164248,,
MKD,North Macedonia,IND-EQUI-STOCK-HGV-GDP,Heavy goods road motor vehicles per one million units of current USD GDP,2013,2013,2.788669795,,
MKD,North Macedonia,IND-EQUI-STOCK-HGV-GDP,Heavy goods road motor vehicles per one million units of current USD GDP,2017,2017,3.176066791,,
MKD,North Macedonia,IND-EQUI-STOCK-HGV-GDP,Heavy goods road motor vehicles per one million units of current USD GDP,2018,2018,2.918063666,,
MKD,North Macedonia,IND-EQUI-STOCK-HGV-GDP,Heavy goods road motor vehicles per one million units of current USD GDP,2019,2019,3.018164248,,
MKD,North Macedonia,IND-EQUI-STOCK-HGV-GDP,Heavy goods road motor vehicles per one million units of current USD GDP,2020,2020,3.171415947,,
MKD,North Macedonia,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2000,2000,1.024422048,,
MKD,North Macedonia,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2001,2001,1.123829935,,
MKD,North Macedonia,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2002,2002,1.021559569,,
MKD,North Macedonia,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2005,2005,0.533505655,,
MKD,North Macedonia,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2006,2006,0.497141399,,
MKD,North Macedonia,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2007,2007,0.428838326,,
MKD,North Macedonia,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2008,2008,0.397596164,,
MKD,North Macedonia,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2009,2009,0.453426859,,
MKD,North Macedonia,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2010,2010,0.478890018,,
MKD,North Macedonia,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2011,2011,0.441749869,,
MKD,North Macedonia,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2012,2012,0.432928361,,
MKD,North Macedonia,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2013,2013,0.456104245,,
MKD,North Macedonia,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2014,2014,0.461879728,,
MKD,North Macedonia,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2015,2015,0.541605563,,
MKD,North Macedonia,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2016,2016,0.528462628,,
MKD,North Macedonia,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2017,2017,0.51100785,,
MKD,North Macedonia,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2018,2018,0.442558534,,
MKD,North Macedonia,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2019,2019,0.44501423,,
MKD,North Macedonia,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2020,2020,0.457728469,,
MKD,North Macedonia,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2021,2021,0.442541724,,
MKD,North Macedonia,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2010,2010,3.776148368,,
MKD,North Macedonia,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2011,2011,4.065990491,,
MKD,North Macedonia,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2012,2012,4.111023345,,
MKD,North Macedonia,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2013,2013,3.920966342,,
MKD,North Macedonia,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2014,2014,4.176116618,,
MKD,North Macedonia,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2015,2015,4.854542451,,
MKD,North Macedonia,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2016,2016,5.643935556,,
MKD,North Macedonia,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2017,2017,6.810791216,,
MKD,North Macedonia,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2018,2018,6.426592211,,
MKD,North Macedonia,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2019,2019,5.772155166,,
MKD,North Macedonia,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2020,2020,6.173128412,,
MKD,North Macedonia,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2021,2021,7.644211493,,
MKD,North Macedonia,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2000,2000,1.232758408,,
MKD,North Macedonia,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2001,2001,1.287543946,,
MKD,North Macedonia,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2002,2002,1.236042545,,
MKD,North Macedonia,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2005,2005,1.113972276,,
MKD,North Macedonia,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2006,2006,1.088113681,,
MKD,North Macedonia,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2007,2007,1.117657968,,
MKD,North Macedonia,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2008,2008,1.108995172,,
MKD,North Macedonia,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2009,2009,1.196681476,,
MKD,North Macedonia,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2010,2010,1.31143297,,
MKD,North Macedonia,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2011,2011,1.280519825,,
MKD,North Macedonia,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2012,2012,1.31923433,,
MKD,North Macedonia,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2013,2013,1.464124587,,
MKD,North Macedonia,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2014,2014,1.530372131,,
MKD,North Macedonia,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2015,2015,1.566495639,,
MKD,North Macedonia,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2016,2016,1.558511742,,
MKD,North Macedonia,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2017,2017,1.536754363,,
MKD,North Macedonia,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2018,2018,1.541746359,,
MKD,North Macedonia,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2019,2019,1.51394476,,
MKD,North Macedonia,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2020,2020,1.26029478,,
MKD,North Macedonia,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2021,2021,1.426570826,,
MKD,North Macedonia,IND-EQUI-STOCK-PASSCAR-PC,Passenger cars per one thousand inhabitants,2000,2000,148.0494485,,
MKD,North Macedonia,IND-EQUI-STOCK-PASSCAR-PC,Passenger cars per one thousand inhabitants,2001,2001,152.342986,,
MKD,North Macedonia,IND-EQUI-STOCK-PASSCAR-PC,Passenger cars per one thousand inhabitants,2002,2002,152.4633976,,
MKD,North Macedonia,IND-EQUI-STOCK-PASSCAR-PC,Passenger cars per one thousand inhabitants,2005,2005,124.3092905,,
MKD,North Macedonia,IND-EQUI-STOCK-PASSCAR-PC,Passenger cars per one thousand inhabitants,2006,2006,118.7612365,,
MKD,North Macedonia,IND-EQUI-STOCK-PASSCAR-PC,Passenger cars per one thousand inhabitants,2007,2007,121.7483811,,
MKD,North Macedonia,IND-EQUI-STOCK-PASSCAR-PC,Passenger cars per one thousand inhabitants,2008,2008,128.5408457,,
MKD,North Macedonia,IND-EQUI-STOCK-PASSCAR-PC,Passenger cars per one thousand inhabitants,2009,2009,137.6134933,,
MKD,North Macedonia,IND-EQUI-STOCK-PASSCAR-PC,Passenger cars per one thousand inhabitants,2010,2010,150.9632098,,
MKD,North Macedonia,IND-EQUI-STOCK-PASSCAR-PC,Passenger cars per one thousand inhabitants,2011,2011,152.0495847,,
MKD,North Macedonia,IND-EQUI-STOCK-PASSCAR-PC,Passenger cars per one thousand inhabitants,2012,2012,146.4117214,,
MKD,North Macedonia,IND-EQUI-STOCK-PASSCAR-PC,Passenger cars per one thousand inhabitants,2013,2013,168.0196819,,
MKD,North Macedonia,IND-EQUI-STOCK-PASSCAR-PC,Passenger cars per one thousand inhabitants,2014,2014,179.6634632,,
MKD,North Macedonia,IND-EQUI-STOCK-PASSCAR-PC,Passenger cars per one thousand inhabitants,2015,2015,185.4063276,,
MKD,North Macedonia,IND-EQUI-STOCK-PASSCAR-PC,Passenger cars per one thousand inhabitants,2016,2016,190.5601475,,
MKD,North Macedonia,IND-EQUI-STOCK-PASSCAR-PC,Passenger cars per one thousand inhabitants,2017,2017,194.4158164,,
MKD,North Macedonia,IND-EQUI-STOCK-PASSCAR-PC,Passenger cars per one thousand inhabitants,2018,2018,199.9126296,,
MKD,North Macedonia,IND-EQUI-STOCK-PASSCAR-PC,Passenger cars per one thousand inhabitants,2019,2019,205.1554057,,
MKD,North Macedonia,IND-EQUI-STOCK-PASSCAR-PC,Passenger cars per one thousand inhabitants,2020,2020,207.0878554,,
MKD,North Macedonia,IND-EQUI-STOCK-PASSCAR-PC,Passenger cars per one thousand inhabitants,2021,2021,231.3795221,,
MKD,North Macedonia,IND-EQUI-STOCK-LGV-PC,Light goods road motor vehicles per one thousand inhabitants,2013,2013,11.32346785,,
MKD,North Macedonia,IND-EQUI-STOCK-LGV-PC,Light goods road motor vehicles per one thousand inhabitants,2014,2014,15.53734006,,
MKD,North Macedonia,IND-EQUI-STOCK-LGV-PC,Light goods road motor vehicles per one thousand inhabitants,2015,2015,16.0547689,,
MKD,North Macedonia,IND-EQUI-STOCK-LGV-PC,Light goods road motor vehicles per one thousand inhabitants,2016,2016,16.72818687,,
MKD,North Macedonia,IND-EQUI-STOCK-LGV-PC,Light goods road motor vehicles per one thousand inhabitants,2017,2017,17.31114263,,
MKD,North Macedonia,IND-EQUI-STOCK-LGV-PC,Light goods road motor vehicles per one thousand inhabitants,2018,2018,17.8256897,,
MKD,North Macedonia,IND-EQUI-STOCK-LGV-PC,Light goods road motor vehicles per one thousand inhabitants,2019,2019,18.32142819,,
MKD,North Macedonia,IND-EQUI-STOCK-HGV-PC,Heavy goods road motor vehicles per one thousand inhabitants,2013,2013,14.61556798,,
MKD,North Macedonia,IND-EQUI-STOCK-HGV-PC,Heavy goods road motor vehicles per one thousand inhabitants,2017,2017,17.31114263,,
MKD,North Macedonia,IND-EQUI-STOCK-HGV-PC,Heavy goods road motor vehicles per one thousand inhabitants,2018,2018,17.8256897,,
MKD,North Macedonia,IND-EQUI-STOCK-HGV-PC,Heavy goods road motor vehicles per one thousand inhabitants,2019,2019,18.32142819,,
MKD,North Macedonia,IND-EQUI-STOCK-HGV-PC,Heavy goods road motor vehicles per one thousand inhabitants,2020,2020,18.91503674,,
