"STATISTIC","Statistic Label","TLIST(A1)","Census Year","C03946V04701","City & Legal Town","C03767V04516","Means of Travel","UNIT","VALUE"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18026","Fermoy Legal Town","T","Total","Number","1187"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18043","Kinsale Legal Town","F","On Foot","Number","387"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18043","Kinsale Legal Town","BI","Bicycle","Number","8"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18043","Kinsale Legal Town","BU","Bus, minibus or coach","Number","35"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18043","Kinsale Legal Town","TDL","Train, DART or LUAS","Number","4"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18043","Kinsale Legal Town","M","Motorcycle or scooter","Number","4"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18043","Kinsale Legal Town","CD","Car Driver","Number","393"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18043","Kinsale Legal Town","CP","Car passenger","Number","159"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18043","Kinsale Legal Town","V","Van","Number","36"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18043","Kinsale Legal Town","OTH","Other (incl. lorry)","Number","46"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18043","Kinsale Legal Town","NS","Not stated","Number","73"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18043","Kinsale Legal Town","T","Total","Number","1145"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18047","Macroom Legal Town","F","On Foot","Number","432"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18047","Macroom Legal Town","BI","Bicycle","Number","4"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18047","Macroom Legal Town","BU","Bus, minibus or coach","Number","37"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18047","Macroom Legal Town","TDL","Train, DART or LUAS","Number","2"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18047","Macroom Legal Town","M","Motorcycle or scooter","Number","2"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18047","Macroom Legal Town","CD","Car Driver","Number","989"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18047","Macroom Legal Town","CP","Car passenger","Number","486"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18047","Macroom Legal Town","V","Van","Number","81"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18047","Macroom Legal Town","OTH","Other (incl. lorry)","Number","71"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18047","Macroom Legal Town","NS","Not stated","Number","76"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18047","Macroom Legal Town","T","Total","Number","2180"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18051","Mallow Legal Town","F","On Foot","Number","846"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18051","Mallow Legal Town","BI","Bicycle","Number","33"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18051","Mallow Legal Town","BU","Bus, minibus or coach","Number","74"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18051","Mallow Legal Town","TDL","Train, DART or LUAS","Number","121"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18051","Mallow Legal Town","M","Motorcycle or scooter","Number","9"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18051","Mallow Legal Town","CD","Car Driver","Number","2125"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18051","Mallow Legal Town","CP","Car passenger","Number","1149"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18051","Mallow Legal Town","V","Van","Number","208"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18051","Mallow Legal Town","OTH","Other (incl. lorry)","Number","94"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18051","Mallow Legal Town","NS","Not stated","Number","170"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18051","Mallow Legal Town","T","Total","Number","4829"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18059","Midleton Legal Town","F","On Foot","Number","534"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18059","Midleton Legal Town","BI","Bicycle","Number","36"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18059","Midleton Legal Town","BU","Bus, minibus or coach","Number","81"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18059","Midleton Legal Town","TDL","Train, DART or LUAS","Number","82"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18059","Midleton Legal Town","M","Motorcycle or scooter","Number","4"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18059","Midleton Legal Town","CD","Car Driver","Number","778"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18059","Midleton Legal Town","CP","Car passenger","Number","315"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18059","Midleton Legal Town","V","Van","Number","48"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18059","Midleton Legal Town","OTH","Other (incl. lorry)","Number","33"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18059","Midleton Legal Town","NS","Not stated","Number","108"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18059","Midleton Legal Town","T","Total","Number","2019"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18072","Skibbereen Legal Town","F","On Foot","Number","345"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18072","Skibbereen Legal Town","BI","Bicycle","Number","12"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18072","Skibbereen Legal Town","BU","Bus, minibus or coach","Number","30"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18072","Skibbereen Legal Town","TDL","Train, DART or LUAS","Number","0"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18072","Skibbereen Legal Town","M","Motorcycle or scooter","Number","1"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18072","Skibbereen Legal Town","CD","Car Driver","Number","552"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18072","Skibbereen Legal Town","CP","Car passenger","Number","315"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18072","Skibbereen Legal Town","V","Van","Number","77"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18072","Skibbereen Legal Town","OTH","Other (incl. lorry)","Number","53"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18072","Skibbereen Legal Town","NS","Not stated","Number","50"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18072","Skibbereen Legal Town","T","Total","Number","1435"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18080","Youghal Legal Town","F","On Foot","Number","535"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18080","Youghal Legal Town","BI","Bicycle","Number","21"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18080","Youghal Legal Town","BU","Bus, minibus or coach","Number","278"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18080","Youghal Legal Town","TDL","Train, DART or LUAS","Number","3"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18080","Youghal Legal Town","M","Motorcycle or scooter","Number","4"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18080","Youghal Legal Town","CD","Car Driver","Number","1475"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18080","Youghal Legal Town","CP","Car passenger","Number","944"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18080","Youghal Legal Town","V","Van","Number","140"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18080","Youghal Legal Town","OTH","Other (incl. lorry)","Number","88"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18080","Youghal Legal Town","NS","Not stated","Number","112"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W18080","Youghal Legal Town","T","Total","Number","3600"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W19011","Killarney Legal Town","F","On Foot","Number","1447"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W19011","Killarney Legal Town","BI","Bicycle","Number","270"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W19011","Killarney Legal Town","BU","Bus, minibus or coach","Number","352"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W19011","Killarney Legal Town","TDL","Train, DART or LUAS","Number","20"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W19011","Killarney Legal Town","M","Motorcycle or scooter","Number","17"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W19011","Killarney Legal Town","CD","Car Driver","Number","2691"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W19011","Killarney Legal Town","CP","Car passenger","Number","1358"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W19011","Killarney Legal Town","V","Van","Number","204"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W19011","Killarney Legal Town","OTH","Other (incl. lorry)","Number","174"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W19011","Killarney Legal Town","NS","Not stated","Number","300"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W19011","Killarney Legal Town","T","Total","Number","6833"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W19017","Listowel Legal Town","F","On Foot","Number","468"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W19017","Listowel Legal Town","BI","Bicycle","Number","24"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W19017","Listowel Legal Town","BU","Bus, minibus or coach","Number","121"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W19017","Listowel Legal Town","TDL","Train, DART or LUAS","Number","1"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W19017","Listowel Legal Town","M","Motorcycle or scooter","Number","4"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W19017","Listowel Legal Town","CD","Car Driver","Number","849"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W19017","Listowel Legal Town","CP","Car passenger","Number","468"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W19017","Listowel Legal Town","V","Van","Number","93"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W19017","Listowel Legal Town","OTH","Other (incl. lorry)","Number","48"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W19017","Listowel Legal Town","NS","Not stated","Number","81"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W19017","Listowel Legal Town","T","Total","Number","2157"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W19025","Tralee Legal Town","F","On Foot","Number","2403"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W19025","Tralee Legal Town","BI","Bicycle","Number","466"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W19025","Tralee Legal Town","BU","Bus, minibus or coach","Number","626"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W19025","Tralee Legal Town","TDL","Train, DART or LUAS","Number","19"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W19025","Tralee Legal Town","M","Motorcycle or scooter","Number","19"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W19025","Tralee Legal Town","CD","Car Driver","Number","4312"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W19025","Tralee Legal Town","CP","Car passenger","Number","2584"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W19025","Tralee Legal Town","V","Van","Number","392"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W19025","Tralee Legal Town","OTH","Other (incl. lorry)","Number","203"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W19025","Tralee Legal Town","NS","Not stated","Number","458"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W19025","Tralee Legal Town","T","Total","Number","11482"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W22003","Nenagh Legal Town","F","On Foot","Number","1085"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W22003","Nenagh Legal Town","BI","Bicycle","Number","89"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W22003","Nenagh Legal Town","BU","Bus, minibus or coach","Number","90"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W22003","Nenagh Legal Town","TDL","Train, DART or LUAS","Number","3"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W22003","Nenagh Legal Town","M","Motorcycle or scooter","Number","6"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W22003","Nenagh Legal Town","CD","Car Driver","Number","1897"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W22003","Nenagh Legal Town","CP","Car passenger","Number","881"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W22003","Nenagh Legal Town","V","Van","Number","147"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W22003","Nenagh Legal Town","OTH","Other (incl. lorry)","Number","84"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W22003","Nenagh Legal Town","NS","Not stated","Number","192"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W22003","Nenagh Legal Town","T","Total","Number","4474"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W22010","Templemore Legal Town","F","On Foot","Number","287"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W22010","Templemore Legal Town","BI","Bicycle","Number","17"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W22010","Templemore Legal Town","BU","Bus, minibus or coach","Number","17"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W22010","Templemore Legal Town","TDL","Train, DART or LUAS","Number","16"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W22010","Templemore Legal Town","M","Motorcycle or scooter","Number","0"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W22010","Templemore Legal Town","CD","Car Driver","Number","409"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W22010","Templemore Legal Town","CP","Car passenger","Number","191"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W22010","Templemore Legal Town","V","Van","Number","49"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W22010","Templemore Legal Town","OTH","Other (incl. lorry)","Number","35"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W22010","Templemore Legal Town","NS","Not stated","Number","25"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W22010","Templemore Legal Town","T","Total","Number","1046"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W22011","Thurles Legal Town","F","On Foot","Number","1070"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W22011","Thurles Legal Town","BI","Bicycle","Number","63"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W22011","Thurles Legal Town","BU","Bus, minibus or coach","Number","60"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W22011","Thurles Legal Town","TDL","Train, DART or LUAS","Number","52"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W22011","Thurles Legal Town","M","Motorcycle or scooter","Number","3"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W22011","Thurles Legal Town","CD","Car Driver","Number","1402"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W22011","Thurles Legal Town","CP","Car passenger","Number","766"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W22011","Thurles Legal Town","V","Van","Number","145"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W22011","Thurles Legal Town","OTH","Other (incl. lorry)","Number","86"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W22011","Thurles Legal Town","NS","Not stated","Number","89"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W22011","Thurles Legal Town","T","Total","Number","3736"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W23002","Cashel Legal Town","F","On Foot","Number","381"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W23002","Cashel Legal Town","BI","Bicycle","Number","7"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W23002","Cashel Legal Town","BU","Bus, minibus or coach","Number","38"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W23002","Cashel Legal Town","TDL","Train, DART or LUAS","Number","4"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W23002","Cashel Legal Town","M","Motorcycle or scooter","Number","6"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W23002","Cashel Legal Town","CD","Car Driver","Number","421"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W23002","Cashel Legal Town","CP","Car passenger","Number","138"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W23002","Cashel Legal Town","V","Van","Number","36"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W23002","Cashel Legal Town","OTH","Other (incl. lorry)","Number","54"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W23002","Cashel Legal Town","NS","Not stated","Number","53"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W23002","Cashel Legal Town","T","Total","Number","1138"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W23015","Tipperary Legal Town","F","On Foot","Number","679"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W23015","Tipperary Legal Town","BI","Bicycle","Number","17"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W23015","Tipperary Legal Town","BU","Bus, minibus or coach","Number","59"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W23015","Tipperary Legal Town","TDL","Train, DART or LUAS","Number","23"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W23015","Tipperary Legal Town","M","Motorcycle or scooter","Number","3"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W23015","Tipperary Legal Town","CD","Car Driver","Number","736"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W23015","Tipperary Legal Town","CP","Car passenger","Number","400"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W23015","Tipperary Legal Town","V","Van","Number","57"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W23015","Tipperary Legal Town","OTH","Other (incl. lorry)","Number","54"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W23015","Tipperary Legal Town","NS","Not stated","Number","64"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W23015","Tipperary Legal Town","T","Total","Number","2092"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W25003","Dungarvan Legal Town","F","On Foot","Number","1027"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W25003","Dungarvan Legal Town","BI","Bicycle","Number","110"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W25003","Dungarvan Legal Town","BU","Bus, minibus or coach","Number","123"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W25003","Dungarvan Legal Town","TDL","Train, DART or LUAS","Number","9"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W25003","Dungarvan Legal Town","M","Motorcycle or scooter","Number","5"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W25003","Dungarvan Legal Town","CD","Car Driver","Number","1884"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W25003","Dungarvan Legal Town","CP","Car passenger","Number","902"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W25003","Dungarvan Legal Town","V","Van","Number","131"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W25003","Dungarvan Legal Town","OTH","Other (incl. lorry)","Number","90"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W25003","Dungarvan Legal Town","NS","Not stated","Number","110"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W25003","Dungarvan Legal Town","T","Total","Number","4391"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W25010","Lismore Legal Town","F","On Foot","Number","131"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W25010","Lismore Legal Town","BI","Bicycle","Number","3"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W25010","Lismore Legal Town","BU","Bus, minibus or coach","Number","4"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W25010","Lismore Legal Town","TDL","Train, DART or LUAS","Number","1"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W25010","Lismore Legal Town","M","Motorcycle or scooter","Number","0"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W25010","Lismore Legal Town","CD","Car Driver","Number","145"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W25010","Lismore Legal Town","CP","Car passenger","Number","40"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W25010","Lismore Legal Town","V","Van","Number","26"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W25010","Lismore Legal Town","OTH","Other (incl. lorry)","Number","19"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W25010","Lismore Legal Town","NS","Not stated","Number","19"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W25010","Lismore Legal Town","T","Total","Number","388"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W25015","Tramore Legal Town","F","On Foot","Number","860"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W25015","Tramore Legal Town","BI","Bicycle","Number","55"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W25015","Tramore Legal Town","BU","Bus, minibus or coach","Number","268"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W25015","Tramore Legal Town","TDL","Train, DART or LUAS","Number","7"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W25015","Tramore Legal Town","M","Motorcycle or scooter","Number","17"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W25015","Tramore Legal Town","CD","Car Driver","Number","2619"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W25015","Tramore Legal Town","CP","Car passenger","Number","1402"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W25015","Tramore Legal Town","V","Van","Number","215"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W25015","Tramore Legal Town","OTH","Other (incl. lorry)","Number","120"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W25015","Tramore Legal Town","NS","Not stated","Number","93"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W25015","Tramore Legal Town","T","Total","Number","5656"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W27014","Loughrea Legal Town","F","On Foot","Number","502"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W27014","Loughrea Legal Town","BI","Bicycle","Number","38"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W27014","Loughrea Legal Town","BU","Bus, minibus or coach","Number","182"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W27014","Loughrea Legal Town","TDL","Train, DART or LUAS","Number","3"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W27014","Loughrea Legal Town","M","Motorcycle or scooter","Number","5"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W27014","Loughrea Legal Town","CD","Car Driver","Number","1308"
